{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID,,,,
SEQ Epoxy Floooring & Concrete Polishing,,*None,Y,PO Box 9451,,,,Pacific Paradise,QLD,4564,,0431 304 224 Mick,1300 294 003,,,mick@seqepoxy.com.au,,Mick Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4225,,,,
Hydro Construction Products,,*None,Y,3/45 Canberra Street,,,,Hemmant,QLD,4174,Australia,0423 767 841 Robert,0413 333 574 Scott,,,scott@hydrocp.com.au,robert@hydrocp.com.au,Robert Pinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4228,,,,
Degnan Construction Pty Ltd,,*None,N,GPO Box 2215,,,,Brisbane ,QLD,4001,,07 3709 4229,0480 440 136Scott,,,accounts.payable@degnan.com.au,PO Required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4229,,,,
Attention: Bill Cheng,,*None,Y,Mirrabook,54/88 Kameruka Street,,,Calamvale,QLD,4116,,07 3272 4202,0474 764 708 Bill,,,themirrabook@gmail.com,,Bill Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4231,,,,
Aurizon,,*None,Y,C/ Cushman Wakefield,GPO Box 2698,,,Canberra,ACT,2601,Australia,,,,PO NEEDED,cwau.invoices@cushwake.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4232,,,,
Epoxy Flooring Queensland,,*None,Y,52 Kurrajong Cres,,,,Meridan Plains,QLD,4551,,0488 384 766 Jamie,,,,epoxyflooringqld@gmail.com,,Jamie Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4233,,,,
Super Retail Group Services Pty Ltd,,*None,Y,PO Box 344,,,,Strathpine,QLD,4500,,07 3842 7500,0413 413 708 Sarah,,,rkerin@rebelgroup.co.au,sstrutt@rebelgroup.com.au,Sarah- Jane Strutt,PO Required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4234,,,,
Environmental Innovations Company Pty Ltd,,Ecoshield,N,"Unit 1, 66 Osullivan Beach Road",,,,Lonsdale,SA,5160,Australia,08 8185 7148,,,,amy@ecoshield.com.au,,Amy Nash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,P,4235,,,,
Harmony Timber Floors,,*None,Y,Unit 2/94-96 Kortum Drive,,,,Burleigh,QLD,4220,,07 5520 6701,0411 675 245 Graham,,,graham@harmonytimberfloors.com,,Graham Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4237,,,,
Hicon Building,,*None,Y,"Suite 206, 30 The Kingsway ",,,,Cronulla,NSW,2230,,02 9521 8694,,,,hello@hiconbuilding.com.au,PO REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4239,,,,
Brisbane Racing Club Ltd,,*None,Y,C/-Savills (QLD) Pty Ltd,,,,,,,,07 3002 8901,,,,jdwyer@savills.com.au,,Anna-Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4240,,,,
Beecham Holden,,*None,Y,29 Bribie Island Road,,,,Caboolture,QLD,4510,,0416 033 821,,,,colin.moore@beechammotors.com.au,,Colin Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4242,,,,
Trust Company Limited and ISPT P/L,,Waurn,Y,C/- Savills (Vic) P/L - Waurn Ponds,173-179 Pioneer Rd,,,Waurn Ponds,VIC,3216,,03 5244 2580,0481 281 999 Max,,,maxfecchio@waurnpondssc.com.au,,Max Fecchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4244,,,,
Lammo Project Floors Pty Ltd,,*None,Y,342 Upper Roma,,,,Brisbane,QLD,4000,,07 3221 5889,0426 782 304 Julie,,,julie@lammopf.com,,Julie Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4247,,,,
Central Fair Shopping Centre Pty Ltd,,1008,N,C/- MDT Property and Energy Pty Ltd,128 Middle Street,,,Cleveland,QLD,4163,,0412 649 873 John,0408 456 391 Ken,,,menglish@mdtpropertyandenergy.com.au,,John Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4251,,,,
Moutsias Management Services Pty Ltd,,*None,Y,Chartered Loss Adjusters and Consultants,PO Box 142,,,Burwood,VIC,3125,,03 9882 5483,0417 522 881 Michael,,,mmscorp@tpg.com.au,,Michael Moutsias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4253,,,,
Attention: David Williams,,*None,Y,WCS Build Pty Ltd,PO Box 664,,,Albany Creek,QLD,4035,,0407 131 900 David,0474 728 648 Tues FRi,,,david@wcsbuild.com.au,,David Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4255,,,,
PCT Global Pty Ltd,,*None,Y,5/21 Bearing Road,,,,Seven Hills,NSW,2147,,02 9674 9299,0403 767 705,,,kayla@enduroshield.com,mlewis@enduroshield.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4256,,,,
Bradford Concrete,,*None,Y,PO Box 170,,,,Runaway Bay,QLD,4216,,0408 712 964 Mark,,,,mark@bradfordconccrete.com.au,,Mark Bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4257,,,,
1278 GHR Pty Ltd,,912-01,N,GPO Box 2756,,,,Adelaide,SA,5001,,08 8232 4455,,,,pdf;accounts@ginosgroup.com.au,,Jennifer Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4258,,,,
Haileybury Rendall School,,*None,Y,Lot 6057 Berrimah Road,,,,Berrimah,NT,828,,08 8922 1611,0419 525 923 David,,,david.chappell@hrs.edu.au,,David Chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4259,,,,
Inspired Built,,*None,N,4/23  Alexandra Parade,,,,Murrarrie,QLD,4172,,07 3907 0080,0490 799 464Carter,,,carter@inspiredbuilt.com.au,,Matt Myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4260,,,,
Future Fitouts (QLD) Pty Ltd,,*None,Y,63 Amelia Street,,,,Fortitude Valley,QLD,4006,,1300 368 461,0421 084 520 Jay,,,accounts@futurefitouts.com.au,PO REQUIRED,Jay Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4261,,,,
The Trust Company (Australia) Ltd ACAA,,1437-27,Y,Australian Unity Office Fund,C/ CBRE (C) Pty Ltd,QLD Rents Trust,,,,,,0420 465 226 Steven,,,,shayne.mccorkelle@cbre.com.au,,Steven Parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4262,,,,
Avenues Sc Pty Ltd,,*None,Y,C/- Savills Sa Pty Ltd,PO Box 3677,,,Rundle Mall,SA,5000,,,08 8237 5003,0422 959 086,,Upload;to;SNAP,,Helen Phelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4263,,,,
Silkstone Store,,*None,Y,147 Blackstone Road,,,,Silkstone,QLD,4304,,07 3282 9388,,,,natalieho1972@gmail.com,,Natalie Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4264,,,,
Trident Services Australia,,*None,N,PO Box 628,,,,Cannon Hill,QLD,4170,,0428 045 617 Paul,,,,accountspayable@tridentservices.com.au,,Paul Hodgetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4265,,,,
Veolia Environmental Services (Australia) Pty Ltd,,*None,Y,4-6 River Street,,,,Bibra Lake,WA,6163,Australia,08 9418 9300,0437 998 342,,,michael.hay2@veolia.com,,Michael Hay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,4272,,,,
Southeast Concrete Resurfacing,,*None,Y,9 Cramb Street,,,,Bracken Ridge,QLD,4017,,0438 020 642 Chris,0488 148 889 Joel,,,info@hgflooring.com.au,,Joel,Chris Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4273,,,,
Prompcorp Pty Ltd,,727,Y,96 Langford St,,,,North Melbourne,VIC,2145,,1300 722 306,427938363,,,accounts@prompcorp.com.au,,Frank Alvarenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,Apr-00,,,,,2017 AU ONSITE,GST,N,,P,4274,,,,
Griptek Anti-Slip Solutions  Pty Ltd,,NSW Darryl,N,17 Mountbatten Street,,,,Oatley,NSW,2223,Australia,1300 01 4747,,,,darryl@griptek.com.au,,Darryl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,EQUIPMENT SALES (AU)- 2022,GST,N,,P,4275,,,,
JH Glass Innovation,,*None,Y,214 Hartley Street Bungalow,,,,Cairns,QLD,4870,,07 4035 1477,,,,michael@glassinnovation.com.au,,Michael Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4276,,,,
Bolton Clarke,,*None,Y,8-30 McLachlan Street,,,,Manunda,QLD,4870,,1300 536 099,,,,fbrundon@boltonclarke.com.au,,Frank Brunsdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4277,,,,
GAG Riley (Cairns) Business Company Pty LTD,,Riley,N,ABN 87 630 601 713,"Riley, a Crystalbrook Collection Resort",PO Box 8195 ,,Cairns,QLD,4870,,07 4252 7741,,,,PDF;ONLY,,Brendan Ferns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4278,,,,
Shadforth,,*None,Y,ABN 68 162 606 377,99 Sandalwood Lane,,,Forest Glen,QLD,4556,,07 5458 3300,0438 819 153  Tom,,,thomas.leech@shadcivil.com.au,,Thomas Leech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4279,,,,
Belllingham Marine Australia Pty Ltd,,*None,Y,22 Sinnamon Road,,,,Seventeen Mile Rocks,QLD,7073,,07 3376 6955,0417 565 078,,,steve@bellingham-marrine.com.au,,Steve Curtins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4280,,,,
On- Crete Australia Pty Ltd,,*None,Y,Unit 4 / 489 Scottsdale Drive,,,,Varsity Lakes,QLD,4227,,07 5593 6884,0406 102 829 Jared,,,jared@on-crete.com.au,,Jared Adamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4281,,,,
Challenger Life Nominees Pty Ltd,,*None,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4282,,,,
Challenger Life Nominees Pty Ltd,,*None,Y,JLL C/- Bunbury Forum Shopping Centre,Sandridge Road,,,Bunbury,WA,6230,,08 9721 5899,0451 026 769,,,oliver.mcgee@ap.jll.com,,Oliver McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4283,,,,
SmardeckPty Ltd,,*None,Y,18 Kemble Ct ,,,,Mitchell,ACT,2911,,0412 068 464 Peter,0423 568 086 Jules,,,smartdeckoz@gmail.com,,Jules Bray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4284,,,,
Argus Property Partners Pty Ltd,,*None,Y,ABN 80 133 408 723,GPO Box 2766,,,Sydney,NSW,2000,,0414 888 659 Teegan,,,,accounts@firstassetmanagement.com.au,,Teegan McIlveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4285,,,,
Accounts Payable,,*None,Y,Unitingcare Health,GPO Box 2240,,,Brisbane,QLD,46554001,,07 4120 1200,,,,apinvoices@uchealth.com.au,PO REQUIRED,Jason Rehren,apenquiry@uchea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4286,,,,
Lowcock Builders Pty Ltd,,*None,Y,PO Box 1490,,,,Bowen,QLD,4805,,0437 121 550 Jack,,,,accounts@lowcokbuilders.com.au,PO Required,Jack Lowcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4287,,,,
Tough Floors,,*None,Y,ABN: 79 623 115 284,17 Sunview Street,,,Thornlands,QLD,4164,,0412 158 511 Euan,,,,euan@toughfloors.com.au,,Euan Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4288,,,,
The Trustee For Charter Hall Office Trust,,200-01,N,C/- CBRE (V) Pty Ltd,CBRE,,,,,,,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4290,,,,
Shopping Centres Australasia Property Group Re Ltd,,656-14,Y,C/- Riverina Real Estate Pty Ltd,Shop 44  Kooringal Mall,Lake Albert Road,,Wagga Wagga,NSW,2650,,,,,,Paul.French@au.knightfrank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4291,,,,
Profloor Epoxy Systems,,*None,Y,PO Box 7933,,,,Baulkham Hillls BC,NSW,2153,,02 9674 7457 James,0411 533 149 Aleks,0437 871 847 John,john@profloorepoxy.co,john@profloorepoxy.com.au,james@profloorepoxy.com.au,James Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4292,,,,
Middle Park Holdings Pty Ltd atf Middle Park Trust,,1011-01,N,C/- Pinnacle Sales and Management,PO Box 473,,,Chirn Park,QLD,4215,,07 3376 6826,0427 202 185,,,adi@pinnaclesm.com.au,,Adrienne Mahe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4293,,,,
Brodyn Pty Ltd t/as TCQ Construction,,*None,Y,ABN 82 001 998 830,PO Box 356,,,Chester Hill,NSW,2162,,02 8707 4500,0425 247 003 Rodney,,,accounts@tcqconstruction.com.au,PO REQUIRED,Rodney Matterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4294,,,,
CPC Retail,,*None,Y,PO Box 3248,,,,North Turramurra,NSW,2079,,0488 730 070,,,,kay@cpcproducts.com.au,PO REQUIRED,Kay Slatem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4295,,,,
Matrax Inc,,*None,Y,11748 Mayfair Field Drive,,,,Timonium,MD,21093,,(1) 855 628 7623,(+1) 410 598 7771,,,bwillard@!matraxinc.com,,Beth Willard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4297,,,,
Spark Cleaning Services Pty Ltd,,*None,Y,PO Box 879,,,,Edgecliff,NSW,2027,,0414 548 132 Gary,,,,gsun@sparkcleaning.com.au,,Gary Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4299,,,,
Trustees of the Marist Brothers- Ashgrove,,Marist College,Y,T/A Marist Colllege Ashgrove,PO Box 42 ,,,Ashgrove West,QLD,4060,,07 3011 1276,0417 283 737 Brendan,,,accpayable@marash.qld.edu.au,PO Required,Brendan Jansons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,,GST,N,,P,4300,,,,
A- Sured Sealing Services,,*None,Y,PO Box 379,,,,Bulimba,QLD,4171,,0408 791 833 Rick,,,,asuredsealservic@bigpond.com,,Rick Doran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,31,0,0,GST,0,,0,S,0,,,,,,,,,,,,,,,2017 AU ONSITE,GST,N,,P,4302,,,,
