{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
ZZZ244,Tortus 3 Battery Connectors,B,S,I,11201,43003,50001,,,,,,6,,,Wessex Engineering,,GST,1,6,0,6,£5.00,1,GST,X,0,1,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.00,,
ZZZ145,Pendulum 6 BA Screws,B,S,I,11201,43003,50001,,,,,,5,,,Wynnum Bearings and Bolts,,GST,1,1,0,5,£1.00,1,GST,X,0,1,0,0,0,0,0,1,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.50,,
ZZZ343,Safety - Glasses,B,S,I,11201,43003,50001,,,,,,20,,,Tork Signs,,GST,1,1,0,20,£14.00,1,N-T,,0,1,0,0,0,0,0,14,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£9.98,,
ZZZ3002,Calibration- Tortus,,S,,,43003,,,,,,,,,,,,,,,,,£600.00,1,GST,,0,1,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ1122,Munro Handle SA,B,S,I,11201,43003,50001,,,,,,,,,Munro Instruments Limited,,N-T,1,1,0,1,£115.70,1,GST,,0,1,0,0,0,0,0,115.7,0.66,0.66,0.66,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£82.66,,
ZZZ151,Slider Measuring Tool Backing ,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,2,£39.00,1,GST,,0,1,0,0,0,0,0,39,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ146,Pendulum Foot Bearing,B,S,I,11201,43003,50001,,,,,,,,,Wynnum Bearings and Bolts,,GST,1,1,0,5,£1.00,1,GST,X,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ147,Pendulum Head Pivot,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,5,£0.00,1,GST,X,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ148,Pendulum High Friction Feet,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,5,£100.00,1,GST,X,0,1,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ149,Pendulum Knurled Nut (M5x30mm),B,S,I,11201,43003,50001,,,,,,,,,Small Parts and Bearings,,GST,1,1,0,5,£18.00,1,GST,X,0,1,0,0,0,0,0,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£12.68,,
ZZZ150,Pendulum Arm Attachment Clamp,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,1,1,0,5,£50.00,1,GST,X,0,1,0,0,0,0,0,50,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ2008,#60 Grit Paper,B,S,I,11201,43003,50001,,,,,,,,,Bunnings Warehouse,,GST,1,1,0,5,£2.00,1,GST,X,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.29,,
ZZZ814,Tortus Knurled Screw (M5x30mm),B,S,I,11201,43003,50001,,,,,,,,,Small Parts and Bearings,,GST,,1,0,4,£18.00,1,GST,,0,1,0,0,0,0,0,18,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£12.68,,
ZZZ329,Safety- Gear Bag,B,S,I,11201,43003,50001,,,,,,,,,ebay,,GST,1,1,0,1,£1.00,1,N-T,,0,1,0,0,0,0,0,1,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£15.98,,
ZZZ405,Brass Polish,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£30.94,,
ZZZ406,Admin Archive Box,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£10.00,,
ZZZ407,Super Glue - Powerflex Gel,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£14.00,1,N-T,,0,1,0,0,0,0,0,14,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£9.30,,
ZZZ408,Lock-Tite,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£14.95,,
ZZZ409,Spray Glue,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£20.99,,
ZZZ410,Packaging - Clear Wrap (roll),B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£0.00,1,N-T,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£19.99,,
ZZZ411,Packaging - Scotch Tape,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,£9.00,1,N-T,,0,1,0,0,0,0,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.98,,
ZZZ412,Packaging - Large (A4),B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.10,,
ZZZ413,Packaging - Medium Snaplock,B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.10,,
ZZZ414,Packaging - Small Snaplock bag,B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.10,,
ZZZ415,Packaging - Large Padded Satch,B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.46,,
ZZZ416,Packaging - Small Padded Satch,B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.46,,
ZZZ417,Microfibre Cleaning Cloths,B,,I,11201,,,Every pack has 20 clothes. ,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.58,,
ZZZ418,Packaging - Cardboard (roll),B,,I,11201,,,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£54.95,,
ZZZ508,Sticker - GES (Small),B,,I,11201,,,,,,,,,,,Tork Signs,,GST,1,1,0,50,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.50,,
ZZZ702,Pendulum Conditioning Board,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,5,£95.00,1,GST,,0,1,0,0,0,0,0,95,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£19.00,,
ZZZ703,Pendulum Onsite Testing Pack,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,5,"£1,250.00",1,GST,,0,1,0,0,0,0,0,1250,1250,1250,1250,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£882.08,,
ZZZ704,Tortus Onsite Testing Pack,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,5,£250.00,1,GST,,0,1,0,0,0,0,0,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£47.00,,
ZZZ705,Wessex P Verification Kit,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,5,"£1,250.00",1,GST,,0,1,0,0,0,0,0,1250,1250,1250,1250,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£954.80,,
ZZZ706,Tortus Verification Kit,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,1,£200.00,1,GST,,0,1,0,0,0,0,0,200,954,954,954,954,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£115.50,,
ZZZ707,ISTS Wet Floor Sign,B,S,I,11201,43003,50001,,,,,,,,,Independent Slip Testing Services,,GST,1,1,0,5,£0.00,1,GST,,0,1,0,0,0,0,0,0,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
601,ISTS Male Uniforms,B,,,,,61803,,,,,,,,,Riverland Marketing,,GST,1,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£49.95,,
602,ISTS Female Uniforms,B,,,,,61803,,,,,,,,,Riverland Marketing,,GST,1,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£45.00,,
603,ISTS Male Sweater,B,,,,,61803,,,,,,,,,Riverland Marketing,,GST,1,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£62.00,,
604,ISTS Female Sweater,B,,,,,61803,,,,,,,,,Riverland Marketing,,GST,1,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£62.00,,
605,ISTS Jacket,B,,,,,61803,,,,,,,,,Riverland Marketing,,GST,1,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£81.00,,
ZZZ153,Pendulum Foot Cover Bracket,B,S,I,11201,43003,50001,Bracket sit on top of foot assembly,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£18.00,,
ZZZ154,Pendulum Catch/ Release Block,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£215.00,,
ZZZ155,Pendulum Handle Cover Bracket,B,S,I,11201,43003,50001,Pendulum carry handle screw bracket,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£3.50,,
ZZZ1103,Munro Slider Spring,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£18.50,,
ZZZ1104,Munro Slider Pin,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.30,,
ZZZ1105,Munro Pointer Striker,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£92.02,,
ZZZ1106,Munro Slider Washer,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.30,,
ZZZ1107,Munro Nylon Screw,B,S,I,11201,43003,50001,Munro Pointer Striker adjustment,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.30,,
ZZZ1108,Munro Nylon Nut,B,S,I,11201,43003,50001,Munro Pointer Striker adjustment,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£4.30,,
ZZZ1125,Munro Spring Tension Assembly,B,S,I,11201,43003,50001,Munro Tension Rod Assembly,,,,,,,,,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£206.56,,
ZZZ1109,Munro Tension Spring Assembly,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£53.36,,
ZZZ344,Stainless Steel Ruler 15cm,B,,I,11201,,,,,,,,,,,Tork Signs,,GST,1,1,0,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£2.58,,
ZZZ164,Pendulum Foot Post Bracket,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£140.00,,GST,,0,1,0,0,0,0,0,140,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£100.00,,
ZZZ1120,M5 X25 Socket Head Cap Screw,B,S,I,11201,43003,50001,,,,,,,,,Wynnum Bearings and Bolts,,GST,,1,0,0,£1.80,,GST,,0,1,0,0,0,0,0,1.8,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.36,,
ZZZ812,Trolley Cup Washer,B,S,I,11201,43003,50001,,,,,,,,,,,GST,1,1,0,0,£1.00,1,GST,,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.07,,
ZZZ345,Trolley Cup Washers,B,S,I,11201,43003,50001,,,,,,,,,Bunnings Warehouse,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1126,Munro Wire Assembly,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1123,Munro Levelling Screw,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1124,Munro Pointer Stop Br,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1110,Munro Levelling 'Screw' Screw,B,S,I,11201,43003,50001,,,,,,,,,Smithers MSE Limited,,N-T,1,1,0,20,£1.00,1,GST,,0,1,0,0,0,0,0,1,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.50,,
ZZZ170,Pendulum Slider Rod Post,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ1111,Pointer Bearing Sub Assembly,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£250.00,,GST,,0,1,0,0,0,0,0,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£159.41,,
ZZZ1112,Munro Friction Ring Adjuster,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£32.31,,GST,,0,1,0,0,0,0,0,32.31,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£23.08,,
ZZZ1113,Munro Screw 10BA,B,S,I,11201,43003,50001,,,,,,,,,,,N-T,,1,0,0,£2.17,,GST,,0,1,0,0,0,0,0,2.17,32.31,32.31,32.31,32.31,32.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.55,,
ZZZ0002,Wessex Pendulum (Used),B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,"£5,950.00",,GST,,0,1,0,0,0,0,0,5950,5500,5500,5500,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,"£3,850.00",,
ZZZ1127,Munro Pendulum Tool Kit,B,S,I,11201,43003,50001,Tool Kit for Pendulum Tester \r\nStock: SX1704\r\n,,,,,,,,,,N-T,,1,0,0,£158.00,1,GST,,0,1,0,0,0,0,0,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£99.99,,
ZZZ1114,Munro 6BA x 5/32,B,S,I,11201,43003,50001,6BA X 5/32 CH/HD ST/ST\r\nSOTCK CODE: 101884A,,,,,,,,,,N-T,,1,0,0,£20.00,1,GST,,0,1,0,0,0,0,0,20,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.36,,
ZZZ1115,Munro 6BA X 1/4,B,S,I,11201,43003,50001,6BA X1/4 CH/HD ST/ST\r\nSTOCK CODE: 101884,,,,,,,,,,N-T,,1,0,0,£20.00,1,GST,,0,1,0,0,0,0,0,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.36,,
ZZZ1128,Munro Pendulum Loading Spring ,B,S,I,11201,43003,50001,Stock Code: 303172\r\n,,,,,,,,,,N-T,,1,0,0,£57.00,1,GST,,0,1,0,0,0,0,0,57,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£27.11,,
ZZZ1116,Munro Swinging Arm Adaptor,B,S,I,11201,43003,50001,"Stock Code: 303202, ",,,,,,,,,,N-T,,1,0,0,£20.00,1,GST,,0,1,0,0,0,0,0,20,57,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£1.09,,
ZZZ1117,Munro Pendulum Foot Weight ,B,S,I,11201,43003,50001,Stock Code: 881144,,,,,,,,,,N-T,,1,0,0,£114.00,1,GST,,0,1,0,0,0,0,0,114,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£68.18,,
ZZZ1129,Munro Pendulum Swinging Arm ,B,S,I,11201,43003,50001,Stock Code: 303200,,,,,,,,,,N-T,,1,0,0,£127.00,1,GST,,0,1,0,0,0,0,0,127,114,114,114,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£77.38,,
ZZZ1118,Munro Pendulum Bearing,B,S,I,11201,43003,50001,Stock Code: 101596,,,,,,,,,,N-T,,1,0,0,£34.00,1,GST,,0,1,0,0,0,0,0,34,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£11.09,,
ZZZ509,Cal Plate (NZ) - Pendulum,B,S,I,11201,43003,50001,,,,,,,,,,,GST,,1,0,0,£15.00,,GST,,0,1,0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£8.50,,
ZZZ0004,Wessex Tortus 3 (Used),B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,GST,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,5500,5500,5500,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ00001,Munro Pendulum,B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,N-T,,1,0,0,"£13,550.00",,GST,,0,1,0,0,0,0,0,13550,13550,13550,13550,13550,13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,"£7,191.31",,
ZZZ00002,Munro Pendulum (Digital),B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ00003,Munro Pendulum (Used),B,S,I,11201,43003,50001,,,,,,,,,QM Systems Ltd,,N-T,,1,0,0,£0.00,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
ZZZ5012,Shipping Fee S12,,S,,,42400,,,,,,,,,,,,,,,,,£300.00,1,GST,,0,1,0,0,0,0,0,300,229,229,229,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ419,Packaging - Bubble Wrap,B,,I,11201,,,,,,,,,,,Bunnings Warehouse,,GST,,1,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£11.47,,
ZZZ2009,Tortus sliders (pack of 6),,S,I,11201,43003,50001,,,,,,2,,,,,,,,,0,£100.00,1,GST,,0,1,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,
ZZZ1130,Munro Slider Measuring Tool,B,S,I,11201,43003,50001,,,,,,,,,Munro Instruments Limited,,N-T,1,1,0,1,£39.00,1,GST,,0,1,0,0,0,0,0,39,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£21.57,,
ZZZ1119,Munro 6BA Bolt,B,S,I,11201,43003,50001,,,,,,,,,Munro Instruments Limited,,N-T,1,1,0,1,£69.00,1,GST,,0,1,0,0,0,0,0,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,£0.00,,
