{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Invoice No.,Date,Customer PO,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Salesperson Last Name,Salesperson First Name,Shipping Date,Referral Source,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Sale Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Amount Paid,Payment Method,Payment Notes,Name on Card,Card Number,Authorisation Code,BSB,Account Number,Drawer/Account Name,Cheque Number,Category,Location ID,Card ID,Record ID
Unimat Pty Ltd,,Unimat Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,,,72748,26/10/2023,Inv 100 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Unimat Pty Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$324.50,Stripe,,,,,,,,,,,*None,5560
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,72756,30/10/2023,Inv 101 Stripe,,A,M023,2,Munro Pendulum Felt Friction R,$11.0000,0%,$22.00,,,Sale; Multiple Services,,,,,GST,$2.20,$.00,GST,$.00,I,,,3,1,31,0,0,$90.20,Stripe,,,,,,,,,,Location1,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,72756,30/10/2023,Inv 101 Stripe,,A,WL004,1,Pendulum High Friction Feet,$35.0000,0%,$35.00,,,Sale; Multiple Services,,,,,GST,$3.50,$.00,GST,$.00,I,,,3,1,31,0,0,$90.20,Stripe,,,,,,,,,,Location1,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,72756,30/10/2023,Inv 101 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Multiple Services,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$90.20,Stripe,,,,,,,,,,,*None,4893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,72786,02/11/2023,,,A,M031,1,Foot Spring Pivot Assembly,$217.0000,0%,$217.00,9005,,Sale; Frontline Support Pty Ltd,,,,,GST,$21.70,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,104.33",,,,,,,,,,,Location1,*None,4076
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,72786,02/11/2023,,,A,M005,1,Munro Levelling Feet Asse-Scre,$131.1400,0%,$131.14,9005,,Sale; Frontline Support Pty Ltd,,,,,GST,$13.11,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,104.33",,,,,,,,,,,Location1,*None,4076
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,72786,02/11/2023,,,A,M030,1,Pendulum Foot Under Plate,$30.8000,0%,$30.80,9005,,Sale; Frontline Support Pty Ltd,,,,,GST,$3.08,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,104.33",,,,,,,,,,,Location1,*None,4076
Frontline Support Pty Ltd,,Frontline Support Pty Ltd,103 Muller Road,Hampstead Gardens  SA  5086,Australia,,72786,02/11/2023,,,A,IC003,5,Equipment Repair- Labour (1hr),$125.0000,0%,$625.00,9005,,Sale; Frontline Support Pty Ltd,,,,,GST,$62.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,104.33",,,,,,,,,,,,*None,4076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unimat Pty Ltd,,Unimat Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,,,72787,02/11/2023,Inv 102 Stripe,,A,WL010,3,Levelling Feet Assembly,$45.0000,0%,$135.00,,,Sale; Unimat Pty Ltd,,,,,GST,$13.50,$.00,GST,$.00,I,,,3,1,31,0,0,$176.00,Stripe,,,,,,,,,,Location1,*None,5560
Unimat Pty Ltd,,Unimat Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,,,72787,02/11/2023,Inv 102 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Unimat Pty Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$176.00,Stripe,,,,,,,,,,,*None,5560
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,72788,02/11/2023,Inv 103 Stripe,,A,TC001,3,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$315.00,,,Sale; Zerofal Ltd,,,,,GST,$31.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,Stripe,,,,,,,,,,Location1,Brendan Sheedy,4165
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,72788,02/11/2023,Inv 103 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Zerofal Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,Stripe,,,,,,,,,,,Brendan Sheedy,4165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,72789,02/11/2023,Inv 104 Stripe,,A,TC001,3,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$315.00,,,Sale; Zerofal Ltd,,,,,GST,$31.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,Stripe,,,,,,,,,,Location1,Brendan Sheedy,4165
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,72789,02/11/2023,Inv 104 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Zerofal Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,Stripe,,,,,,,,,,,Brendan Sheedy,4165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Slip Solutions,,All Slip Solutions,53 Beor Street,Craiglie   QLD  4877,Australia,,72790,02/11/2023,Inv 105 Stripe,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$105.0000,0%,$105.00,,,Sale; All Slip Solutions,,,,,GST,$10.50,$.00,GST,$.00,I,,,3,1,31,0,0,$143.00,Stripe,,,,,,,,,,Location1,*None,3448
All Slip Solutions,,All Slip Solutions,53 Beor Street,Craiglie   QLD  4877,Australia,,72790,02/11/2023,Inv 105 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; All Slip Solutions,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$143.00,Stripe,,,,,,,,,,,*None,3448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIC Laboratory & Testing,,EIC Laboratory & Testing,40 Donegal Road,Lonsdale  SA  5160,,,72799,03/11/2023,,,A,WL058,1,WammaLab Lifting Arm Cover Pla,$64.0000,0%,$64.00,9005,,Sale; EIC Laboratory & Testing,,,,,GST,$6.40,$.00,GST,$.00,I,,,3,1,31,0,0,$455.40,,,,,,,,,,,,*None,6360
EIC Laboratory & Testing,,EIC Laboratory & Testing,40 Donegal Road,Lonsdale  SA  5160,,,72799,03/11/2023,,,A,WL032,1,Pendulum Slider Lifting Arm,$350.0000,0%,$350.00,9005,,Sale; EIC Laboratory & Testing,,,,,GST,$35.00,$.00,GST,$.00,I,,,3,1,31,0,0,$455.40,,,,,,,,,,,Location1,*None,6360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coating Management Solutions,,Coating Management Solutions,1/24 Tattersall Road,Kings Park  NSW  2148,Australia,,72813,06/11/2023,Inv 106 Stripe,,A,TC001,1,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$105.00,,,Sale; Coating Management Solutions,,,,,GST,$10.50,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,Location1,CMS Consultants,5958
Coating Management Solutions,,Coating Management Solutions,1/24 Tattersall Road,Kings Park  NSW  2148,Australia,,72813,06/11/2023,Inv 106 Stripe,,A,TC002,1,Slider 55 (TRL) Rubber Slider,$105.0000,0%,$105.00,,,Sale; Coating Management Solutions,,,,,GST,$10.50,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,Location1,CMS Consultants,5958
Coating Management Solutions,,Coating Management Solutions,1/24 Tattersall Road,Kings Park  NSW  2148,Australia,,72813,06/11/2023,Inv 106 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Coating Management Solutions,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,,CMS Consultants,5958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millennium (WA) PTY LTD,,Millennium (WA) PTY LTD,52 Roberts Street,Osborne Park  WA  6017,,,72849,08/11/2023,Invoice 107 Stripe,,A,IC004,1,Calibration-Tortus,$650.0000,0%,$650.00,,,Sale; Millennium (WA) PTY LTD,,,,,GST,$65.00,$.00,GST,$.00,I,,,3,1,31,0,0,$715.00,Stripe,,,,,,,,,,,WA,5444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIC Laboratory & Testing,,EIC Laboratory & Testing,40 Donegal Road,Lonsdale  SA  5160,,,72850,08/11/2023,Cr invoice 00072799,,A,WL058,-1,WammaLab Lifting Arm Cover Pla,$64.0000,0%,-$64.00,9005,,Sale; EIC Laboratory & Testing- Credi t invoice #00072799 we have to reimburse the money for these items,,,,,GST,-$6.40,$.00,GST,$.00,I,,,3,1,31,0,0,-$455.40,,,,,,,,,,,,*None,6360
EIC Laboratory & Testing,,EIC Laboratory & Testing,40 Donegal Road,Lonsdale  SA  5160,,,72850,08/11/2023,Cr invoice 00072799,,A,WL032,-1,Pendulum Slider Lifting Arm,$350.0000,0%,-$350.00,9005,,Sale; EIC Laboratory & Testing- Credi t invoice #00072799 we have to reimburse the money for these items,,,,,GST,-$35.00,$.00,GST,$.00,I,,,3,1,31,0,0,-$455.40,,,,,,,,,,,Location1,*None,6360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QED Environmental Services,,QED Environmental Services,3 Loftus Street,Level 1,West Leederville  WA  6007,,72857,09/11/2023,Inv 109 Stripe,,A,IC001,1,Calibration Pendulum,"$1,275.0000",0%,"$1,275.00",,,Sale; QED Environmental Services,,,,,GST,$127.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,402.50",Stripe,,,,,,,,,,,*None,4086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,72892,14/11/2023,,,A,WL018,1,WammaLab Pointer Ring,$160.0000,0%,$160.00,9005,,Sale; Daniels Associates,,,,,GST,$16.00,$.00,GST,$.00,I,,,3,1,31,0,0,$410.30,BANK TRANSFER,,,,,,,,,,Location1,*None,6191
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,72892,14/11/2023,,,A,WL021,1,WammaLab Pendulum Pointer,$150.0000,0%,$150.00,9005,,Sale; Daniels Associates,,,,,GST,$15.00,$.00,GST,$.00,I,,,3,1,31,0,0,$410.30,BANK TRANSFER,,,,,,,,,,Location1,*None,6191
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,72892,14/11/2023,,,A,F020,2,WL Pen Nylon Screw ,$11.5000,0%,$23.00,9005,,Sale; Daniels Associates,,,,,GST,$2.30,$.00,GST,$.00,I,,,3,1,31,0,0,$410.30,BANK TRANSFER,,,,,,,,,,Location1,*None,6191
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,72892,14/11/2023,,,A,SF003,1,Shipping Fee S2,$40.0000,0%,$40.00,9005,,Sale; Daniels Associates,,,,,GST,$4.00,$.00,GST,$.00,I,,,3,1,31,0,0,$410.30,BANK TRANSFER,,,,,,,,,,,*None,6191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QED Environmental Services,,QED Environmental Services,3 Loftus Street,Level 1,West Leederville  WA  6007,,72941,21/11/2023,Inv 110,,A,TC001,5,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$525.00,,,Sale; QED Environmental Services,,,,,GST,$52.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,182.50",Stripe,,,,,,,,,,Location1,*None,4086
QED Environmental Services,,QED Environmental Services,3 Loftus Street,Level 1,West Leederville  WA  6007,,72941,21/11/2023,Inv 110,,A,TC002,5,Slider 55 (TRL) Rubber Slider,$105.0000,0%,$525.00,,,Sale; QED Environmental Services,,,,,GST,$52.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,182.50",Stripe,,,,,,,,,,Location1,*None,4086
QED Environmental Services,,QED Environmental Services,3 Loftus Street,Level 1,West Leederville  WA  6007,,72941,21/11/2023,Inv 110,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; QED Environmental Services,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,182.50",Stripe,,,,,,,,,,,*None,4086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Slip Solutions,,All Slip Solutions,53 Beor Street,Craiglie   QLD  4877,Australia,,72955,23/11/2023,Inv 111 Stripe,,A,TC001,1,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$105.00,,,Sale; All Slip Solutions,,,,,GST,$10.50,$.00,GST,$.00,I,,,3,1,31,0,0,$143.00,Stripe,,,,,,,,,,Location1,*None,3448
All Slip Solutions,,All Slip Solutions,53 Beor Street,Craiglie   QLD  4877,Australia,,72955,23/11/2023,Inv 111 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; All Slip Solutions,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$143.00,Stripe,,,,,,,,,,,*None,3448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73003,29/11/2023,Inv 112 Stripe,,A,TC001,4,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$420.00,,,Sale; Skheme Pty Ltd,,,,,GST,$42.00,$.00,GST,$.00,I,,,3,1,31,0,0,$764.50,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73003,29/11/2023,Inv 112 Stripe,,A,TC004,4,Slider Backing Plate,$45.0000,0%,$180.00,,,Sale; Skheme Pty Ltd,,,,,GST,$18.00,$.00,GST,$.00,I,,,3,1,31,0,0,$764.50,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73003,29/11/2023,Inv 112 Stripe,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,,,Sale; Skheme Pty Ltd,,,,,GST,$5.00,$.00,GST,$.00,I,,,3,1,31,0,0,$764.50,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73003,29/11/2023,Inv 112 Stripe,,A,TC005,1,Verif -P400 Paper(Pack of 10),$20.0000,0%,$20.00,,,Sale; Skheme Pty Ltd,,,,,GST,$2.00,$.00,GST,$.00,I,,,3,1,31,0,0,$764.50,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73003,29/11/2023,Inv 112 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Skheme Pty Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$764.50,Stripe,,,,,,,,,,,*None,5803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,73028,30/11/2023,INV 113 Stripe,,A,WL017,2,Pendulum Felt Friction Ring,$20.0000,0%,$40.00,,,Sale; Daniels Associates,,,,,GST,$4.00,$.00,GST,$.00,I,,,3,1,31,0,0,$71.50,Stripe,,,,,,,,,,Location1,*None,6191
Daniels Associates,,Daniels Associates,Unit 16/7 Revelation Close,Tighes Hill   NSW  2297,,,73028,30/11/2023,INV 113 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Daniels Associates,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$71.50,Stripe,,,,,,,,,,,*None,6191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaumont Tiles,,Beaumont Tiles,225 Marion Road,Marleston  SA  5033,,,73056,05/12/2023,Inv 114 Stripe,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$210.00,,,Sale; Beaumont Tiles,,,,,GST,$21.00,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,Location1,Marleston SA,5521
Beaumont Tiles,,Beaumont Tiles,225 Marion Road,Marleston  SA  5033,,,73056,05/12/2023,Inv 114 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Beaumont Tiles,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,,Marleston SA,5521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73075,06/12/2023,Inv 115 Stripe,,A,TC001,4,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$420.00,,,Sale; Skheme Pty Ltd,,,,,GST,$42.00,$.00,GST,$.00,I,,,3,1,31,0,0,$550.00,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73075,06/12/2023,Inv 115 Stripe,,A,M036,1,Slider Distance Measuring Tool,$55.0000,0%,$55.00,,,Sale; Skheme Pty Ltd,,,,,GST,$5.50,$.00,GST,$.00,I,,,3,1,31,0,0,$550.00,Stripe,,,,,,,,,,Location1,*None,5803
Skheme Pty Ltd,,Skheme Pty Ltd,125-135 Bonds Road,Riverwood   NSW  2210,,,73075,06/12/2023,Inv 115 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Skheme Pty Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$550.00,Stripe,,,,,,,,,,,*None,5803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,73208,21/12/2023,Inv 116 Stripe,,A,WL021,1,WammaLab Pendulum Pointer,$245.0000,0%,$245.00,,,Sale; Multiple Services,,,,,GST,$24.50,$.00,GST,$.00,I,,,3,1,31,0,0,$297.00,BANK TRANSFER,,,,,,,,,,Location1,*None,4893
Multiple Services,,Multiple Services,Unit 3/318 Auburn Road,Hawthorn  VIC  3122,,,73208,21/12/2023,Inv 116 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Multiple Services,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$297.00,BANK TRANSFER,,,,,,,,,,,*None,4893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,73209,21/12/2023,Inv 117 Stripe,,A,TC001,3,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$315.00,,,Sale; Zerofal Ltd,,,,,GST,$31.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,BANK TRANSFER,,,,,,,,,,Location1,Brendan Sheedy,4165
Zerofal Ltd,,Zerofal Ltd,21 Corrimal Street,Tarrawanna  NSW  2518,Australia,,73209,21/12/2023,Inv 117 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Zerofal Ltd,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$374.00,BANK TRANSFER,,,,,,,,,,,Brendan Sheedy,4165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry's Epoxy,,Terry's Epoxy,14 Kelvin Grove,Port Macquarie  NSW  2444,,,73210,22/12/2023,Inv 118 Stripe,,A,IT001,1,Int Train- Pendulum (AS 4663),"$1,995.0000",0%,"$1,995.00",,,Sale; Terry's Epoxy,,,,,GST,$199.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$2,194.50",Stripe,,,,,,,,,,,*None,6508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliptest Victoria Pty Ltd,,Sliptest Victoria Pty Ltd,3 Treboryn Court,Rowville  VIC  3178,,,73211,24/12/2023,Inv 119 Stripe,,A,IC001,1,Calibration Pendulum,"$1,275.0000",0%,"$1,275.00",,,Sale; Sliptest Victoria Pty Ltd,,,,,GST,$127.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,402.50",Stripe,,,,,,,,,,,*None,4751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry's Epoxy,,Terry's Epoxy,14 Kelvin Grove,Port Macquarie  NSW  2444,,,73263,04/01/2024,,,A,WL002,1,WammaLab Pendulum (Used),"$8,500.0000",0%,"$8,500.00",,,Sale; Terry's Epoxy,,,,,GST,$850.00,$.00,GST,$.00,I,,,3,1,31,0,0,"$9,350.00",Stripe,,,,,,,,,,Location1,*None,6508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry's Epoxy,,Terry's Epoxy,14 Kelvin Grove,Port Macquarie  NSW  2444,,,73273,05/01/2024,Inv # 2 Stripe,,A,TC006,1,Verif- 3M Pink Lap Film (P 10 ,$50.0000,0%,$50.00,,,Sale; Terry's Epoxy,,,,,GST,$5.00,$.00,GST,$.00,I,,,3,1,31,0,0,$104.50,BANK TRANSFER,,,,,,,,,,Location1,*None,6508
Terry's Epoxy,,Terry's Epoxy,14 Kelvin Grove,Port Macquarie  NSW  2444,,,73273,05/01/2024,Inv # 2 Stripe,,A,TC005,1,Verif -P400 Paper(Pack of 10),$20.0000,0%,$20.00,,,Sale; Terry's Epoxy,,,,,GST,$2.00,$.00,GST,$.00,I,,,3,1,31,0,0,$104.50,BANK TRANSFER,,,,,,,,,,Location1,*None,6508
Terry's Epoxy,,Terry's Epoxy,14 Kelvin Grove,Port Macquarie  NSW  2444,,,73273,05/01/2024,Inv # 2 Stripe,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Terry's Epoxy,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$104.50,BANK TRANSFER,,,,,,,,,,,*None,6508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Floors Australia,,Safe Floors Australia,27 Tatura Avenue,North Gosford   NSW  2250,,,73281,08/01/2024,Inv ,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$105.0000,0%,$210.00,,,Sale; Safe Floors Australia,,,,,GST,$21.00,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,Location1,*None,4803
Safe Floors Australia,,Safe Floors Australia,27 Tatura Avenue,North Gosford   NSW  2250,,,73281,08/01/2024,Inv ,,A,SF002,1,Shipping Fee S1,$25.0000,0%,$25.00,,,Sale; Safe Floors Australia,,,,,GST,$2.50,$.00,GST,$.00,I,,,3,1,31,0,0,$258.50,Stripe,,,,,,,,,,,*None,4803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliptest Australia Pty Ltd,,Sliptest Australia Pty Ltd,11 Fuschia Way,Gaven   QLD  4211,Australia,,73292,09/01/2024,Invoice #4 Stripe,,A,IC001,1,Calibration Pendulum,"$1,275.0000",0%,"$1,275.00",,,Sale; Sliptest Australia Pty Ltd,,,,,GST,$127.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,402.50",Stripe,,,,,,,,,,,*None,5073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unimat Pty Ltd,,Unimat Pty Ltd,5/5 Clerke Place,Kurnell  NSW  2231,,,73299,10/01/2024,Inv 5 Stripe,,A,IC001,1,Calibration Pendulum,"$1,275.0000",0%,"$1,275.00",,,Sale; Unimat Pty Ltd,,,,,GST,$127.50,$.00,GST,$.00,I,,,3,1,31,0,0,"$1,402.50",Stripe,,,,,,,,,,,*None,5560
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliptest Victoria Pty Ltd,,Sliptest Victoria Pty Ltd,3 Treboryn Court,Rowville  VIC  3178,,,73330,16/01/2024,Inv 6 Stripe,,A,IC003,1,Equipment Repair- Labour (1hr),$125.0000,0%,$125.00,,,Sale; Sliptest Victoria Pty Ltd,,,,,GST,$12.50,$.00,GST,$.00,I,,,3,1,31,0,0,$137.50,Stripe,,,,,,,,,,,*None,4751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliptest Australia Pty Ltd,,Sliptest Australia Pty Ltd,11 Fuschia Way,Gaven   QLD  4211,Australia,,73331,16/01/2024,Inv 7 Stripe,,A,IC003,1,Equipment Repair- Labour (1hr),$125.0000,0%,$125.00,,,Sale; Sliptest Australia Pty Ltd,,,,,GST,$12.50,$.00,GST,$.00,I,,,3,1,31,0,0,$137.50,Stripe,,,,,,,,,,,*None,5073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
