ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,Discount,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount,DueDateSalesDay,DueDateSalesTerm
Built QLD Pty Ltd,,ABN: 43 108 064 099,Lobby 1,"Level 2, 6 Skyrring Terrace",,Newstead,QLD,4006,,07 3666 0266,0419 327 461 Bryce,,invoices@built.com.au,PO Required,,,,,,,,,,0,,,,,31.0,3.0
AE Smith (SEQ) Pty Ltd,,ABN: 40 093 733 156,549 St Kilda Road,,,Melbourne,VIC,3004,,07 3332 0333,0427 664 153 Craig,,bsserviceap@aesmith.com.au,PO REQUIRED,craig.parrott@a,,,,,,,,,0,,,,,31.0,3.0
Star Auto Properties (Newstead) Pty Ltd,knightfrankBNE,C/- Knight Frank Australia Pty Ltd,GPO Box 146,,,Brisbane,QLD,4001,Australia,0466 507 590,07 3246 8892,,stephen.thorley@au.knightfrank.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Gong Capital Pty Ltd,,C/o JLL (NSW) Pty Ltd,,,,,,,,,,,invoicesparra.pamnsw@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Draesr Pty Ltd ATFT RP & AP Family Trust,,ABN: 21 764 925 240,4 Palm Court,,,Ormiston,QLD,4160,Australia,0418 760 985 Richard,0418 874 742 Samantha,,richard@stonecareco.com.au,Samgraham@qpf.com.au,,,,,,,,,,0,,,,,31.0,3.0
Enpro Instrument Co Ltd,,25/26 Nawamin Road,Nuanchun Bungkoom,,,Bangkok,,10230,Thailand,+66 2 1201589,,,ponlatron@enpro.co.th,,,,,,,,,,,0,,,,,31.0,3.0
I.S.P.T Pty Limited,155 Queen,C/O CBRE (C) Pty Ltd,"Level 3, Waterfront Place",1 Eagle Street,,Brisbane,QLD,4000,,0431 102 642,,,PDF;COPYreasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
First Impressions Resurfacing,,5 Pelican Place,,,,Tweed Heads West,NSW,2485,,0432 863 159 Shayne,,,firstimpressionsgoldcoast@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Tuggeranong Trust,,ABN 62 575 570 930,GPO Box 1093,,,Brisbane,QLD,4001,,,,,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Charter Hall Real Estate Management Services,,Qld And NT Pty Ltd,C/-CBRE (C) Pty Ltd,CBRE,Locked Bag 2003,Archerfield,QLD,4108,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
TUV SUD PSB PTE LTD,,c/o Accounts Payable,No.15 International Business Park,T?£V S?£D @ IBP,609937,,,609937,Singapore,+65 6778 7777,,,Wui-Mei.LIM@tuvsud.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
CMC Buildings,,PO Box 930,,,,Sunnybank,QLD,4109,,,,,info@cmcbuildings.com.au,No PO Required,,,,,,,,,,0,,,,,31.0,3.0
Heard Group,,5/14 Rothcote Court,,,,Burleigh Heads,QLD,4220,,07 5572 0903,0477 005 767 Michael,,michael@heardgroup.com.au,kristylee@heardgroup.com.au,,,,,,,,,,0,,,,,31.0,3.0
Safe Floors Australia,,27 Tatura Avenue,,,,North Gosford,NSW,2250,,1300 565 530,,,rob@safefloors.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Fabcot Pty Limited,,C/- Colliers,,,,,,,,07 3229 1233 Main,0428 257 228 (Damien),,REM.Invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
OzGrind Australia,,10/29 Links Avenue,,,,Eagle Farm,QLD,4009,,07 3177 3367,,,accounts@ozgrind.com.au,enquiries@ozgring.com.au,,,,,,,,,,0,,,,,31.0,3.0
Sentinel Springwood Retail Pty Ltd ATF,,Sentinel Springwood Retail Trust,GPO Box 2333,,,Brisbane,QLD,4001,,,,,accounts@sentinelpm.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Sentinel Regional Office Pty Ltd ATF,-1416,Sentinel Regional Office Trust,GPO Box 1284,,,Brisbane,QLD,4001,,,,,accounts@fortuna.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Vontas Pty Ltd,,ABN: 17 696 771 023,PO Box 6441,,,Toowoomba West,QLD,4350,,07 4620 0500,0418 806 066 Mick,,ap@fkg.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Tile Depot Co. Ltd,,83 Harris Road,,,,East Tamaki Auckland,,,New Zealand,+64 9 600 5300,,,mike@tiledepot.co.nz,,,,,,,,,,,0,,,,,31.0,3.0
Sangita Pal,,21 Felsman Street,,,,Cermside West,QLD,4032,Australia,0419 745 571,,,sangitakpal@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Jeen Poh,,RAM Aus Keppel Bay Plaza Trust,NXS #: IND001 - RAM01B,GPO Box 3177,,Brisbane,QLD,4001,Australia,,,,PDF;ONLY,RAMPS.Accounts@ram.com.au,,,,,,,,,,0,,,,,31.0,3.0
EKN Pty Ltd,,C/- Knight Frank Townsville,PO Box 1109,,,Townsville,QLD,4810,,0400 386 064 Tracey,,,Townsville.AMSAcc@au.knightfrank.com,,,,,,,,,,,0,,,,,31.0,3.0
Owners Corp. SP 17747,,Park House,187-191  Macquarie St,,,Sydney,NSW,2000,,02 9222 2697,0455 238 430,,parkhouse@excelbm.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Total Mine Solutions,,15 Mancor Place,,,,Coombabah,QLD,4216,,0433 261 684,1300 737 527,,matthew@totalminesolutions.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Darth Industries,,351 Melton Road,,,,Northgate,QLD,4013,,07 3113 3154,0431 011 872 brett,,sales@darthindustries.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Centuria 111 St Georges Terrace Fund,,C/- Jones Lang LaSalle,Level 29 Central Park,152-158 St Georges Terrace,,Perth,WA,6000,,,,,propertyapwacommercial@centuria.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Super Solutions Sunshine Coast,,1 Rinca Place,,,,Parrearra,QLD,4575,,0424 431 366 Gary,,,morganmg@bigpond.net.au,PO Required,,,,,,,,,,0,,,,,31.0,3.0
Rite Wood Pty Ltd,,ABN: 27 627 751 982,Unit 4/19 Strathaird Road,,,Bundall,QLD,4217,,07 5657 0903,0438 294 956 Dene,,info@ritewoodcompositedecking.com,,,,,,,,,,,0,,,,,31.0,3.0
Greenhill Road Syndicate No 136 P/L & South,,Australian Employers Chamber of Commerce & Industry Inc,C/- Leedwell Asset Management,136 Greenhill Road,,Unley,SA,5061,,,,,asset.management@leedwell.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Pinus Trust and the Spruce Trust,917-06,c/- Leedwell Asset Management Pty. Ltd.,136 Greenhill Road,,,Unley,SA,5061,,,,,asset.management@leedwell.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Trustee for Shakespeare Cairns Hospitality,1501-6,Business Trust,T/A Pullman Cairns International,17 Abbot Street,,Cairns,QLD,4870,,07 4050 2122,0414 957 812,,steve.betesta@accor.com,,,,,,,,,,,0,,,,,31.0,3.0
Hort Enterprises Pty Ltd,,ABN: 95 924 908 670,25 Clergate Road,,,Orange,NSW,2800,,02 6391 4100,0427 720 358 Brad,,Anna.Wilton@Horts.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Precision Powder Coating,,30 Christensen Road,,,,Stapylton,QLD,4207,,07 3287 3452,0412 667 887 Allan,,allan@precisionpowdercoating.net.au,,,,,,,,,,,0,,,,,31.0,3.0
Glascott Landscape & Civil Pty Ltd,,ABN: 97 001 281 572,Unit 3,70 Fison Avenue,,Eagle Farm,QLD,4009,,07 3215 6400Acc,,,accounts@glascott.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Elanor Investment Nominee Pty Ltd ATF,CannonHill,Cannon Hill Property Trust,Jones Lang Lasalle (QLD) P/L,Central Plaza One,345 Queen Street,Brisbane,QLD,4000,,,,,elanor.ap@jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Audad Pty Ltd,1352-09,C/- First Asset Management,PO Box 7129,,,East Brisbane,QLD,4169,,07 3221 7385,,,accounts@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Japean Nominees Pty Ltd ATF Japean Superannuation,,Fund,C/- First Asset Management,PO Box 7129,,East Brisbane,QLD,4169,,07 3391 9500,,,accounts@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Australian Property OPP Trust,,C/- RHC Retail P/L,t/as Rook Partners Asset Management,1 Somerset Avenue,,Narellan,NSW,2567,,02 6653 3214,,,accounts.FSR@curare.com.au,PO Required,,,,,,,,,,0,,,,,31.0,3.0
Alan Nominees Pty Ltd & Jeffrey Nominees Pty Ltd,,C/- Savills Gold Coast,PO Box 19,,,Southport BC,QLD,4215,,07 5509 1700,,,rpearce@savillsgc.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Mothership Enterprises,,C/- Savills Gold Coast,,,,,,,,,,,mlynne@savillsgc.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Cromwell George Street Trust,,ABN 46 289 140 947,GPO Box 1093,,,Brisbane,QLD,4001,,,,,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Little Village Early Learning,,207 Ridely Road,,,,Brisgeman Downs,QLD,4035,,0417 761 142 Leonie,,,leonie@littlevillage.net.au,,,,,,,,,,,0,,,,,31.0,3.0
Statewide Building Solutions,,No. 5 Landon Place,,,,Mcdowall,QLD,4053,,,,,accounts@statewidebuildingsolutions.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Beach Club Palm Cove Apartment Scheme -,,CTS 30537,123 Williams Esplanade,,,Palm Cove,QLD,4879,,,,,palmcove.admin@peppers.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Torres Pty Ltd-St Marys Village C/O Krulis,,Commercial,Attention: Michael Carramanis,10 Charles Hackett Drive,,St Marys,NSW,7700,,,,,admin@stmarysvillage.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Body Corporate - 170 Bowen Terrace - CTS 48174,,C/-Ernst Body Corporate Management,PO Box 786,,,Fortitude Valley,QLD,4006,,0402 670 688 Sandi,,,glombard@ebcm.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Wattlebrush Villas CTS51058,1031-01,PO Box 743,,,,Morningside,QLD,4170,,,,,accounts@bcsystems.com.au,,,,,,,,,,,0,,,,,31.0,3.0
KJ Constructions (QLD) Pty Ltd,,ABN: 17 125 186 594,PO Box 944,,,Mount Ommaney,QLD,4071,,0427 669 444 Teena,,,accounts@kjconstructions.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Perpetual Corporate Trust Limited,1017-02,as trustee for the Northlakes Investment Trust,C/- Explore Property,224 Victoria Street,,Mackay,QLD,4740,,0438 178 101,,,jmiller@exploreproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Barwon Property Funds Management Pty Ltd,,as trustee for the Hervey Bay Investment Trust,C/- Explore Property,224 Victoria Street,,Mackay,QLD,4740,,0414 574 216,,,facilities@exploreproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Elanor Investment Nominees Pty Limited ATF,,Pacific  Private Property Fund,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bay 2003,Archerfield,QLD,4108,,0405 671 858,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
Shire Luxury Development Pty Ltd,,PO Box 988,,,,Bankstown,NSW,1885,,0449 616 269,,,emanuelrakis@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Barwon Property Funds Management Pty Ltd,,C/- Colliers International,Level 30,111 Eagle Street,,Brisbane,QLD,4000,,,,,REM.Invoices@Colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
ISPT Retail Aust Property Trust (Katoomba NSW),,C/O CBRE Pty Ltd,Level 21,363 George Street,,Sydney,NSW,2000,,,,,PDF;reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
Body Corporate for Aura CTS 40509,,42 Ferry Road,,,,West End,QLD,4101,,0403 090 889,,,caretaker@arrivaaura.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Australian Property Opp Trust,,C/- RHC Retail P/L,T/A Rook Partners Asset Management,1 Somerset Avenue,,Narellan,NSW,2567,,02 6653 3214,,,accounts.fsr@curare.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Greg Clark Building Pty Ltd,,PO Box 5180,,,,East Lismore,NSW,2480,,02 6621 8560,0412 753 668 Dennis,,dennis@gregclarkbuilding.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Johnson CTS49098,,477 Boundary Street,,,,Spring Hill,QLD,4000,,07 3085 7214,,,travis.taylor@artserieshotels.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Newcastle Airport,515-01,1 Williamstown Drive,,,,Williamstown,NSW,2318,,,,,accounts@newcastleairport.com.au,,,,,,,,,,,0,,,,,31.0,3.0
inSite Construction Services Pty Ltd,,ABN: 79 612 898 414,6/8 Metroplex Avenue,,,Murrarie,QLD,4172,,07 3348 8439,0439 404 251David,,david.howell@insitecs.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Springfield Investment Trust,40 Sapphire,C/- Savills Nsw Pty Ltd,,,,,,,,0438 178 101,,,jmiller@exploreproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Sunshine Coast Airport,,PO Box 9535,,,,Pacific Paradise,QLD,4564,,0439 621 235 Mark,,,finance@sunshinecoastairport.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Harvey Norman Shopfitting Pty Ltd,,As Trustee for Harvey Norman Shopffiting Trust,ABN: 70 325 885 268,92 Crosgrove Road,,South Strathfield,NSW,2136,,0410 400 133 Paul,02 8745 4427,,angela.dsouza@au.harveynorman.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Stone & Outdoor,,75 Colebard Street West,,,,Acacia Ridge,QLD,4110,,0403 359 619 Chris,,,sales@stoneoutdoor.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Hari Builders Pty Ltd,,ABN: 61 611 132 873,10 Candlenut Grove,,,Parklea,NSW,2145,,0401 651 269 Devraj,,,hariaust@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Gloria Spingwood Apartments,,14 Carol Avenue,,,,Springwood,QLD,4127,,07 3387 6000,,,manager@hotelgloria.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Usher Group (QLD) Pty Ltd,,1/47 Newheath Drive,,,,Arundel,QLD,4214,,1800 686 505,0433 973 587 Katelyn,,katelyn@ushergroup.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Bookcase P/l,,C/-Savills (Aust) Pty Ltd,,,,,,,,,,,Upload;to;SNAP,,,,,,,,,,,0,,,,,31.0,3.0
Debret Pty Ltd,,54-56 Nerang Street,,,,Waterford,QLD,4133,,07 3200 6761,,,admin@debret.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Caboolture Property Holdings,,Suite 2/125 Wellington Rd,,,,East Brisbane,QLD,4169,,,,,accounts@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
CHP Projects,,ABN: 72 099 036 807,F6/12 Browning Street,,,South Brisbane,QLD,4101,,07 3844 8283,0412 608 462 James,,james@chpprojects.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Pinnacle Strata,,PO Box 889,,,,Nerang,QLD,4211,,07 5502 2888,,,duncan.lee@pinnaclestrata.com.au,,,,,,,,,,,0,,,,,31.0,3.0
APOT II No.1 Trust,,C/- Comac Retail Propety Group,PO Box 417,,,Lutwyche,QLD,4030,,,,,accounts.FSR@curare.com.au,,,,,,,,,,,0,,,,,31.0,3.0
DEXUS Wholesale Office Trust,,C/- The Trustee of Dexus Wholesale Office Trust,NSW Rents Trust,Locked Bag,,Archerfield,QLD,4108,,03 8611 3410,0412 336 858 Lyle,,reasap.pacific@cbre.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Astor CTS 9295,,35 Astor Terrace,,,,Spring Hill,QLD,4000,,,,,lhart@sskb.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Brooksight Investigations Pty Ltd,,PO Box 2939,,,,Burleigh,QLD,4220,,1300 146 007,0409 746 100 Shane,,admin@brooksight.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The State of QLD,,(Represented by Department of Education),C/- First Asset Management Pty Ltd,PO Box 7129,,East Brisbane,QLD,4169,,,,,accounts@firstassetmanagement.com.au,,,,,,,,,,,0,,,,,31.0,3.0
J&D Contracting,,PO Box 533,,,,Strathpine,QLD,4500,,07 3205 1971,0457 039 856 Sean,,claims@janddcontracting.com.au,accounts@janddcontracting.com.au,PO Required,,,,,,,,,0,,,,,31.0,3.0
Knowles Spring Street PTY LTD,,C/O JLL,GPO Locked Bag 3150,,,Melbourne,VIC,3000,,,,,accounts.PAMVIC@ap.jll.com,,,,,,,,,,,0,,,,,31.0,3.0
Coles Group Pty Developments Ltd,,c/- Bluemarq Commercial PL,PO Box 1060,,,Hurstville,NSW,1481,,0401 138 814,,,nick@bluemarqcommercial.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Broad Group Holdings Pty Limited,,12 Creek Street,,,,Brisbane,QLD,4000,,07 3514 6100,0437 913 170 Todd,,todd.dunlop@broad.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
The Body Corporate for Powerhouse Apartments,1034-01,CTS25937,75 Welsby Street,,,New Farm,QLD,4005,,,,,info@powerhouseapartments.com,,,,,,,,,,,0,,,,,31.0,3.0
Attention: Joseph Salim,,Optometrist,"Suite 2, 263 Enmore Road",,,Enmore,NSW,2042,,02 9516 3056,,,joseph.khoury@mkdarchitects.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Jetty Specialist (TJS),,ABN: 32 010 633 119,18 Ron Parkinson Crescent,,,Bells Creek,QLD,4551,,0424 952 489 Donal,,,reception@tjsmarine.com.au,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
PFA Diversified Property Trust,,C/-KF TAS (Property Services) Pty,5 Victoria Street,,,Hobart,TAS,7000,,,,,les.higgins@au.knightfrank.com,Upload to KF Portal,,,,,,,,,,0,,,,,31.0,3.0
The Trustee for Charter Hall Prime Office Fund,625-08,C/- CBRE Pty Ltd,CBRE,,,,,,,,,,PDF;COPY;ONLY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
Multiple Services,,Unit 3/318 Auburn Road,,,,Hawthorn,VIC,3122,,03 9818 3488,,,admin@mservices.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Jeen Poh,,RAM Aust Retail Prop Trust No3,NXS#: IND001 - RAM08B,GPO Box 3177,,Brisbane,QLD,4001,Australia,,,,PDF;COPY;ONLY,RAMPS.Accounts@ram.com.au,,,,,,,,,,0,,,,,31.0,3.0
Edwards Windsor,,Level 2,89 Brisbane Street,,,Hobart,TAS,7000,Australia,03 62345500,,,agill@ewre.com.au,PO required,,,,,,,,,,0,,,,,31.0,3.0
Icon Homes & Construction,,17a Russell Street,,,,Cleveland,QLD,4163,Australia,0402 017 072,,,steve@iconichomesandconstruction.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Slip Solutions,,"Unit 32, 1 Tilbury Rise",,,,Upper Coomera,QLD,4209,,0487 571 735,,,info@slipsolutions.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Barwon Healthcare Property Fund as trustee for the,,West Mackay Investment Trust,224 Victoria Street,,,Mackay,QLD,4740,,,,,jmiller@exploreproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Blue C,,3 Mclean Street,,,,Coolangatta,QLD,4225,Australia,07 5589 0000,,,gm@blueccoolangatta.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Damian Carlesso,,17 Henderson Rise,,,,Pacific Pines,QLD,4211,Australia,0412 083 841,,,damocarlesso@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
TM Residential Projects,,,,,,Mount Crosby,QLD,4306,Australia,0402 594 748,,,tyson@tmrp.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Slip Control Australia Pty Ltd,,15 Talbot Street,,,,Lower Templestowe,VIC,3107,Australia,+61 400 774 324,,,peter@slipcontrol.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Merlin Australia Sub Pty Ltd,38 Sydney,ATF 38 Sydney Ave Trust,C/O JLL,GPO Box 721,,Canberra,ACT,2601,,0432 765 041 Robert,,,Robert.Kroopin@ap.jll.com,PO REQUIRED,,,,,,,,,,0,,,,,31.0,3.0
Slip Assessment Services,KeithDixon,167 Belgrave Esplanade,,,,Sylvania Waters,NSW,2224,,0417 689 323,,,keith@slipassessment.com,,,,,,,,,,,0,,,,,31.0,3.0
128 Exhibition Street Pty Ltd,,128 Exhibition Street,,,,Melbourne,VIC,3000,,0418 377 226,,,bruce@461bourke.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Body Corporate for Bridgeport Apartments,,CTS 30266,321 Main Street,,,Kangaroo Point,QLD,4169,,,,,manager@bridgeportapartments.com.au,,,,,,,,,,,0,,,,,31.0,3.0
FPR (Eastern Creek No. 1) Trust,,ABN 70356804362,PO Box 3307,,,Rhodes,NSW,2138,,,,,sscap@frasersproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Australand Residential Burwood No 2 Pty Ltd,,C/- Frasers Property Australia,Burwood Brickworks,70 Middleborough Road,,Burwood East,VIC,3151,,,,,SSCAP@Frasersproperty.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Hawk Concrete Floor Coatings,,101 Buckingham Road,,,,Swan View,WA,6056,Australia,0423 835 333,,,contact@hawkcfc.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Mirvac Real Estate Pty Ltd,724-08,C/-Locked Bag A3003,,,,South Sydney,NSW,1235,,02 8398 5691,,,investments.invoices@mirvac.com,,,,,,,,,,,0,,,,,31.0,3.0
Cromwell Spring Hill Trust,,ABN 52 535 166 588,GPO Box 1093,,,Brisbane,QLD,4001,,,,,accounts@cromwell.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The State of Queensland represented by the,,Department of Transport and Main Roads,C/- CBRE (C) Pty Ltd,QLD Rents Trust,Locked Bag 2003,Archerfield,QLD,4108,,,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
The Tile Collective,,20 Kingston Road,,,,Underwood,QLD,4119,,0438 786 525 Nikki,,,accounts@thetilecollective.com,PO REQUIRED,nikki@thetileco,,,,,,,,,0,,,,,31.0,3.0
Australia Kingson Property Investments Pty Ltd,,C/- Colliers International,,,,,,,,,,,rem.invoices@colliers.com,,,,,,,,,,,0,,,,,31.0,3.0
Darling Downs Hospital and Health Service,,PO Box 405,,,,Toowoomba,QLD,4350,,0459 857 581 Jamie,0409 384 650Sheree,,sheree.waters@health.qld.gov.au,PO Required over $1000,,,,,,,,,,0,,,,,31.0,3.0
ULTIMATE  Europe,,Transportation Equipment GmbH,A-3300,,,Amstetten,,,Austria,+43 7472 66066 214,,,christian.schloegelhofer@ultimate-eur.com,,,,,,,,,,,0,,,,,31.0,3.0
Aventa Group,,Newclear Consulting Pty Ltd,PO Box 321,,,Kenmore,QLD,4069,,1300 195 052,0408 010 579,,accounts@aventagroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Visual Stone,Benito,125-135 Bonds Road,,,,Riverwood,NSW,2210,,0419 876 976,,,technical@theacegroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Durkin Construction Pty Ltd,,Unit 1 50-52 Derby Street,,,,Silverwater,NSW,2128,,02 9712 0308,0425 477 988 Jack,,invoices@durkinconstruction.com.au,PO Required,,,,,,,,,,0,,,,,31.0,3.0
Garden City Apartment CTS 31997,,8 Mascar Street,,,,Upper Mount Gravatt,QLD,4122,,0432 415 932,,,mascar.realty@gmail.com,,,,,,,,,,,0,,,,,31.0,3.0
Super Floor Australia,,42 Quentin Street,,,,Capalaba,QLD,4157,,0403 296 770 Ed,,,info@superflooraustralia.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Retpro Management Pty Ltd (Alexandra Hills),,c/o Alexandra Hills Shopping Centre,Centre Management Office,PO Box 5200,,Alexandra Hills,QLD,4161,,07 3824 0000,,,AlexandraHillsInfo@retprogroup.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Termi Home & Commercial,,799-801 Greenwattle Street,,,,Glenvale,QLD,4350,,07 4634 9300,,,reception@termiteam.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Line-X Australia and New Zealand,,PO Box 4060,,,,Harrisdale,WA,6112,,1300 559 597,0439 816 067 Graham,,graham.pound@linexaus.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Brookhaven Homes,,Lot 6001 (#1),Frangipani Street,,,Rochedale,QLD,4123,,13 38 38,0409 726 716,,accounts@brookhavenhomes.com.au,PO REQUIRED AND PAYMENT CLAIM,,,,,,,,,,0,,,,,31.0,3.0
John Patrick Cranley and Donald William Bletchly,,"ATF All Saints Anglican Church JP Cranley, IJ Bruce & DW Bletchly",C/- CBRE (C) Pty Ltd,QLD Rents Trust,Level 3,Brisbane,QLD,4000,,,,,PDF;COPY,reasap.pacific@cbre.com,,,,,,,,,,0,,,,,31.0,3.0
Atherton Tableland Concreting,,4018 Gillies Range Road,,,,Yungaburra,QLD,4884,Australia,0405 105 328,,,eachamrh@bigpond.net.au,,,,,,,,,,,0,,,,,31.0,3.0
Charter Hall PGGM Industrial Partnership No.2,KF - VIC,C/- Knight Frank Melbourne Office,Level 29,120 Collins Street,,Melbourne,VIC,3000,,,,,denusha.boldt@au.knightfrank.com,,,,,,,,,,,0,,,,,31.0,3.0
Your Property Real Estate Pty Ltd,,1/3 Robina Town Centre Drive,,,,Robina,QLD,4226,,07 5593 2733,0455 020 910,,admin@eastlakerobina.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Showtile Pty Ltd,,65 Canterbury Road,,,,Bankstown,NSW,2200,,0424 898 110 Ken,,,sales@showtile.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Attention: Tim Juckes,,8 Tillbrook Street,,,,Chapel Hill,QLD,4069,,0438 846 848,,,tcej@me.com,,,,,,,,,,,0,,,,,31.0,3.0
COEN Composite Wood,,70 Fulcrum Street,,,,Richlands,QLD,4077,,1800 105 031,0457 610 690 Craig,,admin@coen.com.au,,,,,,,,,,,0,,,,,31.0,3.0
The Trustee for LWR UMG Trust,,C/- CBRE (C) Pty Ltd,CBRE,Locked Bag 2003,,Archerfield,QLD,4108,,,,,reasap.pacific@cbre.com,,,,,,,,,,,0,,,,,31.0,3.0
Pressure & Steam Pty Ltd,,3/ 539 Pittwater Road,,,,Brookvale,NSW,2100,,02 8007 7205,0402 707 612 Nikki,,info@pressureandsteam.com.au,,,,,,,,,,,0,,,,,31.0,3.0
Wilga St Properties  Pty Ltd,,"Suite 1, 17 Wilga Street",,,,Burwood,NSW,2134,,08 9744 5522,0417 899 500 John,,john@nascon.net.au,,,,,,,,,,,0,,,,,31.0,3.0
Halifax Vogel Group Pty Ltd,,29 Henderson Street,,,,Turrella,NSW,2205,,02 9556 6065,02 9556 6025 Adrian,,accountspayable@hvg.net.au,amorris@hvg.net.au,,,,,,,,,,0,,,,,31.0,3.0
Auto Mega Store,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,31.0,3.0
