*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
Nifty Group Pty Ltd,,,,,,,,,,2440.0,,01/11/2021,01/11/2021,,,Monthly online back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2440.0,,01/11/2021,01/11/2021,,,Surcharge for credit card payment,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
Kennards Self Storage Fyshwick,,,,,,,,,,2438.0,,02/11/2021,02/11/2021,,,6 months rental storage unit in ACT,1,839.23,,61605.0,GST on Expenses,83.92,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2442.0,,04/11/2021,04/11/2021,,,MYOB monthly subscription,1,183.18,,60017.0,GST on Expenses,18.32,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,2443.0,,05/11/2021,05/11/2021,,,Registration vehicle 878ZVZ,1,730.23,,62004.0,GST on Expenses,73.02,Job,,,,,
Tork Signs,,,,,,,,,,2446.0,,06/11/2021,06/11/2021,,,Andy's business cards,1,230.7,,60018.0,GST on Expenses,23.07,Job,,,,,
Melbourne IT,,,,,,,,,,2444.0,,07/11/2021,07/11/2021,,,Payment new domain www.the pendulumco.com,1,168.18,,61001.0,GST on Expenses,16.82,Job,,,,,
Kennards Self Storage Thebarton,,,,,,,,,,2445.0,,07/11/2021,07/11/2021,,,6 months rental storage,1,609.36,,61602.0,GST on Expenses,60.94,Job,,,,,
Storage Capital Cambridge,,,,,,,,,,2448.0,,08/11/2021,08/11/2021,,,Strorage rental Cambridge Tasmania,1,327.27,,61608.0,GST on Expenses,32.73,Job,,,,,
Origin Energy,,,,,,,,,,2451.0,,08/11/2021,08/11/2021,,,Electricity bill for Lota,1,155.93,,61103.0,GST on Expenses,15.59,Job,,,,,
SLH Mowing ,,,,,,,,,,2450.0,,09/11/2021,09/11/2021,,,Backyard maintenance,1,106.82,,61107.0,GST on Expenses,10.68,Job,,,,,
RACQ Operations Pty Ltd,,,,,,,,,,2449.0,,10/11/2021,10/11/2021,,,"Roadside assistance for vehicles - 728WLM, 559ZDV, 215XRP, 156XIB, 405XQX and 589YSF",1,567.27,,62004.0,GST on Expenses,56.73,Job,,,,,
Better Online ,,,,,,,,,,2452.0,,15/11/2021,15/11/2021,,,Monthly online back up cloud,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,2453.0,,15/11/2021,15/11/2021,,,sHIPPING COST PENDULUM 26-10-2021,1,515.33,,60027.0,BAS Excluded,0.00,Job,,,,,
Riverland Marketing,,,,,,,,,,2454.0,,17/11/2021,17/11/2021,,,Uniforms for James Kirkwood,1,523.15,,61803.0,GST on Expenses,52.32,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Webstore update and Matt's station repaired,1,350,,61001.0,GST on Expenses,35,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Hardware,1,120,,61001.0,GST on Expenses,12,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,"Monica set up new Iphone, MYOB, Xero and Cloud",1,200,,61001.0,GST on Expenses,20,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Upgrade storage Mick,1,250,,61001.0,GST on Expenses,25,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Hardware: Samsung,1,118,,61001.0,GST on Expenses,11.8,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Labor onsite update old Lenovo,1,250,,61001.0,GST on Expenses,25,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Hardware: 256GBSSD,1,49,,61001.0,GST on Expenses,4.9,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Remote support set up/ create station and laptop for Andy Jacobs,1,600,,61001.0,GST on Expenses,60,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Labour onsite set uo Nikita,1,550,,61001.0,GST on Expenses,55,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2455.0,,17/11/2021,17/11/2021,,,Surcharge payment,1,54.71,,61001.0,BAS Excluded,0.00,Job,,,,,
Office Works,,,,,,,,,,2456.0,,17/11/2021,17/11/2021,,,Stationary ISTS,1,36.8,,61301.0,GST on Expenses,3.68,Job,,,,,
Office Works,,,,,,,,,,2456.0,,17/11/2021,17/11/2021,,,Stationary GTCC,1,19.07,,62618.0,GST on Expenses,1.91,Job,,,,,
Woolworths,,,,,,,,,,2462.0,,18/11/2021,18/11/2021,,,Office suppliers for the Lota,1,29.31,,61304.0,GST on Expenses,2.93,Job,,,,,
Woolworths,,,,,,,,,,2463.0,,18/11/2021,18/11/2021,,,Office suppliers for the GTCC,1,14.91,,62612.0,GST on Expenses,1.49,Job,,,,,
Melbourne IT,,,,,,,,,,2503.0,,18/11/2021,18/11/2021,,,a domain charged. (invoice not provide and Mick did not remember),1,83.5,,61001.0,GST on Expenses,8.35,Job,,,,,
National Storage Cannon Hill,,,,,,,,,,2457.0,,20/11/2021,20/11/2021,,,6 months storage Cannin Hill,1,621.82,,61614.0,GST on Expenses,62.18,Job,,,,,
Odyssey Training,,,,,,,,,,2458.0,,20/11/2021,20/11/2021,,,Train the trainer for Carl Kleinhaus,1,960,,61804.0,GST on Expenses,96,Job,,,,,
TNT Express,,,,,,,,,,2460.0,,20/11/2021,20/11/2021,,,Shipping a pendulum and a bag to Sydney,1,255.98,,60027.0,BAS Excluded,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,2461.0,,23/11/2021,23/11/2021,,,Backyard maintenance,1,129.55,,61107.0,GST on Expenses,12.95,Job,,,,,
Woolworths,,,,,,,,,,2464.0,,23/11/2021,23/11/2021,,,Office suppliers  for the training centre,1,16.5,,62612.0,GST on Expenses,1.65,Job,,,,,
Urban Utilities,,,,,,,,,,2468.0,,23/11/2021,23/11/2021,,,Water and sewerage for the GTCC,1,223.89,,62619.0,BAS Excluded,0.00,Job,,,,,
QM Systems Ltd,,,,,,,,,,2524.0,,23/11/2021,23/11/2021,,,Invoice #10216 (No inventory item) distance control units,1,452.46,,61705.0,BAS Excluded,0.00,Job,,,,,
QM Systems Ltd,,,,,,,,,,2524.0,,23/11/2021,23/11/2021,,,Surcharge from the bank ,1,9.03,,61705.0,BAS Excluded,0.00,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2466.0,,24/11/2021,24/11/2021,,,Door stops,1,18.38,,61304.0,GST on Expenses,1.84,Job,,,,,
Office Works,,,,,,,,,,2469.0,,24/11/2021,24/11/2021,,,Stationary Lota,1,56.49,,61301.0,GST on Expenses,5.65,Job,,,,,
Office Works,,,,,,,,,,2469.0,,24/11/2021,24/11/2021,,,.,1,0.00,,61301.0,GST on Expenses,0.00,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,2481.0,,25/11/2021,25/11/2021,,,Calibration accreditation and training centre,1,378,,60012.0,GST on Expenses,37.8,Job,,,,,
TNT Express,,,,,,,,,,2478.0,,27/11/2021,27/11/2021,,,Shipping pendulum to Dulux in Victoria,1,227.95,,60027.0,BAS Excluded,0.00,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,2472.0,,30/11/2021,30/11/2021,,,Car detailing 156 XIB ,1,163.6,,62005.0,GST on Expenses,16.36,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,2472.0,,30/11/2021,30/11/2021,,,car detailing 448BBG4,1,163.6,,62005.0,GST on Expenses,16.36,Job,,,,,
Tork Signs,,,,,,,,,,2473.0,,30/11/2021,30/11/2021,,,James Kirkwood and Andy Jacobs business cards,1,297.5,,60018.0,GST on Expenses,29.75,Job,,,,,
Empire Accountants,,,,,,,,,,2474.0,,30/11/2021,30/11/2021,,,Monthly fee agreement financial year 2021-2022,1,"1,220",,60008.0,GST on Expenses,122,Job,,,,,
Empire Accountants,,,,,,,,,,2474.0,,30/11/2021,30/11/2021,,,Surcharge fee from the bank,1,1.09,,60008.0,GST on Expenses,.11,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2475.0,,30/11/2021,30/11/2021,,,Monthly back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2475.0,,30/11/2021,30/11/2021,,,Surcharge from the bank,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
Citygreen,,,,,,,,,,2476.0,,30/11/2021,30/11/2021,,,Indoor plant maintenance,1,65,,61107.0,GST on Expenses,6.5,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2479.0,,30/11/2021,30/11/2021,,,November cleaning at the training centre,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2480.0,,30/11/2021,30/11/2021,,,November cleaning at Lota HQ,1,940.15,,61107.0,GST on Expenses,94.01,Job,,,,,
Red ICT,,,,,,,,,,2486.0,,30/11/2021,30/11/2021,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,2486.0,,30/11/2021,30/11/2021,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Tyssen Design,,,,,,,,,,2482.0,,01/12/2021,01/12/2021,,,Website maintenance,1,45.92,,61003.0,GST on Expenses,4.59,Job,,,,,
Office Works,,,,,,,,,,2484.0,,01/12/2021,01/12/2021,,,Stationary,1,249.69,,61301.0,GST on Expenses,24.97,Job,,,,,
Motorpass,,,,,,,,,,2489.0,,01/12/2021,01/12/2021,,,Fuel all cars from 01-11-2021 to 30-11-2021,1,"3,775.54",,62001.0,GST on Expenses,377.55,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2498.0,,01/12/2021,01/12/2021,,,MYOB monthly subscription,1,136.36,,60017.0,GST on Expenses,13.64,Job,,,,,
Acclime New Zealand Limited,,,,,,,,,,2505.0,,01/12/2021,01/12/2021,,,"2021 Annual accounts and tax return. Correspondence and discussions obtaining missing information. Compiling appropriate work papers required to support the financial statements. Preparation draft financial statements of the above for the year ended in March 2021. Finalization of financial statements in accordance with the legislation. Preparation of tax return year end Marc 31 2021. General administration including filing of income tax return, checking tax assessments and statements of account. (invoice dated 30-11-2021)",1,"1,684.17",,62115.0,BAS Excluded,0.00,Job,,,,,
Acclime New Zealand Limited,,,,,,,,,,2505.0,,01/12/2021,01/12/2021,,,Total NZ $1717.53 ,1,0.00,,62115.0,BAS Excluded,0.00,Job,,,,,
Road Transport Authority,,,,,,,,,,2531.0,,01/12/2021,01/12/2021,,,Infringement note in ACT 405XQC (INVOICE DATED 16/11/2021),1,"1,265",,62003.0,BAS Excluded,0.00,Job,,,,,
Vistaprint Australia,,,,,,,,,,2533.0,,01/12/2021,01/12/2021,,,Classic ballpint pens,1,133.63,,60018.0,GST on Expenses,13.36,Job,,,,,
Road Transport Authority,,,,,,,,,,2538.0,,01/12/2021,01/12/2021,,,Infringement note 405 XQC trip to Canberra (Invoice dated 22/11/2021),1,"1,265",,62003.0,BAS Excluded,0.00,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,2487.0,,02/12/2021,02/12/2021,,,Office Supplies Lota,1,177.78,,61304.0,GST on Expenses,17.78,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,2487.0,,02/12/2021,02/12/2021,,,Office Supplies GTCC,1,128.72,,62612.0,GST on Expenses,12.87,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,2491.0,,02/12/2021,02/12/2021,,,Rates at Lota,1,"1,060.1",,61104.0,BAS Excluded,0.00,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,2511.0,,02/12/2021,02/12/2021,,,Rates at GTCC,1,690.35,,62617.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2559.0,,03/12/2021,03/12/2021,,,MYOB invoices payments service,1,43.22,,60017.0,GST on Expenses,4.32,Job,,,,,
TNT Express,,,,,,,,,,2492.0,,04/12/2021,04/12/2021,,,Shipped pendulum from Wessex to Lota,1,943.17,,60027.0,BAS Excluded,0.00,Job,,,,,
Origin Energy,,,,,,,,,,2510.0,,06/12/2021,06/12/2021,,,Electricity at Lota,1,131.82,,61103.0,GST on Expenses,13.18,Job,,,,,
Coorparoo Paint & Panel,,,,,,,,,,2490.0,,07/12/2021,07/12/2021,,,"Motor vehicle repairs: front bumper, booth allowance 156XIB",1,380,,62005.0,GST on Expenses,38,Job,,,,,
Bridgestone Select,,,,,,,,,,2495.0,,07/12/2021,07/12/2021,,,Tyre puncture repair 861BK7,1,31.82,,62005.0,GST on Expenses,3.18,Job,,,,,
SLH Mowing ,,,,,,,,,,2516.0,,07/12/2021,07/12/2021,,,Backyard maintenance Lota,1,106.82,,61107.0,GST on Expenses,10.68,Job,,,,,
Riverland Marketing,,,,,,,,,,2493.0,,08/12/2021,08/12/2021,,,Uniforms for Ned Holzberger,1,669.5,,61803.0,GST on Expenses,66.95,Job,,,,,
Urban Utilities,,,,,,,,,,2494.0,,09/12/2021,09/12/2021,,,Water and sewerage Lota (invoice issue date 13/12/2021),1,348.38,,61105.0,BAS Excluded,0.00,Job,,,,,
Australia Wide First Aid,,,,,,,,,,2561.0,,09/12/2021,09/12/2021,,,Booking for CPR for Nikita and Monica,1,81.82,,61804.0,GST on Expenses,8.18,Job,,,,,
Australia Post,,,,,,,,,,2497.0,,10/12/2021,10/12/2021,,,Posting equipment to Beaumont tiles in SA and Slip Assessment in NSW,1,27.73,,61301.0,GST on Expenses,2.77,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,2499.0,,10/12/2021,10/12/2021,,,Xero monthly subscription,1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,2500.0,,11/12/2021,11/12/2021,,,Xero Monthly subscription (Invoice was not handed it by Micl),1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
Origin Energy,,,,,,,,,,2501.0,,11/12/2021,11/12/2021,,,Electricity bill at the GTCC,1,136.65,,62625.0,GST on Expenses,13.67,Job,,,,,
Melbourne IT,,,,,,,,,,2502.0,,11/12/2021,11/12/2021,,,3 years slipestingjapan.com,1,249.05,,61001.0,GST on Expenses,24.9,Job,,,,,
Rapid Global,,,,,,,,,,2504.0,,14/12/2021,14/12/2021,,,Induction paid by Natalie to help Joel who was onsite at 300 bourke Street,1,20,,60101.0,GST on Expenses,2,Job,,,,,
Better Online ,,,,,,,,,,2507.0,,15/12/2021,15/12/2021,,,Monthly online back up cloud,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
W Brisbane,,,,,,,,,,2508.0,,15/12/2021,15/12/2021,,,Prepayment and champaign for christmas party,1,922.73,,61801.0,GST on Expenses,92.27,Job,,,,,
Catts Self Storage,,,,,,,,,,2509.0,,15/12/2021,15/12/2021,,,One year prepayment storage box WA,1,"1,305.82",,61609.0,GST on Expenses,130.58,Job,,,,,
Histopath,,,,,,,,,,2514.0,,16/12/2021,16/12/2021,,,Covid test for Mick Walton,1,71.82,,61515.0,GST on Expenses,7.18,Job,,,,,
National Association of Testing Authorities,,,,,,,,,,2519.0,,16/12/2021,16/12/2021,,,Accreditation fee Global calibration training,1,756,,60012.0,GST on Expenses,75.6,Job,,,,,
W Brisbane,,,,,,,,,,2512.0,,17/12/2021,17/12/2021,,,Christmas party lunch,1,"1,676.36",,61801.0,GST on Expenses,167.64,Job,,,,,
W Brisbane,,,,,,,,,,2513.0,,17/12/2021,17/12/2021,,,Christmas party drinks,1,"1,394.55",,61801.0,GST on Expenses,139.45,Job,,,,,
SLH Mowing ,,,,,,,,,,2517.0,,18/12/2021,18/12/2021,,,Backyard maintenance Lota,1,90.91,,61107.0,GST on Expenses,9.09,Job,,,,,
Temple & Webster,,,,,,,,,,2515.0,,20/12/2021,20/12/2021,,,2 chairs for Lota,1,598.32,,60014.0,GST on Expenses,59.83,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,2518.0,,20/12/2021,20/12/2021,,,ASIC Pass for James Kiwood,1,234,,60101.0,GST on Expenses,23.4,Job,,,,,
SLH Mowing ,,,,,,,,,,2522.0,,21/12/2021,21/12/2021,,,Backyard maintenance,1,106.82,,61107.0,GST on Expenses,10.68,Job,,,,,
Real Property Matters,,,,,,,,,,2542.0,,21/12/2021,21/12/2021,,,Tax depreciation schedule for Hamilton apartment,1,631.82,,62624.0,GST on Expenses,63.18,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2525.0,,22/12/2021,22/12/2021,,,Car service 405XQC,1,627.27,,62005.0,GST on Expenses,62.73,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2526.0,,22/12/2021,22/12/2021,,,Car service at 75.000kms 861BK7,1,420.86,,62005.0,GST on Expenses,42.09,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2527.0,,22/12/2021,22/12/2021,,,Car service 728WLM,1,499.09,,62005.0,GST on Expenses,49.91,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2528.0,,22/12/2021,22/12/2021,,,Car service 559ZDV,1,759.09,,62005.0,GST on Expenses,75.91,Job,,,,,
Empire Accountants,,,,,,,,,,2535.0,,22/12/2021,22/12/2021,,,Monthly fee agreement financial year 2021-2022,1,"1,220",,60008.0,GST on Expenses,122,Job,,,,,
Empire Accountants,,,,,,,,,,2535.0,,22/12/2021,22/12/2021,,,Surcharge from the bank,1,1.2,,60008.0,BAS Excluded,0.00,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,2532.0,,23/12/2021,23/12/2021,,,Workstation monitor for Nikita Murtagh,1,376.36,,11302.0,GST on Capital,37.64,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,2536.0,,23/12/2021,23/12/2021,,,Car detailing for 405 XQC and Natalie's personal car,1,327.2,,62005.0,GST on Expenses,32.72,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2541.0,,26/12/2021,26/12/2021,,,Testing equipment,1,146.15,,61704.0,GST on Expenses,14.62,Job,,,,,
Greencap Pty Ltd,,,,,,,,,,2534.0,,29/12/2021,29/12/2021,,,WHS risk annual review,1,600,,60101.0,GST on Expenses,60,Job,,,,,
Kennards Self Storage Moore Park Sydney,,,,,,,,,,2537.0,,29/12/2021,29/12/2021,,,One month storage in Sydney,1,158.18,,61611.0,GST on Expenses,15.82,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2529.0,,31/12/2021,31/12/2021,,,December Cleaning at GTCC ,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2530.0,,31/12/2021,31/12/2021,,,Cleaning and gardening,1,"1,057.66",,61107.0,GST on Expenses,105.77,Job,,,,,
Red ICT,,,,,,,,,,2544.0,,31/12/2021,31/12/2021,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,2544.0,,31/12/2021,31/12/2021,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Seek Limited,,,,,,,,,,2545.0,,31/12/2021,31/12/2021,,,Technician advertisement ,1,450,,60018.0,GST on Expenses,45,Job,,,,,
Motorpass,,,,,,,,,,2546.0,,31/12/2021,31/12/2021,,,Fuel all fleet in December 2021,1,"2,235.59",,62001.0,GST on Expenses,223.56,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2543.0,,01/01/2022,01/01/2022,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Citygreen,,,,,,,,,,2548.0,,01/01/2022,01/01/2022,,,HQ indoor plants,1,65,,61107.0,GST on Expenses,6.5,Job,,,,,
Appliance Tagging Services Pty Ltd,,,,,,,,,,2555.0,,01/01/2022,01/01/2022,,,Annual audit tagging ISTS (Invoice originally dated 23-09-2021. September GST already reported),1,266.1,,61101.0,GST on Expenses,26.61,Job,,,,,
Appliance Tagging Services Pty Ltd,,,,,,,,,,2556.0,,01/01/2022,01/01/2022,,,Annual audit tagging for GTCC (Invoice dated 23-09-2021. September GST already reported) ,1,60.8,,62628.0,GST on Expenses,6.08,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2560.0,,01/01/2022,01/01/2022,,,MYOB monthly subscription (Invoice not provided),1,136.36,,60017.0,GST on Expenses,13.64,Job,,,,,
EC Credit Control (Aust) Pty Ltd,,,,,,,,,,2569.0,,01/01/2022,01/01/2022,,,Fees charged to recover invoice fro SCIS Property Group (Invoice dated 31/12/2021),1,165,,60006.0,GST on Expenses,16.5,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2611.0,,03/01/2022,03/01/2022,,,January 2022 monthly subscription,1,133.93,,60017.0,GST on Expenses,13.39,Job,,,,,
SLH Mowing ,,,,,,,,,,2547.0,,06/01/2022,06/01/2022,,,Backyard maintenance,1,129.55,,61107.0,GST on Expenses,12.95,Job,,,,,
National Storage- Bohle,,,,,,,,,,2549.0,,06/01/2022,06/01/2022,,,Townsville storage unit,1,294.55,,61615.0,GST on Expenses,29.45,Job,,,,,
Veritas Engineering Pty Ltd,,,,,,,,,,2550.0,,07/01/2022,07/01/2022,,,ASIC for Andy Jacobs,1,237.51,,60101.0,GST on Expenses,23.75,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,2551.0,,07/01/2022,07/01/2022,,,Office Supplies,1,198.44,,61304.0,GST on Expenses,19.84,Job,,,,,
TNT Express,,,,,,,,,,2557.0,,08/01/2022,08/01/2022,,,Shipping to pendulum to Environmental and Wagstaffe,1,455.38,,60027.0,GST on Expenses,45.54,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,2552.0,,10/01/2022,10/01/2022,,,Xero monthly subscription,1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
Origin Energy,,,,,,,,,,2563.0,,10/01/2022,10/01/2022,,,Electricity in Lota,1,173.92,,61103.0,GST on Expenses,17.39,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,2565.0,,10/01/2022,10/01/2022,,,Shipping cost pendulum bought with invoice #003198,1,811.17,,60027.0,BAS Excluded,0.00,Job,,,,,
National Storage Mackay CBD,,,,,,,,,,2553.0,,11/01/2022,11/01/2022,,,Mackay storage unit,1,272.73,,61618.0,GST on Expenses,27.27,Job,,,,,
RACQ Operations Pty Ltd,,,,,,,,,,2558.0,,11/01/2022,11/01/2022,,,International driving license,1,38.18,,62008.0,GST on Expenses,3.82,Job,,,,,
Better Online ,,,,,,,,,,2612.0,,15/01/2022,15/01/2022,,,Monthly online back up cloud (invoice not provided),1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Riverland Marketing,,,,,,,,,,2564.0,,17/01/2022,17/01/2022,,,Uniforms for Matthew Logan,1,282.75,,61803.0,GST on Expenses,28.28,Job,,,,,
SLH Mowing ,,,,,,,,,,2567.0,,19/01/2022,19/01/2022,,,Backyard maintenance,1,106.82,,61107.0,GST on Expenses,10.68,Job,,,,,
Domayne Furniture North Ryde,,,,,,,,,,2582.0,,19/01/2022,19/01/2022,,,Furniture for Sydney Apartment,1,"6,497.27",,11302.0,GST on Capital,649.73,Job,,,,,
Cover-More Insurance Pty Ltd,,,,,,,,,,2610.0,,19/01/2022,19/01/2022,,,Insurance travel to Spain and UAE,1,431,,61510.0,BAS Excluded,0.00,Job,,,,,
Tru Blu Trophies & Engraving,,,,,,,,,,2568.0,,24/01/2022,24/01/2022,,,Calibration engraving on supplied plate,1,18.18,,61703.0,GST on Expenses,1.82,Job,,,,,
Big Blue Self Storage,,,,,,,,,,2570.0,,24/01/2022,24/01/2022,,,Storage Cairns 6 months rental,1,492.27,,61606.0,GST on Expenses,49.23,Job,,,,,
Domayne Furniture North Ryde,,,,,,,,,,2571.0,,24/01/2022,24/01/2022,,,Furniture for Sydney apartment,1,"4,541.82",,11302.0,GST on Capital,454.18,Job,,,,,
Qantas Group Accommodation Pty Ltd,,,,,,,,,,2572.0,,24/01/2022,24/01/2022,,,Accommodation in Melbourne for Andy Jacobs,1,560.73,,61504.0,GST on Expenses,56.07,Job,,,,,
Myer Pty Ltd,,,,,,,,,,2573.0,,24/01/2022,24/01/2022,,,Kitchen ware for Sydney apartment,1,"1,210.71",,62702.0,GST on Expenses,121.07,Job,,,,,
Tork Signs,,,,,,,,,,2584.0,,25/01/2022,25/01/2022,,,Wet floor global v2 digitally,1,123.1,,61705.0,GST on Expenses,12.31,Job,,,,,
Tork Signs,,,,,,,,,,2584.0,,25/01/2022,25/01/2022,,,Instrument promo oprints digitally,1,63,,61705.0,GST on Expenses,6.3,Job,,,,,
Tork Signs,,,,,,,,,,2584.0,,25/01/2022,25/01/2022,,,Promo digitally printed aArlon 600,1,123.2,,61705.0,GST on Expenses,12.32,Job,,,,,
Tork Signs,,,,,,,,,,2584.0,,25/01/2022,25/01/2022,,,Photo anodised plates,1,450,,61705.0,GST on Expenses,45,Job,,,,,
Coorparoo Paint & Panel,,,,,,,,,,2574.0,,28/01/2022,28/01/2022,,,Doors and  painting 405XQC,1,853.2,,62005.0,GST on Expenses,85.32,Job,,,,,
Kennards Self Storage Moore Park Sydney,,,,,,,,,,2575.0,,28/01/2022,28/01/2022,,,Sydney storage 1 month,1,158.18,,61611.0,GST on Expenses,15.82,Job,,,,,
Tingalpa Hotel,,,,,,,,,,2580.0,,28/01/2022,28/01/2022,,,Joel Barnet promotion lunch,1,76.18,,61801.0,GST on Expenses,7.62,Job,,,,,
David Jones,,,,,,,,,,2579.0,,29/01/2022,29/01/2022,,,Thank you gift to Coorparoo Paint and Panel,1,318.14,,62005.0,GST on Expenses,31.81,Job,,,,,
Sheridan Outlets,,,,,,,,,,2581.0,,29/01/2022,29/01/2022,,,Linen for Sydney apartment,1,"1,131",,62704.0,GST on Expenses,113.1,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2576.0,,31/01/2022,31/01/2022,,,January cleaning at Lota,1,940.15,,61107.0,GST on Expenses,94.01,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2577.0,,31/01/2022,31/01/2022,,,January cleaning at GTCC,1,312,,62622.0,GST on Expenses,31.2,Job,,,,,
Nespresso,,,,,,,,,,2578.0,,31/01/2022,31/01/2022,,,Coffee machine for Sydney apartment,1,380.91,,11302.0,GST on Capital,38.09,Job,,,,,
Nespresso,,,,,,,,,,2578.0,,31/01/2022,31/01/2022,,,Coffee pods for ISTS,1,165.91,,61304.0,GST on Expenses,16.59,Job,,,,,
Nespresso,,,,,,,,,,2578.0,,31/01/2022,31/01/2022,,,Credit,1,-40,,61304.0,BAS Excluded,0.00,Job,,,,,
7- Eleven,,,,,,,,,,2585.0,,31/01/2022,31/01/2022,,,Bread and milk (paid by Ned from his personal card),1,10,,61304.0,GST on Expenses,1,Job,,,,,
Tork Signs,,,,,,,,,,2586.0,,31/01/2022,31/01/2022,,,Signane 405XQC AND 589YSF,1,330,,60018.0,GST on Expenses,33,Job,,,,,
