*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Soundhealth Pty Ltd,,,,,,,,,,72055.0,Inv 72 Webstore,31/07/2023,31/07/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 All Slip Solutions,,,,,,,,,,72078.0,Inv 73 Stripe,04/08/2023,04/08/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,Job,9005-Equipment Sale- AU,,,,,
 All Slip Solutions,,,,,,,,,,72078.0,Inv 73 Stripe,04/08/2023,04/08/2023,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,Job,9005-Equipment Sale- AU,,,,,
 All Slip Solutions,,,,,,,,,,72078.0,Inv 73 Stripe,04/08/2023,04/08/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,Job,9005-Equipment Sale- AU,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72148.0,Inv-00074,11/08/2023,11/08/2023,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72148.0,Inv-00074,11/08/2023,11/08/2023,$105.00,,Freight Charge,1.0,25.0,0,,GST,0,,,,,,,
 I S T S Safety Consultants L.L.C,,,,,,,,,,72076.0,,04/08/2023,04/08/2023,"$5,000.00",WL002,WammaLab Pendulum (Used),1.0,"5,000.0000",0%,43003.0,BAS Excluded,.00,,,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,72249.0,,23/08/2023,23/08/2023,"$1,050.00",TC001,Slider 96 (4S) Rubber Sliders,10.0,105.0000,0%,43003.0,GST on Income,105.00,Job,9005-Equipment Sale- AU,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,72249.0,,23/08/2023,23/08/2023,$150.00,GA028,Step Testing Jack,1.0,150.0000,0%,43003.0,GST on Income,15.00,Job,9005-Equipment Sale- AU,,,,,
 SlipGuard Pty Ltd,,,,,,,,,,72249.0,,23/08/2023,23/08/2023,$50.00,SF003,Shipping Fee S2,1.0,50.0000,0%,43003.0,GST on Income,5.00,Job,9005-Equipment Sale- AU,,,,,
 Stoneworld NSW,,,,,,,,,,72250.0,Inv 75 Stripe,23/08/2023,23/08/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Stoneworld NSW,,,,,,,,,,72250.0,Inv 75 Stripe,23/08/2023,23/08/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Coating Management Solutions,,,,,,,,,,72284.0,,25/08/2023,25/08/2023,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72284.0,,25/08/2023,25/08/2023,"$2,900.00",B002,Pendulum Onsite Testing Pack,2.0,"1,450.0000",0%,43003.0,GST on Income,290.00,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72284.0,,25/08/2023,25/08/2023,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"$1,450.00",B002,Pendulum Onsite Testing Pack,1.0,"1,450.0000",0%,43003.0,GST on Income,145.00,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"-$10,975.00",WL001,WammaLab Pendulum,-1.0,"10,975.0000",0%,43003.0,GST on Income,"-1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"-$1,995.00",IT001,Int Train- Pendulum (AS 4663),-1.0,"1,995.0000",0%,43003.0,GST on Income,-199.50,,,,,,,
 Coating Management Solutions,,,,,,,,,,72285.0,,25/08/2023,25/08/2023,"-$1,450.00",B002,Pendulum Onsite Testing Pack,-1.0,"1,450.0000",0%,43003.0,GST on Income,-145.00,Job,9005-Equipment Sale- AU,,,,,
 STMW Slip Testing Services,,,,,,,,,,72291.0,Inv 76 Stripe,28/08/2023,28/08/2023,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,72291.0,Inv 76 Stripe,28/08/2023,28/08/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72305.0,Inv 77 Stripe,29/08/2023,29/08/2023,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72305.0,Inv 77 Stripe,29/08/2023,29/08/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,72335.0,Inv 78 Stripe,05/09/2023,05/09/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,72335.0,Inv 78 Stripe,05/09/2023,05/09/2023,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Slip Assessment Services,,,,,,,,,,72335.0,Inv 78 Stripe,05/09/2023,05/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Austral Masonry,,,,,,,,,,72349.0,Inv 79 Stripe,06/09/2023,06/09/2023,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Austral Masonry,,,,,,,,,,72349.0,Inv 79 Stripe,06/09/2023,06/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Brisbane City Council,,,,,,,,,,72360.0,4400322275,08/09/2023,08/09/2023,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,Job,9005-Equipment Sale- AU,,,,,
 Brisbane City Council,,,,,,,,,,72365.0,4400322275,08/09/2023,08/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Total Tools,,,,,,,,,,72387.0,,12/09/2023,12/09/2023,"$10,975.00",WL001,WammaLab Pendulum,1.0,"10,975.0000",0%,43003.0,GST on Income,"1,097.50",Job,9005-Equipment Sale- AU,,,,,
 Total Tools,,,,,,,,,,72387.0,,12/09/2023,12/09/2023,"$5,985.00",IT001,Int Train- Pendulum (AS 4663),3.0,"1,995.0000",0%,43003.0,GST on Income,598.50,Job,9005-Equipment Sale- AU,,,,,
 Total Tools,,,,,,,,,,72387.0,,12/09/2023,12/09/2023,"$1,250.00",B002,Pendulum Onsite Testing Pack,1.0,"1,250.0000",0%,43003.0,GST on Income,125.00,Job,9005-Equipment Sale- AU,,,,,
 ABCO Products Pty Ltd,,,,,,,,,,72441.0,,16/09/2023,16/09/2023,$600.00,IC004,Calibration-Tortus,1.0,600.0000,0%,43003.0,GST on Income,60.00,Job,9005-Equipment Sale- AU,,,,,
 ABCO Products Pty Ltd,,,,,,,,,,72441.0,,16/09/2023,16/09/2023,$50.00,TC001,Tortus slider (x1 fitted),1.0,50.0000,0%,43003.0,GST on Income,5.00,Job,9005-Equipment Sale- AU,,,,,
 ABCO Products Pty Ltd,,,,,,,,,,72441.0,,16/09/2023,16/09/2023,$225.00,WSX010,Wessex T3 Batt pack (new swap),1.0,225.0000,0%,43003.0,GST on Income,22.50,Job,9005-Equipment Sale- AU,,,,,
 ABCO Products Pty Ltd,,,,,,,,,,72441.0,,16/09/2023,16/09/2023,$125.00,IC003,Equip Rep-Labour Charge(Unit),1.0,125.0000,0%,43003.0,GST on Income,12.50,Job,9005-Equipment Sale- AU,,,,,
 Soclean Pty Ltd,,,,,,,,,,72454.0,,18/09/2023,18/09/2023,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72494.0,Inv 80 Stripe,22/09/2023,22/09/2023,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Coating Management Solutions,,,,,,,,,,72494.0,Inv 80 Stripe,22/09/2023,22/09/2023,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Coating Management Solutions,,,,,,,,,,72494.0,Inv 80 Stripe,22/09/2023,22/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 SlipLab,,,,,,,,,,72501.0,Inv 81,25/09/2023,25/09/2023,$840.00,TC001,Slider 96 (4S) Rubber Sliders,8.0,105.0000,0%,43003.0,GST on Income,84.00,,,,,,,
 SlipLab,,,,,,,,,,72501.0,Inv 81,25/09/2023,25/09/2023,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 SlipLab,,,,,,,,,,72501.0,Inv 81,25/09/2023,25/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72508.0,Inv 82 Stripe,27/09/2023,27/09/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72508.0,Inv 82 Stripe,27/09/2023,27/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Multiple Services,,,,,,,,,,72515.0,Inv 83 Stripe,27/09/2023,27/09/2023,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Multiple Services,,,,,,,,,,72515.0,Inv 83 Stripe,27/09/2023,27/09/2023,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Multiple Services,,,,,,,,,,72515.0,Inv 83 Stripe,27/09/2023,27/09/2023,$210.00,TC002,Slider 55 (TRL) Rubber Slider,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Multiple Services,,,,,,,,,,72515.0,Inv 83 Stripe,27/09/2023,27/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Multiple Services,,,,,,,,,,72516.0,iNV 84 sTRIPE,28/09/2023,28/09/2023,$20.00,WL017,Pendulum Felt Friction Ring,1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Multiple Services,,,,,,,,,,72516.0,iNV 84 sTRIPE,28/09/2023,28/09/2023,$115.00,B007,Pendulum Conditoning Board,1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Multiple Services,,,,,,,,,,72516.0,iNV 84 sTRIPE,28/09/2023,28/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Adbri Masonry,,,,,,,,,,72517.0,Inv 85 Stripe,28/09/2023,28/09/2023,$210.00,TC002,Slider 55 (TRL) Rubber Slider,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Adbri Masonry,,,,,,,,,,72517.0,Inv 85 Stripe,28/09/2023,28/09/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,72540.0,Invoice #86 Stripe,03/10/2023,03/10/2023,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72561.0,Inv 87 Stripe,06/10/2023,06/10/2023,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72561.0,Inv 87 Stripe,06/10/2023,06/10/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,72572.0,,10/10/2023,10/10/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,72572.0,,10/10/2023,10/10/2023,$105.00,,Freight Charge,1.0,75.0,0,,N-T,0,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,72572.0,,10/10/2023,10/10/2023,$500.00,IC002,Control testing-Pendulum,1.0,500.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,72585.0,INV 89 Stripe,12/10/2023,12/10/2023,"$1,450.00",B003,WL Pendulum Verification Kit,1.0,"1,450.0000",0%,43003.0,BAS Excluded,.00,,,,,,,
 Unimat NZ Ltd,,,,,,,,,,72585.0,INV 89 Stripe,12/10/2023,12/10/2023,$75.00,SF004,Shipping Fee S3,1.0,75.0000,0%,43003.0,BAS Excluded,.00,,,,,,,
 Coating Management Solutions,,,,,,,,,,72586.0,Inv 90 Stripe,12/10/2023,12/10/2023,"$1,995.00",IT001,Int Train- Pendulum (AS 4663),1.0,"1,995.0000",0%,43003.0,GST on Income,199.50,,,,,,,
 Sliptest Australia Pty Ltd,,,,,,,,,,72599.0,Inv 91 Stripe,13/10/2023,13/10/2023,$600.00,IC004,Calibration-Tortus,1.0,600.0000,0%,43003.0,GST on Income,60.00,,,,,,,
 Zerofal Ltd,,,,,,,,,,72621.0,Stripe Inv 93-2023,15/10/2023,15/10/2023,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Zerofal Ltd,,,,,,,,,,72621.0,Stripe Inv 93-2023,15/10/2023,15/10/2023,$115.00,TC003,Tortus Slider (Pack of 6),1.0,115.0000,0%,43003.0,GST on Income,11.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72621.0,Stripe Inv 93-2023,15/10/2023,15/10/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Sliptest Victoria Pty Ltd,,,,,,,,,,72637.0,,17/10/2023,17/10/2023,$190.00,WL007,Pendulum Base Block,1.0,190.0000,0%,43003.0,GST on Income,19.00,,,,,,,
 Sliptest Victoria Pty Ltd,,,,,,,,,,72637.0,,17/10/2023,17/10/2023,$190.00,,Freight Charge,1.0,35.0,0,,GST,0,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,72641.0,Stripe Inv-94-2023,17/10/2023,17/10/2023,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Department of Transport and Main Roads,,,,,,,,,,72663.0,Inv 95 Stripe,20/10/2023,20/10/2023,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72671.0,Inv 96 Stripe,20/10/2023,20/10/2023,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 STMW Slip Testing Services,,,,,,,,,,72707.0,Inv 97 Stripe,24/10/2023,24/10/2023,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 InterSafe,,,,,,,,,,72714.0,Inv 98 Stripe,24/10/2023,24/10/2023,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 InterSafe,,,,,,,,,,72714.0,Inv 98 Stripe,24/10/2023,24/10/2023,$90.00,TC004,Slider Backing Plate,2.0,45.0000,0%,43003.0,GST on Income,9.00,,,,,,,
 Zerofal Ltd,,,,,,,,,,72727.0,Invoice #99 Stripe,24/10/2023,24/10/2023,$600.00,IC004,Calibration-Tortus,1.0,600.0000,0%,43003.0,GST on Income,60.00,,,,,,,
 Unimat Pty Ltd,,,,,,,,,,72748.0,Inv 100 Stripe,26/10/2023,26/10/2023,$270.00,TC004,Slider Backing Plate,6.0,45.0000,0%,43003.0,GST on Income,27.00,,,,,,,
 Unimat Pty Ltd,,,,,,,,,,72748.0,Inv 100 Stripe,26/10/2023,26/10/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Multiple Services,,,,,,,,,,72756.0,Inv 101 Stripe,30/10/2023,30/10/2023,$22.00,M023,Munro Pendulum Felt Friction R,2.0,11.0000,0%,43003.0,GST on Income,2.20,,,,,,,
 Multiple Services,,,,,,,,,,72756.0,Inv 101 Stripe,30/10/2023,30/10/2023,$35.00,WL004,Pendulum High Friction Feet,1.0,35.0000,0%,43003.0,GST on Income,3.50,,,,,,,
 Multiple Services,,,,,,,,,,72756.0,Inv 101 Stripe,30/10/2023,30/10/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,72786.0,,02/11/2023,02/11/2023,$217.00,M031,Foot Spring Pivot Assembly,1.0,217.0000,0%,43003.0,GST on Income,21.70,Job,9005-Equipment Sale- AU,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,72786.0,,02/11/2023,02/11/2023,$131.14,M005,Munro Levelling Feet Asse-Scre,1.0,131.1400,0%,43003.0,GST on Income,13.11,Job,9005-Equipment Sale- AU,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,72786.0,,02/11/2023,02/11/2023,$30.80,M030,Pendulum Foot Under Plate,1.0,30.8000,0%,43003.0,GST on Income,3.08,Job,9005-Equipment Sale- AU,,,,,
 Frontline Support Pty Ltd,,,,,,,,,,72786.0,,02/11/2023,02/11/2023,$625.00,IC003,Equipment Repair- Labour (1hr),5.0,125.0000,0%,43003.0,GST on Income,62.50,Job,9005-Equipment Sale- AU,,,,,
 Unimat Pty Ltd,,,,,,,,,,72787.0,Inv 102 Stripe,02/11/2023,02/11/2023,$135.00,WL010,Levelling Feet Assembly,3.0,45.0000,0%,43003.0,GST on Income,13.50,,,,,,,
 Unimat Pty Ltd,,,,,,,,,,72787.0,Inv 102 Stripe,02/11/2023,02/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72788.0,Inv 103 Stripe,02/11/2023,02/11/2023,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72788.0,Inv 103 Stripe,02/11/2023,02/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72789.0,Inv 104 Stripe,02/11/2023,02/11/2023,$315.00,TC001,Slider 96 (4S) Rubber Sliders,3.0,105.0000,0%,43003.0,GST on Income,31.50,,,,,,,
 Zerofal Ltd,,,,,,,,,,72789.0,Inv 104 Stripe,02/11/2023,02/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 All Slip Solutions,,,,,,,,,,72790.0,Inv 105 Stripe,02/11/2023,02/11/2023,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 All Slip Solutions,,,,,,,,,,72790.0,Inv 105 Stripe,02/11/2023,02/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72799.0,,03/11/2023,03/11/2023,$64.00,WL058,WammaLab Lifting Arm Cover Pla,1.0,64.0000,0%,43003.0,GST on Income,6.40,Job,9005-Equipment Sale- AU,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72799.0,,03/11/2023,03/11/2023,$350.00,WL032,Pendulum Slider Lifting Arm,1.0,350.0000,0%,43003.0,GST on Income,35.00,Job,9005-Equipment Sale- AU,,,,,
 Coating Management Solutions,,,,,,,,,,72813.0,Inv 106 Stripe,06/11/2023,06/11/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Coating Management Solutions,,,,,,,,,,72813.0,Inv 106 Stripe,06/11/2023,06/11/2023,$105.00,TC002,Slider 55 (TRL) Rubber Slider,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 Coating Management Solutions,,,,,,,,,,72813.0,Inv 106 Stripe,06/11/2023,06/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Millennium (WA) PTY LTD,,,,,,,,,,72849.0,Invoice 107 Stripe,08/11/2023,08/11/2023,$650.00,IC004,Calibration-Tortus,1.0,650.0000,0%,43003.0,GST on Income,65.00,,,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72850.0,Cr invoice 00072799,08/11/2023,08/11/2023,-$64.00,WL058,WammaLab Lifting Arm Cover Pla,-1.0,64.0000,0%,43003.0,GST on Income,-6.40,Job,9005-Equipment Sale- AU,,,,,
 EIC Laboratory & Testing,,,,,,,,,,72850.0,Cr invoice 00072799,08/11/2023,08/11/2023,-$350.00,WL032,Pendulum Slider Lifting Arm,-1.0,350.0000,0%,43003.0,GST on Income,-35.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,72857.0,Inv 109 Stripe,09/11/2023,09/11/2023,"$1,275.00",IC001,Calibration Pendulum,1.0,"1,275.0000",0%,43003.0,GST on Income,127.50,,,,,,,
 Daniels Associates,,,,,,,,,,72892.0,,14/11/2023,14/11/2023,$160.00,WL018,WammaLab Pointer Ring,1.0,160.0000,0%,43003.0,GST on Income,16.00,Job,9005-Equipment Sale- AU,,,,,
 Daniels Associates,,,,,,,,,,72892.0,,14/11/2023,14/11/2023,$150.00,WL021,WammaLab Pendulum Pointer,1.0,150.0000,0%,43003.0,GST on Income,15.00,Job,9005-Equipment Sale- AU,,,,,
 Daniels Associates,,,,,,,,,,72892.0,,14/11/2023,14/11/2023,$23.00,F020,WL Pen Nylon Screw ,2.0,11.5000,0%,43003.0,GST on Income,2.30,Job,9005-Equipment Sale- AU,,,,,
 Daniels Associates,,,,,,,,,,72892.0,,14/11/2023,14/11/2023,$40.00,SF003,Shipping Fee S2,1.0,40.0000,0%,43003.0,GST on Income,4.00,Job,9005-Equipment Sale- AU,,,,,
 QED Environmental Services,,,,,,,,,,72941.0,Inv 110,21/11/2023,21/11/2023,$525.00,TC001,Slider 96 (4S) Rubber Sliders,5.0,105.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 QED Environmental Services,,,,,,,,,,72941.0,Inv 110,21/11/2023,21/11/2023,$525.00,TC002,Slider 55 (TRL) Rubber Slider,5.0,105.0000,0%,43003.0,GST on Income,52.50,,,,,,,
 QED Environmental Services,,,,,,,,,,72941.0,Inv 110,21/11/2023,21/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 All Slip Solutions,,,,,,,,,,72955.0,Inv 111 Stripe,23/11/2023,23/11/2023,$105.00,TC001,Slider 96 (4S) Rubber Sliders,1.0,105.0000,0%,43003.0,GST on Income,10.50,,,,,,,
 All Slip Solutions,,,,,,,,,,72955.0,Inv 111 Stripe,23/11/2023,23/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73003.0,Inv 112 Stripe,29/11/2023,29/11/2023,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73003.0,Inv 112 Stripe,29/11/2023,29/11/2023,$180.00,TC004,Slider Backing Plate,4.0,45.0000,0%,43003.0,GST on Income,18.00,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73003.0,Inv 112 Stripe,29/11/2023,29/11/2023,$50.00,TC006,Verif- 3M Pink Lap Film (P 10 ,1.0,50.0000,0%,43003.0,GST on Income,5.00,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73003.0,Inv 112 Stripe,29/11/2023,29/11/2023,$20.00,TC005,Verif -P400 Paper(Pack of 10),1.0,20.0000,0%,43003.0,GST on Income,2.00,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73003.0,Inv 112 Stripe,29/11/2023,29/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Daniels Associates,,,,,,,,,,73028.0,INV 113 Stripe,30/11/2023,30/11/2023,$40.00,WL017,Pendulum Felt Friction Ring,2.0,20.0000,0%,43003.0,GST on Income,4.00,,,,,,,
 Daniels Associates,,,,,,,,,,73028.0,INV 113 Stripe,30/11/2023,30/11/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Beaumont Tiles,,,,,,,,,,73056.0,Inv 114 Stripe,05/12/2023,05/12/2023,$210.00,TC001,Slider 96 (4S) Rubber Sliders,2.0,105.0000,0%,43003.0,GST on Income,21.00,,,,,,,
 Beaumont Tiles,,,,,,,,,,73056.0,Inv 114 Stripe,05/12/2023,05/12/2023,$25.00,SF002,Shipping Fee S1,1.0,25.0000,0%,43003.0,GST on Income,2.50,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73075.0,Inv 115 Stripe,06/12/2023,06/12/2023,$420.00,TC001,Slider 96 (4S) Rubber Sliders,4.0,105.0000,0%,43003.0,GST on Income,42.00,,,,,,,
 Skheme Pty Ltd,,,,,,,,,,73075.0,Inv 115 Stripe,06/12/2023,06/12/2023,$55.00,M036,Slider Distance Measuring Tool,1.0,55.0000,0%,43003.0,GST on Income,5.50,,,,,,,
