*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,Exchange Rate
 Prompcorp Management Pty Ltd,,,,,,,,,,70379,WB1157403,05/01/2023,05/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Blakes Crossing. Testing performed 13/12/2022. Order #WB1157403,1,560.00,,43000,GST on Income,56.00,,,,,,,
 Prompcorp Management Pty Ltd,,,,,,,,,,70380,WB1157404,05/01/2023,05/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Walkerville. Testing performed 12/12/2022. Order #WB1157404,1,560.00,,43000,GST on Income,56.00,,,,,,,
 Indooroopilly Junction Partnership,,,,,,,,,,70381,,05/01/2023,05/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Indooroopilly Junction. Testing performed 5-01-2023\r\n,1,380.00,,43000,GST on Income,38.00,Job,1392-Indooroopilly Junction SC,,,,,
 M & G Management Services,,,,,,,,,,70382,,05/01/2023,05/01/2023,,,Provide annual wet slip resistance measurement and report for Sherwood Central. Testing performed 5-01-2023. ,1,370.00,,43000,GST on Income,37.00,Job,1497-02-Sherwood Central,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,70383,W10239478,05/01/2023,05/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Mt Warren Park Shopping Centre. Testing performed 5-01-2023. Purchase Order W10239478,1,435.00,,43000,GST on Income,43.50,,,,,,,
 Fabcot Pty Limited,,,,,,,,,,70384,CWO0522593,06/01/2023,06/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Bannockburn Village. Testing performed 5-01-2023. Purchase Order CWO0522593,1,475.00,,43000,GST on Income,47.50,,,,,,,
 Gathergood Brothers Pty Ltd ATF Pimpama,,,,,,,,,,70385,PO5895654_243924,06/01/2023,06/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Pimpama Junction. Testing performed 5-01-2023. Purchase Order PO5895654_243924,1,395.00,,43000,GST on Income,39.50,Job,1437-74-Pimpama Junction,,,,,
 Ardent Leisure Limited,,,,,,,,,,70386,463931,06/01/2023,06/01/2023,,,Provide monthly wet slip resistance measurement and report for Dreamworld (Standard). Testing performed 5-01-2023. Purchase Order 463931,1,450.00,,43000,GST on Income,45.00,Job,1409-01-Dreamworld,,,,,
 Hachma International Australia Pty Ltd,,,,,,,,,,70388,,06/01/2023,06/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for The Mark Shopping Centre. Testing performed 6-01-2022. ,1,495.00,,43000,GST on Income,49.50,Job,1423-01-The Mark S-C,,,,,
 Monte Carlo-CTS 11083,,,,,,,,,,70389,,06/01/2023,06/01/2023,,,Provide 6 monthly dry slip resistance measurement and report for Monte Carlo Sun Resort. Testing performed 6-01-2023. ,1,275.00,,43000,GST on Income,27.50,Job,1429-Monte Carlo,,,,,
 Central Fair Shopping Centre Pty Ltd,,,,,,,,,,,,,,,,.,1,,,,BAS Excluded,,,,,,,,
 Cleveland QLD 4163,,,,,,,,,,,Provide annual wet slip resistance measurement and report for Gympie Southside Shopping Centre. Testing performed 3-01-2023. Purchase Order KMBG 0231,P,P,,,1008-02,1,Sale; Central Fair Shopping Centre Pty Ltd,,,BAS Excluded,.00,,,,,0,,31
 Springmount Services Pty Ltd,,,,,,,,,,70391,PQ017175,09/01/2023,09/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Hinkler Central. Testing performed 03-01-2022. Purchase order PQ017175,1,700.00,,43000,GST on Income,70.00,,,,,,,
 Bayton Property Services,,,,,,,,,,,,,,,,.,1,,,,BAS Excluded,,,,,,,,
 BANYO QLD 4014,,,,,,,,,,,P,,,,,380.00,1,,,1381-02,BAS Excluded,N-T,,,,,2,,0
 Station Square Shopping Centre,,,,,,,,,,,,,,,,.,1,,,,BAS Excluded,,,,,,,,
 Maryborough Qld 4650,,,,,,,,,,,P,,,,,300.00,1,,,1483,BAS Excluded,N-T,,,,,2,,0
 Primewest Diversified Income Trust No 3,,,,,,,,,,,,,,,,.,1,,,,BAS Excluded,,,,,,,,
 Sydney NSW 2000,,,,,,,,,,B,43000,Provide annual wet slip resistance measurement and report for Primewest Rockhampton. Testing performed 4-01-2023. Purchase Order A45018_2300002,Provide annual wet slip resistance measurement and report for Primewest Rockhampton. Testing performed 4-01-2023. Purchase Order A45018_2300002,,,.,1,,,Sale; Primewest Diversified Income Trust No 3,BAS Excluded,I,,,,,31,,0
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,70396,W10239491,09/01/2023,09/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Kirkwood Shopping Centre. Testing performed on 04-01-2023. Work Order Number W10239491,1,595.00,,43000,GST on Income,59.50,Job,1325-36-Kirkwood SC,,,,,
 Central Queensland Hospital & Health Service,,,,,,,,,,70397,4302652056,09/01/2023,09/01/2023,,,Provide special request wet slip resistance measurement and report for Rockhampton Hospital. Testing performed on 05-01-2023. Purchase Order Number: 4302652056. Testing requested by John Weir,1,525.00,,43001,GST on Income,52.50,Job,4005-Specials -  RQLD,,,,,
 Fabcot Pty Limited,,,,,,,,,,70398,CWO0524315,09/01/2023,09/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Chermside Marketplace. Testing performed 4-01-2023. Purchase Order CWO0524315,1,425.00,,43000,GST on Income,42.50,Job,1369-31-Chermside Marketplace,,,,,
 Alceon Group No56 Pty Ltd ATF ,,,,,,,,,,70399,PO5894304_243924,09/01/2023,09/01/2023,,,Provide special request wet slip resistance measurement and report for 45-55 Dawson Road Gladstone.Testing performed 04-01-2023. Purchase Order Number PO5894304_243924. Testing requested by Wikus Van Tonder.,1,845.00,,43001,GST on Income,84.50,Job,4005-Specials -  RQLD,,,,,
 Alceon Group No56 Pty Ltd ATF ,,,,,,,,,,70400,PO5894317_01_243924,09/01/2023,09/01/2023,,,"Provide special request wet slip resistance measurement and report for 57-69 Dawson Road, Gladstone. Testing performed on 04-01-2023. Purchase Order Number PO5894317_01_243924. Testing requested by Wikus Van Tonder.",1,545.00,,43001,GST on Income,54.50,Job,4005-Specials -  RQLD,,,,,
 Trident Services Australia,,,,,,,,,,70401,TSC-PO 0011587,09/01/2023,09/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Cairns Central. Testing performed 06-01-2023. Purchase order TSC-PO 0011587,1,600.00,,43000,GST on Income,60.00,,,,,,,
 SECUREclean (QLD) Pty Ltd,,,,,,,,,,70402,CLQPO0010963,10/01/2023,10/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Brisbane Airport Domestic. Testing performed 05-01-2023. Purchase order CLQPO0010963,1,595.00,,43000,GST on Income,59.50,,,,,,,
 SB Investments Australia Pty Ltd,,,,,,,,,,70403,438-2200002,10/01/2023,10/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for City Centre Plaza. Testing performed 4-01-2023. Purchase Order 438-2200002,1,500.00,,43000,GST on Income,50.00,Job,1352-02-City Centre Plaza,,,,,
 McConaghy Shopping Centres,,,,,,,,,,70405,,10/01/2023,10/01/2023,,,Provide 3 monthly dry slip resistance measurement and report for Biloela Shoppingworld. Testing performed 5-01-2023.,1,345.00,,43000,GST on Income,34.50,Job,1451-03-Biloela Shoppingworld,,,,,
 Dimeo Management Services Pty Ltd,,,,,,,,,,70406,,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 199 Grey Street. Testing performed 10-01-2023. ,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Region Group Re Ltd,,,,,,,,,,70387,W10239480,06/01/2023,06/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Greenbank Shopping Centre. Testing performed 6-01-2023. Purchase Order W10239480,1,450.00,,43000,GST on Income,45.00,Job,1325-45-Greenbank Shopping Centre,,,,,
 Centre Management - Gracemere SW,,,,,,,,,,70407,,10/01/2023,10/01/2023,,,Provide 3 monthly wet slip resistance measurement and report for Gracemere Shoppingworld. Testing performed 5-01-2023.,1,340.00,,43000,GST on Income,34.00,Job,1451-04-Gracemere Shoppingworld,,,,,
 Waters Edge Apartments CTS 35022,,,,,,,,,,70409,,10/01/2023,10/01/2023,,,Provide annual wet slip resistance measurement and report for Waters Edge Apartments. Testing performed 06-01-2023.,1,475.00,,43000,GST on Income,47.50,Job,1083-01-Waters Edge Apartments,,,,,
 Fabcot Pty Limited,,,,,,,,,,70410,CWO0524536,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Northside Plaza. Testing performed 5-01-2023. Purchase Order CWO0524536,1,600.00,,43000,GST on Income,60.00,Job,1369-32-Northside Plaza,,,,,
 Trident Services Australia,,,,,,,,,,70411,TSC-PO 004583,10/01/2023,10/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Smithfield Shopping Centre. Testing performed 05-01-2023. Purchase order TSC-PO 004583,1,600.00,,43000,GST on Income,60.00,,,,,,,
 Signature Floorcoverings Pty Ltd,,,,,,,,,,70412,,10/01/2023,10/01/2023,,,"Provide special request wet resistance measurement and report for the following samples. Testing performed 10/01/2023. Testing requested by Liam Cramer.\r\n - Digita Printed Carpet Tile, Green, Carpet, 20x20cm",1,150.00,,43002,GST on Income,15.00,Job,8005-Product Class- AU,,,,,
 Sentinel DFO Cairns Pty Ltd ATF Sentinel,,,,,,,,,,70413,SO7134890_243924,10/01/2023,10/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for DFO Cairns. Testing performed 6-01-2023. Purchase Order SO7134890_243924,1,640.00,,43000,GST on Income,64.00,Job,1437-06-DFO Cairns,,,,,
 My Floor Flooring Solutions,,,,,,,,,,70414,,10/01/2023,10/01/2023,,,Provide special request wet slip resistance measurement and report for St Peters Lutheran College. Testing performed on 10-01-2023. Testing requested by Lauren Kershaw,1,675.00,,43001,GST on Income,67.50,Job,4004-Specials - SEQ,,,,,
 COEN Composite Wood,,,,,,,,,,70415,,10/01/2023,10/01/2023,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 10/01/2022. Testing requested by Craig.\r\n - Gen 1 Charcoal, Black, Composite Decking, 14x31cm\r\n - Gen 2 Marine Tech, Dark Brown, Composite Decking, 14x31cm",1,300.00,,43002,GST on Income,30.00,Job,8005-Product Class- AU,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,70416,W10239477,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Brookwater. Testing performed 9-01-2023. Purchase Order W10239477,1,525.00,,43000,GST on Income,52.50,Job,1325-47-Woolworths Brookwater,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,70417,W10239534,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Woolworths Collingwood Park. Testing performed 9-01-2023. Purchase Order W10239534,1,510.00,,43000,GST on Income,51.00,,,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,70418,3144020,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 111 George Street. Testing performed 9-01-2023. Purchase Order 0003144020,1,520.00,,43000,GST on Income,52.00,Job,1435-12-111 George St,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,70419,3146117,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 33 Charlotte Street. Testing performed 9-01-2023. Purchase Order 0003146117,1,520.00,,43000,GST on Income,52.00,Job,1435-13-33 Charlotte St,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,70420,3142779,10/01/2023,10/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 63 George Street. Testing performed 9-01-2023. Purchase Order 0003142779,1,520.00,,43000,GST on Income,52.00,Job,1435-09-63 George St,,,,,
 MPG Funds Management,,,,,,,,,,70421,MINJ-SLIP,10/01/2023,10/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Tweed Hub. Testing performed 10-01-2023. Purchase Order MINJ-SLIP,1,435.00,,43000,GST on Income,43.50,Job,1299-Tweed Hub,,,,,
 Trident Services Australia,,,,,,,,,,70422,TSC-PO 004861,10/01/2023,10/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Tweed City Shopping Centre. Testing performed 10-01-2023. Purchase order TSC-PO 004861,1,600.00,,43000,GST on Income,60.00,Job,1010-09-Tweed City Shopping Centre,,,,,
 I.S.P.T Pty Limited,,,,,,,,,,70423,W10240142,11/01/2023,11/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for 155 Queen Street. Testing performed 9-01-2023. Purchase Order W10240142,1,510.00,,43000,GST on Income,51.00,,,,,,,
 I.S.P.T Pty Limited,,,,,,,,,,70424,W10240161,11/01/2023,11/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for 170 Queen Street. Testing performed 9-01-2023. Purchase Order W10240161,1,510.00,,43000,GST on Income,51.00,Job,1435-19-170 Queen Street,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,70425,WO004871,11/01/2023,11/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Bell Central. Testing performed 10-01-2023. Purchase Order WO004871,1,450.00,,43000,GST on Income,45.00,Job,1049-06-Bell Central,,,,,
 SAS Trustee Corporation,,,,,,,,,,70426,PO254665,11/01/2023,11/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Smithfield Shopping Centre. Testing performed 5-01-2023. Purchase Order PO254665,1,700.00,,43000,GST on Income,70.00,,,,,,,
 Logan Village Shopping Centre Trust,,,,,,,,,,70427,WO004901,11/01/2023,11/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Logan Village. Testing performed 11-01-2023. Purchase Order WO004901,1,450.00,,43000,GST on Income,45.00,,,,,,,
 M & G Management Services,,,,,,,,,,70428,,11/01/2023,11/01/2023,,,Provide 3 monthly wet slip resistance measurement and report for Paddington Central. Testing performed 11-01-2023. ,1,235.00,,43000,GST on Income,23.50,Job,1497-01-Paddington Central,,,,,
 M & G Management Services,,,,,,,,,,70428,,11/01/2023,11/01/2023,,,Provide special request wet slip resistance measurement and report for Paddington Central. Test requested by Jackie.,1,125.00,,43001,GST on Income,12.50,Job,1497-01-Paddington Central,,,,,
 Shopping Centres Australasia Property Group Re Ltd,,,,,,,,,,70429,W10239476,11/01/2023,11/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 79 Boundary Street West End. Testing performed 11-01-2023. Purchase Order W10239476,1,510.00,,43000,GST on Income,51.00,,,,,,,
 Dimeo Management Services Pty Ltd,,,,,,,,,,70430,,11/01/2023,11/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 153 Little Stanley (Stanley House). Testing performed 11-01-2023. ,1,575.00,,43000,GST on Income,57.50,,,,,,,
 Elanor Investment Nominees Pty Limited,,,,,,,,,,70431,AU01626972,11/01/2023,11/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 96 Mt Gravatt Capalaba Road. Testing performed 11-01-2023. Purchase Order AU01626972,1,525.00,,43000,GST on Income,52.50,Job,1435-02-96 Mt Gravatt Capalaba Road,,,,,
 Tattersall's Club,,,,,,,,,,70432,28388,12/01/2023,12/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Tattersall's Club Arcade. Testing performed 9-12-2022. Purchase Order 28388,1,570.00,,43000,GST on Income,57.00,Job,1461-Tattersalls Club Arcade,,,,,
 GH & LM Yuen Pty Ltd ATF The Gum Hoy,,,,,,,,,,70433,SO7132332_243924,12/01/2023,12/01/2023,,,Provide 3 monthly wet slip resistance measurement and report for Calamvale Marketplace. Testing performed 11-01-2023. Purchase Order SO7132332_243924,1,360.00,,43000,GST on Income,36.00,Job,1437-48-Calamvale Marketplace,,,,,
 NRG Cleaners,,,,,,,,,,70434,UNSW LX ST,12/01/2023,12/01/2023,,,Provide special request wet and dry slip resistant measurement and report for UNSW Kensington. Testing performed 11/01/2023. Purchase Order Number UNSW LC ST. Testing requested by Hunter Kao.,1,600.00,,43001,GST on Income,60.00,Job,4008-Specials - SYD,,,,,
 Charter Hall Real Estate Management Services,,,,,,,,,,70435,PO5894190_243924,12/01/2023,12/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 40 Tank Street. Testing performed 12-01-2023. Purchase Order PO5894190_243924,1,575.00,,43000,GST on Income,57.50,,,,,,,
 The Body Corporate of North Point CTS 7575,,,,,,,,,,70436,335-A,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Northpoint Brisbane. Testing performed 12-01-2023. Purchase Order 335-A,1,425.00,,43000,GST on Income,42.50,Job,1531-Northpoint Brisbane,,,,,
 SECUREclean (QLD) Pty Ltd,,,,,,,,,,70437,CLQPO0011013,13/01/2023,13/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for The Pines. Testing performed 10-01-2023. Purchase Order CLQPO0011013,1,655.00,,43000,GST on Income,65.50,Job,1425-04-The Pines,,,,,
 Q1 Body Corporate CTS 34498,,,,,,,,,,70438,RBC-1292,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Q1 Resort & Spa. Testing performed 12-01-2023. Purchase Order RBC-1292,1,675.00,,43000,GST on Income,67.50,,,,,,,
 Clarence Property Diversified Fund,,,,,,,,,,70439,WO004882,13/01/2023,13/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 183 Varsity Parade. Testing performed 12-01-2023. Purchase Order WO004882,1,600.00,,43000,GST on Income,60.00,Job,1049-07-183 Varsity Parade,,,,,
 Owners Corp. SP 17747,,,,,,,,,,70440,M-WO 110,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Park House. Testing performed 11-01-2023. Purchase Order M-WO 110,1,500.00,,43000,GST on Income,50.00,Job,513-01-Park House,,,,,
 QIC Private Capital Pty Ltd &,,,,,,,,,,70441,3147713,13/01/2023,13/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for 30-54 Mary Street. Testing performed 12-01-2023. Purchase Order 0003147713,1,520.00,,43000,GST on Income,52.00,Job,1435-14-30-54 Mary St,,,,,
 Sunprop Pty Limited ATF Sunprop Trust,,,,,,,,,,70442,AU01616350,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 110 Eagle Street. Testing performed 12-01-2023. Purchase Order AU01616350,1,600.00,,43000,GST on Income,60.00,Job,1435-22-110 Eagle Street,,,,,
 Oracle Retail Pty Ltd,,,,,,,,,,70444,3210916,13/01/2023,13/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Oracle Retail. Testing performed 12-01-2023. Purchase Order 0003210916,1,610.00,,43000,GST on Income,61.00,Job,1435-27-Oracle Retail,,,,,
 Blaze Projects,,,,,,,,,,70445,93 Jonson St Bayron Bay ,13/01/2023,13/01/2023,,,Provide special request wet slip resistance measurement and report for Bombay to Byron. Testing performed 13-01-2023. Purchase Order Number: 93 Jonson Street Byron Bay. Testing requested by Brett Stinson.,1,550.00,,43001,GST on Income,55.00,Job,4009-Specials - RNSW,,,,,
 Blaze Projects,,,,,,,,,,70446,74 Ballina Street Lennox Head ,13/01/2023,13/01/2023,,,Provide special request wet slip resistance measurement and report for Lennox Pizza. Testing performed 13-01-2023. Purchase Order Number: 74 Ballina Street Lennox Head. Testing requested by Brett Stinson.,1,550.00,,43001,GST on Income,55.00,Job,4009-Specials - RNSW,,,,,
 Trosa AusProp Pty Ltd ATF Trosa AusProp,,,,,,,,,,70447,PO5919570_243924,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 757 Ann Street. Testing performed 13-01-2023. Purchase Order PO5919570_243924,1,725.00,,43000,GST on Income,72.50,Job,1437-63-757 Ann Street,,,,,
 Blaze Projects,,,,,,,,,,70448,106 Tamar Street Ballina,13/01/2023,13/01/2023,,,Provide special request wet slip resistance measurement and report for HNC Ballina. Testing performed 13-01-2023. Purchase Order Number: 106 Tamar Street Ballina. Testing requested by Brett Stinson.,1,550.00,,43001,GST on Income,55.00,Job,4008-Specials - SYD,,,,,
 Arkadia Aspley Pty Ltd,,,,,,,,,,70449,1890,13/01/2023,13/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Homemaker Centre Aspley. Testing performed 13-01-2023. Purchase Order 1890,1,925.00,,43000,GST on Income,92.50,Job,1013-01-Homemaker Centre Aspley,,,,,
 APT Rhodes F Unit Trust,,,,,,,,,,70450,4900033367,16/01/2023,16/01/2023,,,Provide special request wet slip resistance measurement and report for Rhodes Corporate Park. Testing performed 11-01-2023. Testing requested by Anthony Trpcevski. Purchase Order 4900033367,1,375.00,,43001,GST on Income,37.50,Job,500-03-Rhodes Corporate Park,,,,,
 Christchurch City Council,,,,,,,,,,70451,,16/01/2023,16/01/2023,,,Provide special requuest wet slip resistance measurement and report for Christchurch City Council Civic Offices. Testing performed 11-01-2023. Testing requested by Chris Jupp. ,1,395.00,,42300,BAS Excluded,.00,Job,4100-ISTS Ltd (NZ),,,,,
 ISPT Pty Ltd (Mill Park Lakes VIC),,,,,,,,,,70453,W10227988,16/01/2023,16/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Mill Park Lakes. Testing performed 9-01-2023. Purchase Order W10227988,1,675.00,,43000,GST on Income,67.50,,,,,,,
 Compass A/P Processing,,,,,,,,,,70454,REQ0273873,16/01/2023,16/01/2023,,,Provide 3 monthly wet and dry slip resistance measurement and report for Qantas Club Cairns. Testing performed 05-01-2023. Purchase order REQ0273873,1,505.00,,43000,GST on Income,50.50,Job,1700-01-Qantas Club Cairns,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,70455,W10120590,16/01/2023,16/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Hawthorn East. Testing performed 10-01-2023. Purchase Order W10120590,1,575.00,,43000,GST on Income,57.50,Job,213-08-Home Co Hawthorn East,,,,,
 Qudos Bank Arena,,,,,,,,,,70456,REQ008496,16/01/2023,16/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Qudos Bank Arena. Testing performed 12-01-2023. Purchase order REQ008496,1,700.00,,43000,GST on Income,70.00,Job,527-01-Qudos Bank Arena,,,,,
 HomeCo Daily Needs REIT,,,,,,,,,,70457,W10120583,17/01/2023,17/01/2023,,,Provide 4 monthly wet and dry slip resistance measurement and report for Home Co Keysborough. Testing performed 10-01-2023. Purchase Order W10120583,1,575.00,,43000,GST on Income,57.50,Job,213-11-Home Co Keysborough,,,,,
 Johnson Tiles,,,,,,,,,,70458,100067,17/01/2023,17/01/2023,,,"Provide special request wet slip resistance measurement and report for the following samples. Testing performed 17-01-2023.  PO-100067. Testing requested by Kurt Way.\r\n- Milano Grigio, 30MA03, Light Grey Tile 30x30cm\r\n- Toscano Slate 30TS03, Dark Grey Tiles 30x30cm",1,300.00,,43002,GST on Income,30.00,Job,8006-Product Class.- NZ,,,,,
 I.S.P.T. PTY LIMITED,,,,,,,,,,70459,W10188435,17/01/2023,17/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 2 Julius Avenue. Testing performed 10-01-2023. Purchase Order W10188435,1,625.00,,43000,GST on Income,62.50,Job,625-09-2 Julius Avenue,,,,,
 I.S.P.T. PTY LIMITED,,,,,,,,,,70460,W10188421,17/01/2023,17/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 1 Julius Avenue. Testing performed 10-01-2023. Purchase Order W10188421,1,625.00,,43000,GST on Income,62.50,Job,625-21-1 Julius Avenue,,,,,
 Cirka Group Pty Ltd,,,,,,,,,,70461,156797,17/01/2023,17/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Goods Shed. Testing performed 12-01-2023. Purchase order 156797,1,640.00,,43000,GST on Income,64.00,Job,269-08-Goods Shed,,,,,
 SCA Metro Convenience Shopping Centre Fund,,,,,,,,,,70462,W10274214,17/01/2023,17/01/2023,,,Provide 6 monthly wet and dry slip resistance measurement and report for Berala Shopping Centre. Testing performed 11-01-2023. Purchase Order W10274214,1,600.00,,43000,GST on Income,60.00,Job,656-04-Berala Shopping Centre,,,,,
 Coles Group Pty Developments Ltd,,,,,,,,,,70452,TUR001_2200026,16/01/2023,16/01/2023,,,Provide annual wet slip resistance measurement and report for Turramurra Arcade (1259 Pacific Highway Turramurra). Testing performed 10-01-2023. Purchase Order TUR001_2200026 ,1,450.00,,43000,GST on Income,45.00,Job,501-01-Turramurra Arcade,,,,,
 ATO Dandenong,,,,,,,,,,70464,RSD-2200522,17/01/2023,17/01/2023,,,Provide annual wet and dry slip resistance measurement and report for ATO Building Dandenong. Testing performed 10-01-2023. Purchase Order RSD-2200522,1,525.00,,43000,GST on Income,52.50,Job,217-01-ATO Dandenong,,,,,
 Smith Street Consolidated Pty Ltd,,,,,,,,,,70465,CWO0516612,17/01/2023,17/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 20 Smith Street. Testing performed 11-01-2023. Purchase Order CWO0516612,1,535.00,,43000,GST on Income,53.50,,,,,,,
 Retail Projex,,,,,,,,,,70466,,17/01/2023,17/01/2023,,,Provide annual wet slip resistance measurement and report for 311-315 Parramatta Road Auburn. Testing performed 11-1-2023.,1,450.00,,43000,GST on Income,45.00,Job,601-02-311-315 Parramatta Rd Auburn,,,,,
 Kuehne Real Estate Australia Pty Ltd,,,,,,,,,,70467,AU01611492,17/01/2023,17/01/2023,,,Provide annual wet slip resistance measurement and report for 484 St Kilda Road. Testing performed 12-01-2023. Purchase Order AU01611492,1,460.00,,43000,GST on Income,46.00,Job,273-03-484 St Kilda Road,,,,,
 The Body Corporate for 84 Brisbane Road CTS 41362,,,,,,,,,,70468,,17/01/2023,17/01/2023,,,Provide annual wet and dry slip resistance measurement and report for 84 Brisbane Road. Testing performed 17-01-2023.,1,625.00,,43000,GST on Income,62.50,Job,1280-84 Brisbane Rd,,,,,
 Dreamweaver Pty Ltd ATF Weaver,,,,,,,,,,70469,PO5924515_243924,18/01/2023,18/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Mowbray. Testing performed 11-01-2023. Purchase Order PO5924515_243924,1,345.00,,43000,GST on Income,34.50,,,,,,,
 Sentinel Homemaker (Open Ended) Pty Ltd,,,,,,,,,,70470,PO5901073_243924,18/01/2023,18/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for The Centre at Springwood. Testing performed 16-01-2023. Purchase Order PO5901073_243924,1,425.00,,43000,GST on Income,42.50,Job,1437-51-The Centre at Springwood,,,,,
 Region Group Re Ltd,,,,,,,,,,70471,W10239479,18/01/2023,18/01/2023,,,Provide 6 monthly wet slip resistance measurement and report for Jimboomba Junction Shopping Centre. Testing performed 16-01-2023. Purchase Order W10239479,1,435.00,,43000,GST on Income,43.50,Job,1412-02-Jimboomba Junction,,,,,
 My Floor Flooring Solutions,,,,,,,,,,70472,,18/01/2023,18/01/2023,,,Provide special request wet slip resistance measurement and report for St Peters Lutheran College. Testing performed on 18-01-2023. Testing requested by Lauren Kershaw.,1,825.00,,43001,GST on Income,82.50,Job,4004-Specials - SEQ,,,,,
 Sofitel Wentworth,,,,,,,,,,70473,PR24472,18/01/2023,18/01/2023,,,Provide annual wet and dry slip resistance measurement and report for Sofitel Sydney Wentworth. Testing performed 12-01-2023. Purchase Order PR24472,1,645.00,,43000,GST on Income,64.50,,,,,,,
 Queensland Rail,,,,,,,,,,70474,4502618140,18/01/2023,18/01/2023,,,Provide special request wet slip resistance measurement and report for Ormeau Train Station. Testing performed 17-01-2023. Purchase Order Number 4502618140. Testing requested by Trent Collingwood ,1,"2,475.00",,43001,GST on Income,247.50,Job,4004-Specials - SEQ,,,,,
