Date,Amount,Description,Payee,Reference,Transaction type,Account Code,Tax,Bank,ITEM CODE,Currency rate,Tname,Toption,Tname 1,Toption1,Line Amount Type,Tax Amount,Currency Name
26/10/2023,6.07,Stripe,Stripe,tfr-2957,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/10/2023,23.1,Car washing in Sydney 923EL5,SMP IMO CAR WASH,TFR-2960,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.31,
30/10/2023,925.0,ISTS rent,ISTS rent,tfr-2964,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/10/2023,0.0,ISTS rent,ISTS rent,tfr-2964,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/10/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-2965,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
30/10/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-2966,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/10/2023,7000.0,Aust Tax Office,Aust Tax Office,tfr-2967,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/10/2023,5.98,Stripe,Stripe,Auto #tfr-2968,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
31/10/2023,8967.36,Superannuation October-2023,Quick Super,tfr-2970,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/10/2023,3000.0,Aust Tax Office,Aust Tax Office,tfr-2972,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/10/2023,1.88,Stripe,Stripe,tfr-2977,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
31/10/2023,9.0,ANZ Business One- Resident tax withold tax on interest paid,ANZ Business One,tfr-2978,SPEND,21106.0,BAS Excluded,11113.0,,,,,,,Exclusive,0.0,
31/10/2023,885.19,BOQ Finance 049DVY,BOQ Finance 049DVY,tfr-2979,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
31/10/2023,1841.55,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,184.15,
31/10/2023,1409.99,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,141.0,
31/10/2023,220.19,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61801.0,GST on Expenses,21002.0,,,,,,,Exclusive,22.02,
31/10/2023,661.58,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,62104.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
31/10/2023,16.8,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,60018.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.68,
31/10/2023,334.16,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,60101.0,GST on Expenses,21002.0,,,,,,,Exclusive,33.41,
31/10/2023,859.67,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61004.0,GST on Expenses,21002.0,,,,,,,Exclusive,85.96,
31/10/2023,298.38,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,29.84,
31/10/2023,682.92,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,68.29,
31/10/2023,139.68,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,13.97,
31/10/2023,89.66,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61304.0,GST on Expenses,21002.0,,,,,,,Exclusive,8.97,
31/10/2023,6961.68,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61501.0,GST on Expenses,21002.0,,,,,,,Exclusive,696.17,
31/10/2023,21.82,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61503.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.18,
31/10/2023,2933.96,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61504.0,GST on Expenses,21002.0,,,,,,,Exclusive,293.4,
31/10/2023,403.65,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,40.37,
31/10/2023,1994.1,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61506.0,GST on Expenses,21002.0,,,,,,,Exclusive,199.41,
31/10/2023,109.09,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61711.0,GST on Expenses,21002.0,,,,,,,Exclusive,10.91,
31/10/2023,137.95,October 2023 credit card expenses ,Mick and Technicians,tfr-2980,SPEND,61010.0,GST on Expenses,21002.0,,,,,,,Exclusive,13.79,
02/11/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-2987,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
02/11/2023,1500.0,Aust Tax Office,Aust Tax Office,tfr-2990,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
02/11/2023,424.24,ANZ Bank- Interest charged on purchases,ANZ Bank,tfr-2992,SPEND,60001.0,GST Free Expenses,21002.0,,,,,,,Exclusive,0.0,
03/11/2023,6.84,Stripe,Stripe,tfr-2993,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
03/11/2023,6.84,Stripe,Stripe,tfr-2994,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
03/11/2023,3.38,Stripe,Stripe,tfr-2995,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
03/11/2023,18.45,Car washing 728WLM,Hoppy's Handwash Cafe,tfr-2996,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.85,
06/11/2023,1009.0,Capital Input to ISTS UAE to help paym some upcoming expenses AED$2307.70 ,I S T S Safety Consultants L.L.C,tfr-2997,SPEND,21503.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/11/2023,925.0,ISTS rent,ISTS rent,tfr-3004,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/11/2023,0.0,ISTS rent,ISTS rent,tfr-3004,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/11/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3005,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
06/11/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3006,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/11/2023,2.81,Stripe,Stripe,tfr-3007,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
08/11/2023,4.83,Stripe,Stripe,tfr-3013,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
09/11/2023,12.82,Stripe,Stripe,tfr-3019,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
09/11/2023,12.82,Stripe colletion fee for refund of invoice # 00108-2023,Stripe,tfr-3020,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
09/11/2023,13.64,2  Energizer Max 9v,Woolworths Belmont WA,tfr-3022,SPEND,61704.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.36,
10/11/2023,20.91,Car washing 923EL5,Ampol Tempe,TFR-3030,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.09,
11/11/2023,659.51,Rental car in Dubai AED$61490.02,Aviss rent Dubai ,tfr-3031,SPEND,62807.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/11/2023,132.34,Staff incentives AED$299,Claw Crabshack Restarurant,tfr-3032,SPEND,62813.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/11/2023,176.6,Staff incentives AEd$399,Claw Crabshack Restarurant,tfr-3033,SPEND,62813.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/11/2023,168.99,Staff incentives AED$ ,Zero Gravity Restaurant,tfr-3034,SPEND,62813.0,GST on Expenses,21002.0,,,,,,,Exclusive,16.9,
11/11/2023,65.45,Taxi fare in Dubai AED$ 147.87,Uber ,tfr-3035,SPEND,62812.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/11/2023,16.24,Taxi fare in Dubai AED$36.70,Uber ,tfr-3036,SPEND,62812.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/11/2023,56.69,Taxi fare in Dubai AED$128.09,Uber,tfr-3037,SPEND,62812.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
12/11/2023,25.56,Taxi fare AED$ 57.76,Uber ,tfr-3038,SPEND,62812.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
12/11/2023,23.82,Taxi fare in Dubai AED$ 53.82,Uber,tfr-3039,SPEND,62812.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
13/11/2023,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-3040,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/11/2023,925.0,ISTS rent,ISTS rent,tfr-3042,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/11/2023,0.0,ISTS rent,ISTS rent,tfr-3042,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/11/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3043,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
13/11/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3044,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/11/2023,24.85,Stripe,Stripe,tfr-3045,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
13/11/2023,11.06,Parking in Dubai AED$ 25,One Cental parking Dubai,tfr-3046,SPEND,62809.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
14/11/2023,2000.0,Aust Tax Office,Aust Tax Office,tfr-3049,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
14/11/2023,68.76,Staff incentives AED $,Le Pain Quotidien CC 4348 Deira,tfr-3050,SPEND,62813.0,GST on Expenses,21002.0,,,,,,,Exclusive,6.88,
14/11/2023,64.09,Fuel on rental carAEd$145.08,Emarat,tfr-3051,SPEND,62808.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
14/11/2023,75.77,Parking aed$171.5,Hyatt Hotel,tfr-3052,SPEND,62809.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
15/11/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-3055,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/11/2023,3000.0,Aust Tax Office,Aust Tax Office,tfr-3057,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/11/2023,3000.0,Aust Tax Office,Aust Tax Office,tfr-3058,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/11/2023,30.88,Book Mi Vision AED$ 70,Dubai Duty Free,tfr-3060,SPEND,62821.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
15/11/2023,25.01,Rental car in Dubai AED$56.70,Avis Rent,tfr-3061,SPEND,62807.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
15/11/2023,2060.84,Accommodation Dubai for Mick and Carl AED$4672,Hyatt Hotels Dubai,tfr-3062,SPEND,62806.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
17/11/2023,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-3068,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
17/11/2023,15.71,Car washing 923EL5,SMP*IMO car wash Sydney,tfr-3069,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.57,
20/11/2023,925.0,ISTS rent,ISTS rent,tfr-3074,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/11/2023,0.0,ISTS rent,ISTS rent,tfr-3074,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/11/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3075,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
20/11/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3076,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
21/11/2023,16.64,Car washing to be sold 559 ZDV,Hoppys Car Wash,tfr-3077,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.66,
22/11/2023,820.3,Toyota Finance-  Instalment 469HZ3,Toyota Finance,tfr-3085,SPEND,21302.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
23/11/2023,834.84,This payment supposed to be for RAV 204IS2 but Mick made a mistake with the BPAY number,Toyota Finance 469HZ3,tfr-3086,SPEND,21302.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
23/11/2023,21.0,Stripe,Stripe,tfr-3093,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
23/11/2023,10.45,Car washing 923EL5,Circum WashMentone,tfr-3094,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.05,
27/11/2023,925.0,ISTS rent,ISTS rent,tfr-3102,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/11/2023,0.0,ISTS rent,ISTS rent,tfr-3102,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/11/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3103,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
27/11/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3104,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/11/2023,2.81,Stripe,Stripe,tfr-3105,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/11/2023,885.19,BOQ Finance 049DVY,BOQ Finance 049DVY,tfr-3106,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
29/11/2023,23.1,Car washinbg in Sudney 923EL5,SMP IMO CAR WASH SYDNEY,tfr-3112,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.31,
29/11/2023,5.91,Mick bought coffee wiht the wrong credit card. This tranfer was reimmbursed on 17/01/2024,Zen Barista Expresso,tfr-3113,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.59,
30/11/2023,9610.34,Superannuation November 2023,Quick Super,tfr-3115,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/11/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-3116,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/11/2023,2000.0,Aust Tax Office,Aust Tax Office,tfr-3120,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/11/2023,13.68,Stripe,Stripe,tfr-3122,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
30/11/2023,79.0,"Money transfer mistakenly to Grant MacVitie to ""reimburse fuel",Grant MacVitie,TFR-3123,SPEND,62001.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/11/2023,2211.28,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,221.13,
30/11/2023,1149.97,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,115.0,
30/11/2023,113.12,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61801.0,GST on Expenses,21002.0,,,,,,,Exclusive,11.31,
30/11/2023,460.06,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,62104.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/11/2023,16.8,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,60018.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.68,
30/11/2023,52.15,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,60101.0,GST on Expenses,21002.0,,,,,,,Exclusive,5.22,
30/11/2023,1061.8,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61004.0,GST on Expenses,21002.0,,,,,,,Exclusive,106.18,
30/11/2023,693.48,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,69.35,
30/11/2023,130.95,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,13.1,
30/11/2023,9.73,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61304.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.97,
30/11/2023,7446.63,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61501.0,GST on Expenses,21002.0,,,,,,,Exclusive,744.66,
30/11/2023,272.73,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61502.0,GST on Expenses,21002.0,,,,,,,Exclusive,27.27,
30/11/2023,7.27,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61503.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.73,
30/11/2023,3419.04,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61504.0,GST on Expenses,21002.0,,,,,,,Exclusive,341.9,
30/11/2023,210.58,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,21.06,
30/11/2023,1962.1,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61506.0,GST on Expenses,21002.0,,,,,,,Exclusive,196.21,
30/11/2023,290.51,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,62112.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
30/11/2023,54.17,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61705.0,GST on Expenses,21002.0,,,,,,,Exclusive,5.41,
30/11/2023,172.73,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61711.0,GST on Expenses,21002.0,,,,,,,Exclusive,17.27,
30/11/2023,136.8,Credit car expenses in November 2023,Mick and Technicians,tfr-3124,SPEND,61010.0,GST on Expenses,21002.0,,,,,,,Exclusive,13.68,
30/11/2023,9.0,ANZ Bank-+ Resident withold tax on interest paid,ANZ Bank,tfr-3125,SPEND,21106.0,BAS Excluded,11113.0,,,,,,,Exclusive,0.0,
03/12/2023,368.68,ANZ Bank- Interest charged on credit card purchases,ANZ Bank,tfr-3131,SPEND,60001.0,GST Free Expenses,21002.0,,,,,,,Exclusive,0.0,
04/12/2023,925.0,ISTS rent,ISTS rent,tfr-3134,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/12/2023,0.0,ISTS rent,ISTS rent,tfr-3134,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/12/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3135,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
04/12/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3136,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/12/2023,2000.0,Aust Tax Office,Aust Tax Office,tfr-3138,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
04/12/2023,1.55,Stripe,Stripe,tfr-3139,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
05/12/2023,13.44,Dumoin rubbish NZ$14,Kennards SelfStorage Auckland,tfr-3142,SPEND,62129.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
05/12/2023,17.32,Claibation engraving,Multione Auckland,tfr-3143,SPEND,62120.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
06/12/2023,4.83,Stripe,Stripe,tfr-3150,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
08/12/2023,1000.0,Aust Tax Office,Aust Tax Office,tfr-3159,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
08/12/2023,9.92,Stripe,Stripe,tfr-3160,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
08/12/2023,3000.0,Deposit new RAV4 estimated deliver June 2025,Servco Australia Morningside,tfr-3161,SPEND,11304.0,BAS Excluded,21002.0,,,,,,,Exclusive,0.0,
11/12/2023,1009.0,Capital input from ISTS Australia to ISTS UAE AED $2326.70,ISTS Safety Consultant,tfr-3162,SPEND,21503.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/12/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-3165,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/12/2023,925.0,ISTS rent,ISTS rent,tfr-3170,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/12/2023,0.0,ISTS rent,ISTS rent,tfr-3170,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
11/12/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3171,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
11/12/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3172,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
12/12/2023,31.82,Car cleanign products for 923EL5,Repco Penrith,tfr-3178,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,3.18,
13/12/2023,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-3179,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/12/2023,2000.0,Aust Tax Office,Aust Tax Office,tfr-3183,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
14/12/2023,2000.0,Aust Tax Office,Aust Tax Office,tfr-3186,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
14/12/2023,23.1,Car washing 923EL5 in Sydney,SMP *IMO Car wash,tfr-3189,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.31,
15/12/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-3191,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
15/12/2023,5000.0,Aust Tax Office,Aust Tax Office,tfr-3192,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/12/2023,10.0,ANZ Bank- Accounting servicing fee,ANZ Bank,tfr-3196,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
18/12/2023,3000.0,Transferred to Mick Walton Loan,No Name,tfr-3198,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/12/2023,925.0,ISTS rent,ISTS rent,tfr-3201,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/12/2023,0.0,ISTS rent,ISTS rent,tfr-3201,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/12/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3202,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
18/12/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3203,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
18/12/2023,7000.0,Aust Tax Office,Aust Tax Office,tfr-3204,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
21/12/2023,834.84,Toyota Finance 204IS2- Payment from November 2023 as there was a mistake with BPAY number,Toyota Finance 204IS2,tfr-3213,SPEND,21303.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
22/12/2023,2.0,car washing in Sydney 923EL5,SMP IMO car wash,tfr-3219,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.2,
22/12/2023,24.95,car washing in Sydney 923EL5,SMP IMO car wash,tfr-3219,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.5,
22/12/2023,820.3,Toyota Finance-  Instalment 469HZ3,Toyota Finance,tfr-3220,SPEND,21302.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
22/12/2023,834.84,Toyota Finance 204IS2,Toyota Finance 204IS2,tfr-3221,SPEND,21303.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
25/12/2023,87.27,Suspicious transaction made on Carl Kleinhaus credit card. Carl is investigating,Uber One Sydney,tfr-3222,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,8.73,
27/12/2023,925.0,ISTS rent,ISTS rent,tfr-3225,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/12/2023,0.0,ISTS rent,ISTS rent,tfr-3225,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/12/2023,636.36,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-3226,SPEND,62601.0,GST on Expenses,11111.0,,,,,,,Exclusive,63.64,
27/12/2023,625.0,Walton Global Rent Syd Apartment,Walton Global Rent Syd Apartment,tfr-3227,SPEND,62706.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/12/2023,5.5,Stripe- Charging fees stripe invoice #116  Multiple Services,Stripe,tfr-3229,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/12/2023,6.84,Stripe- Charging fees Stripe invoice #117 Zerofal,Stripe,tfr-3230,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/12/2023,885.19,BOQ Finance 049DVY,BOQ Finance 049DVY,tfr-3231,SPEND,21301.0,BAS Excluded,19001.0,,,,,,,Exclusive,0.0,
28/12/2023,38.71,Stripe- Terry's Epoxy fees chaged,Stripe,tfr-3232,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
28/12/2023,20.27,Car washing 861BK7,Hoppys HandWash Cafe,tfr-3233,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,2.03,
29/12/2023,24.85,Stripe charging fee Stripe invoice #119 Sliptest Victoria,Stripe,tfr-3236,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
29/12/2023,7.0,ANZ Bank- ANZ withold tax ,ANZ Bank,tfr-3237,SPEND,21106.0,BAS Excluded,11113.0,,,,,,,Exclusive,0.0,
29/12/2023,18.45,Car washing 923EL5,Hoppys HandWash Cafe,TFR-3238,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.85,
