*Code,*Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments
66360,Stationery & Consumables EA,Expense,GST on Expenses,,No,No,No
66365,Subscriptions & Memberships EA,Expense,GST on Expenses,,No,No,No
66370,Taxis East Asia,Expense,GST on Expenses,,No,No,No
66375,Telephone East Asia,Expense,GST on Expenses,,No,No,No
66376,Training North America,Expense,BAS Excluded,,No,No,No
66380,Website East Asia,Expense,GST on Expenses,,No,No,No
66446,Uniform - TRA,Expense,BAS Excluded,,No,No,No
66600,Travel Expenses East Asia,Expense,BAS Excluded,,No,No,No
66610,Airfares Domestic East Asia,Expense,GST on Expenses,,No,No,No
66620,Airfares International EA,Expense,BAS Excluded,,No,No,No
66630,Accommodation East Asia,Expense,GST on Expenses,,No,No,No
66640,Kilometres East Asia,Expense,BAS Excluded,,No,No,No
66650,Meals etc East Asia,Expense,GST on Expenses,,No,No,No
66660,Sundry Travel Expenses EA,Expense,GST on Expenses,,No,No,No
66700,Marketing & Development EA,Expense,BAS Excluded,,No,No,No
66705,Advertising East Asia,Expense,GST on Expenses,,No,No,No
66710,Airfares East Asia,Expense,GST on Expenses,,No,No,No
66715,Accommodation East Asia,Expense,GST on Expenses,,No,No,No
66720,Entertainment Client East Asia,Expense,GST on Expenses,,No,No,No
66725,Gifts Client East Asia,Expense,GST on Expenses,,No,No,No
66730,Legal Expenses East Asia,Expense,GST on Expenses,,No,No,No
66735,Meals East Asia,Expense,GST on Expenses,,No,No,No
66740,Parking East Asia,Expense,GST on Expenses,,No,No,No
66745,Printing East Asia,Expense,GST on Expenses,,No,No,No
66750,Research & Development EA,Expense,BAS Excluded,,No,No,No
66755,Stationery & Consumables EA,Expense,GST on Expenses,,No,No,No
66760,Taxis East Asia,Expense,GST on Expenses,,No,No,No
66765,Wages East Asia,Expense,BAS Excluded,,No,No,No
66770,Website East Asia,Expense,GST on Expenses,,No,No,No
67000,CENTRAL ASIA,Expense,BAS Excluded,,No,No,No
67300,General Expenses Central Asia,Expense,BAS Excluded,,No,No,No
67305,Advertising Central Asia,Expense,GST on Expenses,,No,No,No
67310,Archiving Central Asia,Expense,GST on Expenses,,No,No,No
67315,Couriers Central Asia,Expense,GST on Expenses,,No,No,No
67320,Entertainment Clients CA,Expense,GST on Expenses,,No,No,No
67325,Gifts Client Central Asia,Expense,GST on Expenses,,No,No,No
67330,Internet/Email Central Asia,Expense,GST on Expenses,,No,No,No
67335,Magazines & Periodicals CA,Expense,GST on Expenses,,No,No,No
67340,Parking Central Asia,Expense,GST on Expenses,,No,No,No
67345,Printing Central Asia,Expense,GST on Expenses,,No,No,No
67350,Postage Central Asia,Expense,GST on Expenses,,No,No,No
67355,Research & Development CA,Expense,GST on Expenses,,No,No,No
67360,Stationery & Consumables CA,Expense,GST on Expenses,,No,No,No
67365,Subscriptions & Memberships CA,Expense,GST on Expenses,,No,No,No
67370,Taxis Central Asia,Expense,GST on Expenses,,No,No,No
67375,Telephone Central Asia,Expense,GST on Expenses,,No,No,No
67380,Website Central Asia,Expense,GST on Expenses,,No,No,No
67600,Travel Expenses Central Asia,Expense,BAS Excluded,,No,No,No
67610,Airfares Domestic Central Asia,Expense,GST on Expenses,,No,No,No
67620,Airfares International CA,Expense,BAS Excluded,,No,No,No
67630,Accommodation Central Asia,Expense,GST on Expenses,,No,No,No
67640,Kilometres Central Asia,Expense,BAS Excluded,,No,No,No
67650,Meals etc Central Asia,Expense,GST on Expenses,,No,No,No
67660,Sundry Travel Expenses CA,Expense,GST on Expenses,,No,No,No
67700,Marketing & Development CA,Expense,BAS Excluded,,No,No,No
67705,Advertising Central Asia,Expense,GST on Expenses,,No,No,No
67710,Airfares Central Asia,Expense,GST on Expenses,,No,No,No
67715,Accommodation Central Asia,Expense,GST on Expenses,,No,No,No
67720,Entertainment Client CA,Expense,GST on Expenses,,No,No,No
67725,Gifts Client Central Asia,Expense,GST on Expenses,,No,No,No
67730,Legal Expenses Central Asia,Expense,GST on Expenses,,No,No,No
67735,Meals Central Asia,Expense,GST on Expenses,,No,No,No
67740,Parking Central Asia,Expense,GST on Expenses,,No,No,No
67745,Printing Central Asia,Expense,GST on Expenses,,No,No,No
67750,Research & Development CA,Expense,BAS Excluded,,No,No,No
67755,Stationery & Consumables CA,Expense,GST on Expenses,,No,No,No
67760,Taxis Central Asia,Expense,GST on Expenses,,No,No,No
67765,Wages Central Asia,Expense,BAS Excluded,,No,No,No
67770,Website Central Asia,Expense,GST on Expenses,,No,No,No
68000,ASSURANCE SERVICES,Expense,BAS Excluded,,No,No,No
68300,General Expenses Assurance,Expense,BAS Excluded,,No,No,No
68305,Advertising Assurance,Expense,GST on Expenses,,No,No,No
68310,Archiving Assurance,Expense,GST on Expenses,,No,No,No
68315,Couriers Assurance,Expense,GST on Expenses,,No,No,No
68320,Entertainment Client Assurance,Expense,GST on Expenses,,No,No,No
68325,Gifts Clients Assurance,Expense,GST on Expenses,,No,No,No
68330,Internet/Email Assurance,Expense,BAS Excluded,,No,No,No
68335,Magazines & Periodicals ASS,Expense,BAS Excluded,,No,No,No
68340,Parking Assurance,Expense,BAS Excluded,,No,No,No
68345,Printing Assurance,Expense,BAS Excluded,,No,No,No
68350,Postage Assurance,Expense,GST on Expenses,,No,No,No
68355,Research & Development ASS,Expense,BAS Excluded,,No,No,No
68360,Stationery & Consumables ASS,Expense,GST on Expenses,,No,No,No
68365,Subscriptions & Membership ASS,Expense,GST on Expenses,,No,No,No
68370,Taxis Assurance,Expense,GST on Expenses,,No,No,No
68375,Telephone Assurance,Expense,GST on Expenses,,No,No,No
68380,Website Assurance,Expense,GST on Expenses,,No,No,No
68600,Travel Expenses Assurance,Expense,BAS Excluded,,No,No,No
68610,Airfares Domestic Assurance,Expense,GST on Expenses,,No,No,No
68620,Airfares International ASS,Expense,BAS Excluded,,No,No,No
68630,Accommodation Assurance,Expense,GST on Expenses,,No,No,No
68640,Kilometres Assurance,Expense,BAS Excluded,,No,No,No
68650,Meals etc Assurance,Expense,GST on Expenses,,No,No,No
68660,Sundry Travel Expenses ASS,Expense,GST on Expenses,,No,No,No
68700,Marketing & Development ASS,Expense,BAS Excluded,,No,No,No
68705,Advertising Assurance,Expense,GST on Expenses,,No,No,No
68710,Airfares Assurance,Expense,GST on Expenses,,No,No,No
68715,Accommodation Assurance,Expense,GST on Expenses,,No,No,No
68720,Entertainment Client Assurance,Expense,GST on Expenses,,No,No,No
68725,Gifts Client Assurance,Expense,GST on Expenses,,No,No,No
68730,Legal Expenses Assurance,Expense,GST on Expenses,,No,No,No
68735,Meals Assurance,Expense,GST on Expenses,,No,No,No
68740,Parking Assurance,Expense,GST on Expenses,,No,No,No
68745,Printing Assurance,Expense,GST on Expenses,,No,No,No
68750,Research & Development ASS,Expense,GST on Expenses,,No,No,No
68755,Stationery & Consumables ASS,Expense,GST on Expenses,,No,No,No
68760,Taxis Assurance,Expense,GST on Expenses,,No,No,No
68765,Wages Assurance,Expense,BAS Excluded,,No,No,No
68770,Website Assurance,Expense,GST on Expenses,,No,No,No
68900,Other Expenses,Expense,BAS Excluded,,No,No,No
68960,Income Tax Expenses,Expense,BAS Excluded,,No,No,No
69000,CONTRACTING,Expense,BAS Excluded,,No,No,No
69010,Employment Exp-Contracting,Expense,BAS Excluded,,No,No,No
69150,Repairs&Mtce MV-Contracting,Expense,BAS Excluded,,No,No,No
69160,Bank Charges-Contracting,Expense,BAS Excluded,,No,No,No
69300,General Expenses Contracting,Expense,BAS Excluded,,No,No,No
69305,Advertising Contracting,Expense,BAS Excluded,,No,No,No
69310,Archiving Contracting,Expense,BAS Excluded,,No,No,No
69311,Computer Software-Contracting,Expense,BAS Excluded,,No,No,No
69312,Computer HWare Access: Contr,Expense,BAS Excluded,,No,No,No
69315,Courier Contracting,Expense,BAS Excluded,,No,No,No
69316,Credit Card Charge-Contracting,Expense,BAS Excluded,,No,No,No
69317,Donation- Contracting,Expense,BAS Excluded,,No,No,No
69320,Entertainment Clients Contr,Expense,BAS Excluded,,No,No,No
69323,Fuel Contracting,Expense,BAS Excluded,,No,No,No
69324,Fines & Panelties-Contr,Expense,BAS Excluded,,No,No,No
69325,Gifts Client Contracting,Expense,BAS Excluded,,No,No,No
69327,Insurance Contracting,Expense,BAS Excluded,,No,No,No
69330,Internet/Email Contracting,Expense,BAS Excluded,,No,No,No
69335,Magazines & Periodicals Contr,Expense,BAS Excluded,,No,No,No
69340,Parking Contr,Expense,BAS Excluded,,No,No,No
69345,Printing Contracting,Expense,BAS Excluded,,No,No,No
69350,Postage Contracting,Expense,BAS Excluded,,No,No,No
69355,Research & Development Contr,Expense,BAS Excluded,,No,No,No
69360,Stationery & Consumables Contr,Expense,BAS Excluded,,No,No,No
69365,Subscriptn & Memberships Contr,Expense,BAS Excluded,,No,No,No
69367,Staff amenities - Contracting,Expense,BAS Excluded,,No,No,No
69370,Taxis Contracting,Expense,BAS Excluded,,No,No,No
69375,Telephone Contracting,Expense,BAS Excluded,,No,No,No
69377,Staff Training Contracting,Expense,BAS Excluded,,No,No,No
69380,Website Contracting,Expense,BAS Excluded,,No,No,No
69465,Uniform - Contracting,Expense,BAS Excluded,,No,No,No
69600,Travel Expenses Contracting,Expense,BAS Excluded,,No,No,No
69610,Airfares Domestic Contracting,Expense,BAS Excluded,,No,No,No
69620,Airfares International Contr,Expense,BAS Excluded,,No,No,No
69630,Accommodation Contracting,Expense,BAS Excluded,,No,No,No
69640,Kilometres Contracting,Expense,BAS Excluded,,No,No,No
69650,Meals etc Contracting,Expense,BAS Excluded,,No,No,No
69660,Sundry Travel Expenses Contr,Expense,BAS Excluded,,No,No,No
69700,Marketing & Development Contr,Expense,BAS Excluded,,No,No,No
69705,Advertising Contracting,Expense,BAS Excluded,,No,No,No
69710,Airfares Contracting,Expense,BAS Excluded,,No,No,No
69715,Accommodation Contracting,Expense,BAS Excluded,,No,No,No
69720,Entertainment Client Contr,Expense,BAS Excluded,,No,No,No
69725,Gifts Client Contracting,Expense,BAS Excluded,,No,No,No
69730,Legal Expenses Contracting,Expense,BAS Excluded,,No,No,No
69735,Meals Contracting,Expense,BAS Excluded,,No,No,No
69740,Parking Contracting,Expense,BAS Excluded,,No,No,No
69745,Printing Contracting,Expense,BAS Excluded,,No,No,No
69750,Research & Development Contr,Expense,BAS Excluded,,No,No,No
69755,Stationery & Consumables Contr,Expense,BAS Excluded,,No,No,No
69760,Taxis Contracting,Expense,BAS Excluded,,No,No,No
69765,Wages Contracting,Expense,BAS Excluded,,No,No,No
69770,Website Contracting,Expense,BAS Excluded,,No,No,No
80000,Other Income,Other Income,BAS Excluded,,No,No,No
80100,R&D tax offset,Other Income,BAS Excluded,,No,No,No
81100,Employee Contributions,Other Income,BAS Excluded,,No,No,No
81971,Admin Fee - Australia,Other Income,BAS Excluded,,No,No,No
81972,Admin Fee - Overseas,Other Income,BAS Excluded,,No,No,No
81990,Interest Received Bankwest,Other Income,BAS Excluded,,No,No,No
81991,Interest Received - ATO,Other Income,BAS Excluded,,No,No,No
81992,Interest Received - St George,Other Income,BAS Excluded,,No,No,No
81993,Interest Received - Other,Other Income,BAS Excluded,,No,No,No
81994,Interest Received - ANZ,Other Income,BAS Excluded,,No,No,No
82020,Reimbursement - M/V Expenses,Other Income,BAS Excluded,,No,No,No
82030,JobKeeper Subsidy (No GST),Other Income,BAS Excluded,COVID 19 relief Government subsidy through JobKeeper Scheme,No,No,No
82035,Economic Cash Boost Stimulus,Other Income,BAS Excluded,COVID-19 Cash Flow Stimulus Payments,No,No,No
82036,COVID 19 Payroll Tax Grant,Other Income,BAS Excluded,COVID -19 PAyroll Tax Grant,No,No,No
82051,Insurance recoveries,Other Income,BAS Excluded,,No,No,No
82110,Profit on Sale of Assets,Other Income,BAS Excluded,,No,No,No
83000,Private surcharge M/V Expenses,Other Income,BAS Excluded,,No,No,No
84000,Dividend Received - Sustainability International Pte Ltd,Other Income,BAS Excluded,,No,No,No
84140,Rental Income,Other Income,BAS Excluded,,No,No,No
85000,Austrade Grant,Other Income,BAS Excluded,,No,No,No
85001,Enterprise Grant,Other Income,BAS Excluded,,No,No,No
86000,Overseas Staff Development,Other Income,BAS Excluded,,No,No,No
90000,Other Expenses,Expense,BAS Excluded,,No,No,No
92110,Loss on Sale of Assets,Expense,BAS Excluded,,No,No,No
92111,Unrealised Foreighn Exchange,Expense,BAS Excluded,,No,No,No
92112,Division 7A Loans Cleared,Expense,BAS Excluded,,No,No,No
92115,Bad Debts Written Off,Expense,BAS Excluded,,No,No,No
