*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
18-SF-C299-06-Insert,SF-C299-06-Insert,,,51111,,,4.00,41112,GST on Income,,
18-SF-816-06-08-BLK,SF-816-06-08-BLK 1/2npt x -8,,,51111,,,12.00,41112,GST on Income,,
28-Crane-Pushrods,"CR95802-16 3/8 x 8.3"" .080"" ",,,51111,,,285.00,41112,GST on Income,,
14-Hon-Valve-Stem-Seals,Vss0188-16 Hon VS Seal,Vss0188-16 Hon VS Seal,,51111,,Vss0188-16 Hon VS Seal,98.00,41112,GST on Income,,
48-Acid dip Block & Heads,Acid dip Block & Heads,,,58000,,,172.00,41112,GST on Income,,
48-Deck-Block,Deck-Block,Deck-Block,,58000,,Deck-Block,500.00,41112,GST on Income,,
48-Line-Hone-Mains,Line-Hone-Mains,,,58000,,,540.00,41112,GST on Income,,
48-Dummy-Ass,Dummy-Ass,Dummy-Assemble check clearances.,,,,Dummy-Assemble check clearances.,1100.00,41112,GST on Income,,
14-Hon-D16-Spark-Plugs,ZFR5J-11 NGK Spark Plug,ZFR5J-11 NGK Spark Plug,,51111,,ZFR5J-11 NGK Spark Plug,9.00,41112,GST on Income,,
14-Hon-D16-oil-filter,WZ79 Oil Filter,WZ79 Oil Filter,,51111,,WZ79 Oil Filter,6.00,41112,GST on Income,,
14-Hon-D16-Eng-Oil,Nulon Apex 10W-40,Nulon Apex 10W-40,,51111,,Nulon Apex 10W-40,88.00,41112,GST on Income,,
92-Spacer-83x10,Spacer-83x10,,,51120,,,,,BAS Excluded,,
18-Guides,502-340-210-E-6-A Bronze Alloy,,,51111,,,23.00,41112,GST on Income,,
16-RB26-Cam-Gears,PRP Cam Gears,PRP Cam Gears,,51111,,PRP Cam Gears,376.00,41112,GST on Income,,
18-LS1-Intake-Valve,F6231Ferrea Int LS1 2.020,,,51111,,,56.00,41112,GST on Income,,
18-LS1-EX-Valve,F6233 Ferrea Ex LS1 1.600 ,,,51111,,,56.00,41112,GST on Income,,
18-LS3-IN-Valve,F6279 Ferrea Int LS3 2.165,,,51111,,,56.00,41112,GST on Income,,
14-Hon-Cam-Belt,T224N D16Y Timing Belt,T224N D16Y Timing Belt,,51111,,T224N D16Y Timing Belt,39.00,41112,GST on Income,,
54-4G63-Fire-Rings,87mm 4G63-Fire-Rings,,,58010,,,0.00,41113,GST on Income,,
28-LS-Cam-Bearings,CH25 Durabond cam bearings LS,,,51111,,,73.00,41112,GST on Income,,
16-RB26-Ign-Coils,RB26-Ign-Coils,RB26-Ign-Coils,,51111,,RB26-Ign-Coils,0.00,41112,GST on Income,,
16-RB26-Coil-Bkt-Kit,RB26-Coil-Bkt-Kit,RB26-Coil-Bkt-Kit,,51111,,RB26-Coil-Bkt-Kit,0.00,41112,GST on Income,,
16-RB26-Rocker-Covers,RB26-Rocker-Covers,RB26-Rocker-Covers,,51111,,RB26-Rocker-Covers,0.00,41112,GST on Income,,
16-RB26-Cam-Trigger-Kit,RB26-Cam-Trigger-Kit,RB26-Cam-Trigger-Kit,,51111,,RB26-Cam-Trigger-Kit,0.00,41112,GST on Income,,
16-RB26-Fuel-Pump-Drive,Fuel-Pump-Drive-Cam-Mount,Fuel-Pump-Drive-Cam-Mount,,51111,,Fuel-Pump-Drive-Cam-Mount,0.00,41112,GST on Income,,
16-RB26-Fuel-Pump-2200hp,Fuel-Pump-2000hp-Suit-Cam-Driv,Fuel-Pump-2000hp-Suit-Cam-Drive,,51111,,Fuel-Pump-2000hp-Suit-Cam-Drive,0.00,41112,GST on Income,,
16-RB26-Fuel-Filter-2000hp,Fuel-Filter-2000hp-pump,Fuel-Filter-2000hp-pump,,51111,,Fuel-Filter-2000hp-pump,0.00,41112,GST on Income,,
16-RB26-6boost-manifold,RB26-6boost-exhaust-manifold,RB26-6boost-exhaust-manifold,,51111,,RB26-6boost-exhaust-manifold,0.00,41112,GST on Income,,
16-RB26-Turbo,Turbo 2000hp,Turbo 2000hp,,51111,,Turbo 2000hp,0.00,41112,GST on Income,,
16-RB26-Waste-Gate-60mm,TSmartWG60-blk Waste-Gate-60mm,TSmartWG60-blk Waste-Gate-60mm,,51111,,TSmartWG60-blk Waste-Gate-60mm,0.00,41112,GST on Income,,
16-RB26-Intake-Manifold,GTRDTH12INJTWIN-Raw,GTRDTH12INJTWIN-Raw RB26-Intake-Manifold,,51111,,GTRDTH12INJTWIN-Raw RB26-Intake-Manifold,0.00,41112,GST on Income,,
16-RB26-DBW-Throttle-Body,BoshDBW82 DBW-Throttle-Body,BoshDBW82 DBW-Throttle-Body,,51111,,BoshDBW82 DBW-Throttle-Body,0.00,41112,GST on Income,,
16-RB26-Intercooler-Plazman,IC100550x400-Raw 2000hp,IC100550x400-Raw 2000hp,,51111,,IC100550x400-Raw 2000hp,0.00,41112,GST on Income,,
16-RB26-Intercooler-Piping,Intercooler-Piping,Intercooler-Piping,,51111,,Intercooler-Piping,0.00,41112,GST on Income,,
06-dyno-Motec-Tech,Motec-Tech,,,58000,,,1200.00,41112,GST on Income,,
26-RB26-PPG-Trans & Clutch,PPG-Transmission & Clutch,PPG-Transmission & Clutch,,51111,,PPG-Transmission & Clutch,0.00,41112,GST on Income,,
16-RB26-Oildrain & Water fitti,Oil drain & Water fitting,Oil drain & Water fitting,,51111,,Oil drain & Water fitting,322.00,41112,GST on Income,,
18-SBF-Spark-Plugs,NGKBCP6ES,,,51111,,,8.00,41112,GST on Income,,
28-SBF-Oil-Filter,Z9 Oil Filter,,,51111,,,25.00,41112,GST on Income,,
92-Safety-Glasses-Clear,Pairs Air Safety-Glasses-Clear,Pairs Air Safety-Glasses-Clear EFPR800 ,,60120,,Pairs Air Safety-Glasses-Clear EFPR800 ,,,BAS Excluded,,
82-UNC-1/4x11/4-CP-SktSet-Grub,CP-SktSet-GrubScw-ZnPltd,,,51111,,,0.47,41112,GST on Income,,
82-UNC-1/4-Nuts-Hex-Flnge-Srtd,Hex-Flnge-Srtd-Wizz-Nuts-ZnPlt,,,51111,,,0.08,41112,GST on Income,,
82-UNC-3/8-Nuts-ZnPltd,UNC-3/8-Nuts-ZnPltd,,,51120,,,,,BAS Excluded,,
82-UNC-7/16x8-HT-Blt-ZnPltd,7/16x8-HT-Blt-ZnPltd,,,51111,,,7.00,41112,GST on Income,,
82-UNC-7/16-NyLock-Nuts-ZnPltd,UNC-7/16-NyLock-Nuts-ZnPltd,,,51111,,,0.00,41112,GST on Income,,
82-UNC-1/2x4-HT-Blt-ZnPltd,UNC-1/2x4-HT-Blt-ZnPltd,,,51111,,,0.00,41112,GST on Income,,
82-UNC-1/2-Nylock-Nuts-ZnPltd,UNC-1/2-Nylock-Nuts-ZnPltd,,,51111,,,0.00,41112,GST on Income,,
82-8Gx30-Chip-Brd-Scrw-CS-RH,8Gx30-Chip-Brd-Scrw-CS-RH-PD,,,51120,,,,,BAS Excluded,,
82-8Gx50-Chip-Brd-Scrw-CS-RH,8Gx50-Chip-Brd-Scrw-CS-RH-PD,,,51120,,,,,BAS Excluded,,
82-8Gx60-Chip-Brd-Scw-CS-RH,8Gx60-Chip-Brd-Scw-CS-RH-PD,,,51120,,,,,BAS Excluded,,
18-SF-103-12,SF-103-12 90deg hose end,,,51111,,,63.00,41112,GST on Income,,
18-SBF-Bronze-Dist-Gear,ICE 2008B Windsor,,,51111,,,124.00,41112,GST on Income,,
18-SBF-Bronze-Dist-Gear-Crane,CR36989-1 0.500 Bnz Dist Gear,,,51111,,,113.00,41112,GST on Income,,
28-SBC-400/4.000 STD W Crank,SC4-400-4000-6000 Scat Crank,,,51111,,,1430.00,41112,GST on Income,,
82-M10x1.25-Nut-Zn-Pltd,M10x1.25-Nut-Zn-Pltd,,,51120,,,,,BAS Excluded,,
16-RB26-Oildrain-HiOctane,RB26-Oildrain-HiOctane,RB26-Oildrain-HiOctane,,51111,,RB26-Oildrain-HiOctane,208.00,41112,GST on Income,,
18-SF-814-06-BLK,814-06-BLK,,,51120,,,,,BAS Excluded,,
18-SF-814-08-BLK,814-08-BLK,814-08-BLK In Hex O-Ring Plug,,51111,,814-08-BLK In Hex O-Ring Plug,10.00,41112,GST on Income,,
18-SF-932-06-BLK,932-06-BLK,,,51120,,,,,BAS Excluded,,
26-RB26-Rear-Crank-Seal,NJ287-NOK Rear-Crank-Seal,NJ287-NOK Rear-Crank-Seal,,51111,,NJ287-NOK Rear-Crank-Seal,33.00,41112,GST on Income,,
26-RB26-Crank-Key,Crank-Key,Crank-Key,,51111,,Crank-Key,3.00,41112,GST on Income,,
26-RB26-Sump-Bolt-Kit,Sump-Bolt-Kit,Sump-Bolt-Kit,,51111,,Sump-Bolt-Kit,25.00,41112,GST on Income,,
16-RB26-Bolt-Kit-Cam-Baffle,Bolt-Kit-Cam-Baffle,Bolt-Kit-Cam-Baffle,,51111,,Bolt-Kit-Cam-Baffle,12.00,41110,GST on Income,,
16-RB26-Machine-Oil-Drain-12,Machine-Oil-Drain-for -12,Machine-Oil-Drain-for -12,,,,Machine-Oil-Drain-for -12,130.00,41110,GST on Income,,
26-VR38-Crank-Key,100-000110 Nsn 00926-51600 Key,100-000110 Nsn 00926-51600 Key,,51111,,100-000110 Nsn 00926-51600 Key,4.00,41110,GST on Income,,
26-VR38-Crank-Sprocket,100-000921 Nsn 13021-JF00A Spk,100-000921 Nsn 13021-JF00A Spk,,51111,,100-000921 Nsn 13021-JF00A Spk,72.00,41110,GST on Income,,
26-VR38-Engine-Rep-Gskt-Kit,100-005000 Nsn A0101-JF00AGskt,100-005000 Nsn A0101-JF00AGskt,,51111,,100-005000 Nsn A0101-JF00AGskt,583.00,41110,GST on Income,,
26-VR38-Timing-Chain-Sub,100-000967 Nsn 13028-JK20B TC,100-000967 Nsn 13028-JK20B TC,,51111,,100-000967 Nsn 13028-JK20B TC,89.00,41110,GST on Income,,
26-VR38-Timing-Chain-Main,100-000964 Nsn 13028-JF00A TC ,100-000964 Nsn 13028-JF00A TC ,,51111,,100-000964 Nsn 13028-JF00A TC ,212.00,41110,GST on Income,,
26-VR38-Oil-Pump-Drv-Chain,100-001643 Nsn 15041-JF00A,100-001643 Nsn 15041-JF00A,,51111,,100-001643 Nsn 15041-JF00A,52.00,41110,GST on Income,,
28-SBC-Sump-Gasket,MOR93150 Pan Gskt-2 pc seal,,,51111,,,88.00,41112,GST on Income,,
24-Hon-K24-Crank-Gear,S937 Crank Gear,S937 Crank Gear,,51111,,S937 Crank Gear,41.00,41112,GST on Income,,
24-Hon-K24-Crank Seal-Front,OSS0330Crank Seal-Front,OSS0330Crank Seal-Front,,51111,,OSS0330Crank Seal-Front,25.00,41112,GST on Income,,
82-UNC-3/8x41/2-SHCS-Zinc,UNC-3/8x41/2-SHCS-Zinc,,,51120,,,,,BAS Excluded,,
92-Spacer-20x10,Spacer-20x10,,,51120,,,,,BAS Excluded,,
92-Spacer-26x10,Spacer-26x10,,,51120,,,,,BAS Excluded,,
56-O-Ring-Cord-3.0mm x 1m,O-Ring-Cord-3.0mm x 1m,,,51120,,,,,BAS Excluded,,
56-Barra-Dowel-TC,12mm Dowel-Barra TC,,,51120,,,,,BAS Excluded,,
46-VR38-Machine-For-Torrington,VR38-Machine-For-Torrington,,,,,,440.00,41112,GST on Income,,
18-LS1-5.7-V/Seal-Viton,313500 V/Seal-Viton,,,51111,,,0.86,41112,GST on Income,,
18-SBC-In-Vlv,P5212JF 2.08 Vlv11/32x5.3,,,51111,,,15.00,41112,GST on Income,,
18-SBC-Ex-Vlv,P5211JF 1.6 Vlv 11/32x5.3,,,51111,,,15.00,41112,GST on Income,,
18-LS1-Vlv-Guide-I/E,B3053 I/E Vlv Guide,,,51111,,,7.00,41112,GST on Income,,
18-Hol-308-Ex-Vlv,P4317HP-C 1.6 Ex Vlv 11/325.18,,,51111,,,15.00,41112,GST on Income,,
18-Hol-308-In-Vlv,P320HP-C1.94 In Vlv 11/32x5.18,,,51111,,,15.00,41112,GST on Income,,
18-CHE-DuctileVlv-Seats-Ex,1780-135-500-D DuctileVlv-Seat,,,51111,,,25.00,41112,GST on Income,,
18-BBF-460-Carb,0-4779CE Holley Carb 750cfm DP,,,51111,,,1607.00,41112,GST on Income,,
"16-RB26-PlazmaClamps-3.5""",pclamp-3.5,pclamp-3.5,,51111,,pclamp-3.5,0.00,41112,GST on Income,,
16-RB26-DBW82-3.5Clamp,DBW82-3.5PC,DBW82-3.5PC,,51111,,DBW82-3.5PC,0.00,41112,GST on Income,,
28-SBC-Main-Brng,CLMS1038H 001 Clevite MB,,,51111,,,152.00,41112,GST on Income,,
34-Hon-Supply & Fit Vlv-Seat,Supply & Fit Vlv-Seat,Supply & Fit Valve insert,,58000,,Supply & Fit Valve insert,50.00,41112,GST on Income,,
34-Hon-Supply&Fit-Vlv-Seat-In,Hon Supply & Fit Valve Seat,Hon Supply & Fit Valve Seat,,58000,,Hon Supply & Fit Valve Seat,65.00,41112,GST on Income,,
38-Pre-Machine-VS-Ins-Holes,Pre-Machine-VS-Ins-Holes,,,58000,,,291.00,41112,GST on Income,,
92-Str8-Cart-Rolls,2619 Str8-Cart-Rolls1/2x11/2,,,51130,,,,,BAS Excluded,,
92-Full-Taper-Spiral-Rolls,2685 Full-Taper-SR 40Grit,,,51130,,,,,BAS Excluded,,
28-Oil-Penrite-15W-40,PMO15005-P-Everyday-Drvg 5l,,,51111,,,50.00,41112,GST on Income,,
26-VR38-Slack-Side-TC-Guide,13091-JK20A Slack-Side-TC-Guid,13091-JK20A Slack-Side-TC-Guide,,51111,,13091-JK20A Slack-Side-TC-Guide,93.00,41112,GST on Income,,
26-VR38-Rear-TC-Gskt-Kit,13533-VR38DETT-KT-AB,13533-VR38DETT-KT-AB,,51111,,13533-VR38DETT-KT-AB,59.00,41112,GST on Income,,
18-SF-820-12-BLK,SF-820-12-BLK Flare Cap,,,51111,,,11.00,41112,GST on Income,,
BUL-RB30-CH-1,C/O CNC Head ,C/O CNC Head ,,,,C/O CNC Head ,3300.00,41112,GST on Income,,
36-RB30-Install-Cam,Install-Cam lifter & rockers,,,,,,440.00,41112,GST on Income,,
48-Cam-Tunnel,m TunnelBore CaM,,,58000,,,17.00,41112,GST on Income,,
78-CNC-Port-8cyl-2V,CNC port 632 BB heads,,,,,,0.00,41113,GST on Income,,
76-CNC-Port-6cyl,CNC port 4 vlv 6cyl head,,,,,,1650.00,41113,GST on Income,,
16-RB26-CopperAlloyIntVlvSeat,VS37-7-8.5-B1 Seat Insert,VS37-7-8.5-B1 Seat Insert,,51111,,VS37-7-8.5-B1 Seat Insert,50.00,41112,GST on Income,,
16-RB26-CopperAlloyExVlvSeat,VS33-24-8.8-BX Ex Vlv Seat Ins,VS33-24-8.8-BX Ex Vlv Seat Ins,,51111,,VS33-24-8.8-BX Ex Vlv Seat Ins,50.00,41112,GST on Income,,
48-Check Tunnel,Tension mains & check tunnel,Tension mains & check tunnel,,51130,,Tension mains & check tunnel,165.00,41112,GST on Income,,
48-Blueprint rods,Measure B/E & S/E Resize S/E,Measure B/E & S/E Resize S/E,,,,Measure B/E & S/E Resize S/E,220.00,41112,GST on Income,,
38-Fit-Guides,Fit Guides,Fit Guides,,,,Fit Guides,15.00,41112,GST on Income,,
16-RB26-Valve-Guides-Ex,GDE-NSR7-ET-12,GDE-NSR7-ET-12,,51111,,GDE-NSR7-ET-12,13.00,41112,GST on Income,,
16-RB26-Vave-Guides-In,GDE-NSR6-I-12,GDE-NSR6-I-12,,51111,,GDE-NSR6-I-12,13.00,41112,GST on Income,,
18-SBC-50cc-Pump Diaphram,HO135-9 Holley Carb 50cc Acc P,,,51111,,,77.00,41112,GST on Income,,
66-2J-SparkPlugTube,2J-SparkPlugTube,,,58010,,,,,BAS Excluded,,
24-Hon-Bolt-Tensioner,90033PNA000Bolt Tensioner,90033PNA000Bolt Tensioner,,51111,,90033PNA000Bolt Tensioner,25.00,41112,GST on Income,,
14-Hon-Roller-Rockers,RR8000 Ferrea Roller Rockers,RR8000 Ferrea Roller Rockers,,51111,,RR8000 Ferrea Roller Rockers,2654.00,41112,GST on Income,,
14-Hon-Cam-Gears,304-05-0300 Skunk2 Pro C/Gears,304-05-0300 Skunk2 Pro C/Gears,,51111,,304-05-0300 Skunk2 Pro C/Gears,1169.00,41112,GST on Income,,
28-SBC-CR-Brng-Calico,CB663HXC,,,51111,,,0.00,41112,GST on Income,,
38-Machine-Manifold,Machine intake manifols to sui,,,,,,325.00,41112,GST on Income,,
38-Matchport Spacers,Matchport spacers to suit mani,,,,,,910.00,41112,GST on Income,,
48-Cut-Piston-Valve-Relief,Cut piston valve relief for pi,,,,,,455.00,41112,GST on Income,,
18-Air-Bleed,Holley Air Bleed Jets,,,,,,7.00,41112,GST on Income,,
38-Soft-Burn-Chamber,Soft Burn Chamber,,,,,,550.00,41112,GST on Income,,
28-Oil-Pump-Pulley,28 Tooth Oil Pump Pulley,,,,,,150.00,41110,GST on Income,,
56-RB26-Anodize,RB26 Block Anodize,,,51120,,,0.00,41113,GST on Income,,
06-fac-8cyl,Face set V8 cyl Heads,,,,,,260.00,41112,GST on Income,,
38-Crack-Test-Heads,Crack-Test-Heads,,,58000,,,75.00,41112,GST on Income,,
38-BowlHog-Throats,BowlHog-Throats for O/S valves,,,58000,,,30.00,41112,GST on Income,,
36-RB30-Straighten-Head,Straighten-Head,,,58000,,,160.00,41112,GST on Income,,
36-RB30-Supply&Fit-Insert,Supply&Fit-Insert Seat,,,58000,,,75.00,41112,GST on Income,,
36-RB30-Weld-Cam-Tunnel,Weld-Cam-Tunnel,,,58000,,,715.00,41112,GST on Income,,
36-RB30-Hotwash-Head,Hotwash-Head,,,,,,75.00,41112,GST on Income,,
36-RB30-Bead-Blast-Cyl-Head,Bead-Blast-Cyl-Head,,,58000,,,75.00,41112,GST on Income,,
36-RB30-CNC-Port,CNC-Port,,,,,,1200.00,41112,GST on Income,,
36-RB26-DryDeck,DryDeck & Straighten Head,,,58000,,,572.00,41112,GST on Income,,
36-RB26-Straighten-Cyl-Head,Straighten-Cyl-Head,,,58000,,,158.00,41112,GST on Income,,
36-RB26-Install-Seats,Install Valve Seats,,,58000,,,51.00,41112,GST on Income,,
48-LS-Crack-Test-Crank,LS-Crack-Test-Crank,,,58000,,,100.00,41112,GST on Income,,
48-Check-Crank-Straight,Check-Crank-Straight,Check-Crank-Straight,,58000,,Check-Crank-Straight,75.00,41112,GST on Income,,
48-LS-Weld-Reluctor-Wheel,Weld-Reluctor-Wheel,,,58000,,,75.00,41112,GST on Income,,
36-RB26-Blend-Ports&Seats,Blend-Ports&Seats,,,,,,260.00,41112,GST on Income,,
"36-Drl-Hd-Blt-Holes-1/2""","Drl-Hd-Blt-Holes-1/2""","Drill RB26 head for 1/2"" head studs",,,,"Drill RB26 head for 1/2"" head studs",143.00,41112,GST on Income,,
36-Modify-Casting-Highlift-Cam,Modify casting for High Lift C,Modify Casting for High Lift Cams,,,,Modify Casting for High Lift Cams,99.00,41112,GST on Income,,
36-RB26-Machine-Oil-Drain-Fitt,Machine-Oil-Drain-Fitting,Machine Cylinder Head & Install Oil Drain Fitting,,,,Machine Cylinder Head & Install Oil Drain Fitting,143.00,41112,GST on Income,,
36-RB26-Mchn-Sprg-Ret-Suit-S/l,Mchn-Sprg-Ret-Suit-S/Less Bkts,Machine retainers to suit shimless buckets,,,,Machine retainers to suit shimless buckets,75.00,41112,GST on Income,,
36-RB26-SetShmls-Vlv-Clrnce,SetShmls-Vlv-Clrnce,Set shimless bucket cam clearance,,,,Set shimless bucket cam clearance,770.00,41112,GST on Income,,
16-RB26-Spring-Seat-Outer,13205-53J00 Spring-Seat-Outer,13205-53J00 Spring-Seat-Outer,,51111,,13205-53J00 Spring-Seat-Outer,4.00,41112,GST on Income,,
36-RB30-Ass-Cyl-Head,RB30-Ass-Cyl-Head,,,,,,286.00,41112,GST on Income,,
36-RB30-Instal-Cam&Rockers,RB30-Instal-Cam&Rockers,,,,,,440.00,41112,GST on Income,,
ATI-Damper-Bolt-Pak,ATI-Damper-Bolt-Pak,,,51111,,,0.00,41112,GST on Income,,
14-Hon-V-Tech-Lost-Motion-Assy,LMA-HK-V-Tech-Lost-Motion-Assy,LMA-HK-V-Tech-Lost-Motion-Assy,,51111,,LMA-HK-V-Tech-Lost-Motion-Assy,464.00,41112,GST on Income,,
48-Cam-Tunnel-Machine,New Item,,,58000,,,464.00,41112,GST on Income,,
28-BBF-Flex-Plate-Bolts,BBF-Flex-Plate-Bolts,,,51111,,,44.00,41112,GST on Income,,
28-LS-Main-Brg,CLMS2199HSTD Clevite Main Brg,,,51111,,,233.00,41112,GST on Income,,
82-UNC-1/4x2-CP-SktSet-Grub,UNC-1/4x2-CP-SktSet-Grub,,,51120,,,,,BAS Excluded,,
82-M6x75mm-Skt-Hd-Cap-Scw-Zinc,M6x75mm-Skt-Hd-Cap-Scw-Zinc Pl,,,51120,,,,,BAS Excluded,,
16-Valve-Spring-Shims,6025-HP Durabond A104-HP,6025-HP Durabond A104-HP,,51130,,6025-HP Durabond A104-HP,,,BAS Excluded,,
16-Shim-Valve-Spring,3025-HP Durabond B104-HP,3025-HP Durabond B104-HP,,51130,,3025-HP Durabond B104-HP,,,BAS Excluded,,
14-Hon-Rocker-Cover-Set,RC3192K Hon K24 Rocker cover s,RC3192K Hon K24 Rocker cover s,,51111,,RC3192K Hon K24 Rocker cover s,104.00,41112,GST on Income,,
24-ATI-Damper-Bolt-Pak,ATI950200 3bolt 3/8 & 5/16,ATI950200 3bolt 3/8 & 5/16,,51111,,ATI950200 3bolt 3/8 & 5/16,26.00,41112,GST on Income,,
28-LS-CR-Brg,CLCB663HNSTD Clevite CR Brg,,,51111,,,189.00,41112,GST on Income,,
28-BBF-Bronze-Dist-Gear,CR52989-1 351/FE/460 Bnz Dist ,,,51111,,,105.00,41112,GST on Income,,
92-Cylinder-Head-Bags,P-EB-20-100CylHd Bags bx 100,,,51130,,,,,BAS Excluded,,
82-Washer-7/16-HT-ZY,716ZYHTW,,,60120,,,,,BAS Excluded,,
82-CRC,CRC5009 20l,,,60120,,,,,BAS Excluded,,
24-Hon-Main-Brg,5M1959H-STD,5M1959H-STD,,51111,,5M1959H-STD,0.00,41112,GST on Income,,
16-RB30-SOHC-C/S-226G,226G RB30 SOHC Cam Kelford,226G RB30 SOHC Cam Kelford,,51111,,226G RB30 SOHC Cam Kelford,886.00,41112,GST on Income,,
24-Hon-Main-Bearing,5M1959HXC-STD,5M1959HXC-STD,,51111,,5M1959HXC-STD,293.00,41112,GST on Income,,
18-AF554-16-12BLK,-12AN to -16 Hose 120deg BLK,,,51111,,,89.00,41112,GST on Income,,
18-AF553-16BLK,-16 AN to -16 Hose 90deg BLK,,,51111,,,75.00,41112,GST on Income,,
18-AF450-16-1m,450Series Hose -16 1m long,,,51111,,,68.00,41112,GST on Income,,
82-UNC-1/4x21/2-Skt-Hd-Cap-Scw,1/4x21/2-Skt-Hd-Cap-Scw Zinc P,,,51120,,,,,BAS Excluded,,
82-M6x75mm-ZP-Class46-SetScw,M6x75mm-ZP-Class46-SetScw,,,51120,,,,,BAS Excluded,,
82-Dowel-Pin-M12x30mm-Plain,Dowel-Pin-M12x30mm-Plain,,,51120,,,,,BAS Excluded,,
86-Plain-Self-Lok-Cartons,180x180x60mm White B Flute,,,61021,,,,,BAS Excluded,,
28-Hol-Stroker-Kit,SC1-99100BI-020-N 355 4.020 Co,,,51111,,,2607.00,41112,GST on Income,,
18-Drag-Spring,PAC1351 450@2.3 1.05 Lift,,,51111,,,84.00,41112,GST on Income,,
18-Retainer,PAC-R501 TI 10deg ,,,51111,,,64.00,41112,GST on Income,,
18-Lock-Steel-10deg,PAC-L8028 LockSteel 10deg STD,PAC-L8028 LockSteel 10deg STD,,51111,,PAC-L8028 LockSteel 10deg STD,13.00,41112,GST on Income,,
18-spring-Loc,PAC-S109 Spg Loc 1.65 .63 .57 ,,,51111,,,13.00,41112,GST on Income,,
36-Straighten-Head,Straighten Head,Straighten Head,,58000,,Straighten Head,215.00,41112,GST on Income,,
36-RB26-Mcn-spcr-cam-bcg-plt,Macine spacer for grommets cam,,,,,,33.00,41112,GST on Income,,
82-ARP-AP4.735-1GB,AP4.735-1GB Stud Special RB30,,,51120,,,,,BAS Excluded,,
82-ARP200-8605,ARP200-8605 7/16-20 hex nut,,,51120,,,,,BAS Excluded,,
82-ARP-APW1316N,Washer 7/16 ID 13/16 OD Non Ch,,,51120,,,,,BAS Excluded,,
Freight,New Item,,,61020,,,,,BAS Excluded,,
24-Hon-Trigger-Wheel,Honda K24 Trigger Wheel,Honda K24 Trigger Wheel,,51111,,Honda K24 Trigger Wheel,119.60,41112,GST on Income,,
18-LS-Pac-Sng-Kit,"Pac-KS12 LS1905, R335, S316",,,51111,,,970.00,41112,GST on Income,,
92-Fire Rings-2J,Fire Rings-2J 87.7mm,,,58010,,,,,BAS Excluded,,
92-Fire Rings-RB,Fire Rings-RB 87.7,,,58010,,,,,BAS Excluded,,
92-Fire Rings-SR20,Fire Rings-SR20 90mm,,,58010,,,,,BAS Excluded,,
92-Fire Rings-HonB,Fire Rings-HonB 85mm,,,58010,,,,,BAS Excluded,,
92-Fire Rings-4G Evo,Fire Rings-4G Evo 86.5,,,58010,,,,,BAS Excluded,,
56-RB-Cradle,Cradle RB Block,,,,,,0.00,41112,GST on Income,,
18-LS-Pac-Spng-Kit,"PAC-KS18 LS1905, R435, S136",,,51111,,,1308.00,41112,GST on Income,,
36-RB30-Weld Exhaust-Ports,Weld Exhaust-Ports,,,58000,,,286.00,41112,GST on Income,,
16-RB26-Shim-8x1.12mm,Shim-8x1.12mm,Shim-8x1.12mm,,51111,,Shim-8x1.12mm,5.00,41112,GST on Income,,
16-RB26-Shim-8x1.62mm,Shim-8x1.62mm,Shim-8x1.62mm,,51111,,Shim-8x1.62mm,5.00,41112,GST on Income,,
16-2J-Plazmaman,Intake Manifold,Plazmaman Intake Manifold,,51111,,Plazmaman Intake Manifold,2550.00,41112,GST on Income,,
16-RB30-Bil-7mm-Vlv-Lks,PAC-L8130-16 Titanium Mini 8,PAC-L8130-16 Titanium Mini 8,,51120,,PAC-L8130-16 Titanium Mini 8,,,BAS Excluded,,
16-RB30-Bil-DS-400-Ret,PAC-R450-16 Dual Spg 400 Ret,PAC-R450-16 Dual Spg 400 Ret,,51120,,PAC-R450-16 Dual Spg 400 Ret,,,BAS Excluded,,
16-RB30-Bil-Seats,PAC-S135-16 CM .060 Seats .570,PAC-S135-16 CM .060 Seats .570,,51120,,PAC-S135-16 CM .060 Seats .570,,,BAS Excluded,,
18-Hol-Intake-Gskt,HA24 Hol 5.0 EFI Inlet Man Gsk,,,51111,,,43.00,41112,GST on Income,,
28-Hol-Oil-Pan-Pan-Gskt,JJ392 Hol V8 Oil Pan Gskt,,,51111,,,24.00,41112,GST on Income,,
28-Hol-V8-Timing-Cover-Gskt,JR624 Hol V8 Timing Cover Gskt,,,51111,,,0.00,41112,GST on Income,,
28-Hol-Main-Stud-Kit,Hol-Main-Stud-Kit,,,51111,,,196.00,41112,GST on Income,,
28-Hol-Timing-Cover-Gskt,JR624 Hol-Timing-Cover-Gskt,,,51111,,,12.00,41112,GST on Income,,
Bank Fee,New Item,,,60110,,,,,BAS Excluded,,
86-BCH22620- SR-Honda,BCH 22620,"BCH 22620 SR & Honda, Lid, Base Carton & Collars",,61021,,"BCH 22620 SR & Honda, Lid, Base Carton & Collars",,,BAS Excluded,,
92-Shocker-Tower-Caps,Shocker-Tower-Caps,,,58010,,,,,BAS Excluded,,
48-Fit-Heavy-Metal,Fit Heavy Metal,,,58000,,,426.00,41112,GST on Income,,
