Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6914,05/02/2024,LK198358526AU,,P,local shipping,61018,$47.55,,JOB NO:,Purchase; Australia Post,,GST,$4.75,$0.00,GST,$0.00,B,,,5,1,30,0,$52.3,,*None,2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6941,05/02/2024,8700,,P,Dry Deck Cyl Head Delta,58000,$435,,JOB NO:,Purchase; Northern Machining Service,,GST,$43.5,$0.00,GST,$0.00,B,,,4,10,10,10,$478.5,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6983,05/02/2024,2725956,,P,Shims Stock,51111,$54.09,,,Purchase; Nason,,GST,$5.41,$0.00,GST,$0.00,B,,,5,1,30,0,$59.5,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7025,05/02/2024,100797 Auto Perf,,P,Pistons Auto Perfection,51111,"$1,261.17",,JOB NO:,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.654416,5,1,30,0,"$1,261.17",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7026,05/02/2024,100796,,P,101 Motorsport,51140,"$2,728.43",,JOB NO:,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.654416,5,1,30,0,"$2,728.43",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6889,06/02/2024,16454,,P,Rb30 thermostats,58010,"$3,514",,,Purchase; DENT,,GST,$351.4,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,865.4",,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6890,06/02/2024,I283574,,P,ali angle,51120,$73,,,Purchase; Surman Metals,,GST,$7.3,$0.00,GST,$0.00,B,,,5,1,30,0,$80.3,,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6942,06/02/2024,8701,,P,"Weld Lambo O/Pump Cover, Supply Ford Rear Main Seal Pfitzner Inv1704",58000,$125,,JOB NO:,Purchase; Northern Machining Service,,GST,$12.5,$0.00,GST,$0.00,B,,,4,10,10,10,$137.5,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6997,06/02/2024,3-055-86921,,P,export,61019,$767.87,,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$767.87,,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wurth,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6891,07/02/2024,4320822868,,P,consumables,60120,$356.58,,,Purchase; Wurth,,GST,$35.66,$0.00,GST,$0.00,B,,,5,1,30,0,$392.24,,*None,1045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6974,07/02/2024,16460,,P,RB30 Head Stud Stock,51120,"$1,024",,JOB NO:,Purchase; DENT,,GST,$102.4,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,126.4",,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGN Tooling Grinding services,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6893,08/02/2024,24360,,P,cutting tips,69310,$228,,,Purchase; NGN Tooling Grinding services,,GST,$22.8,$0.00,GST,$0.00,B,,,5,1,30,0,$250.8,,*None,1276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6984,08/02/2024,2728026,,P,Chev Brgs Stock,51111,$183.59,,,Purchase; Nason,,GST,$18.36,$0.00,GST,$0.00,B,,,5,1,30,0,$201.95,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6994,08/02/2024,3-055-91775,,P,gst on imports,21340,"$2,927.48",,,Purchase; FedEx,,IMP,"$2,927.49",$0.00,GST,$0.00,B,,,5,1,30,0,"$6,225.42",,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6994,08/02/2024,3-055-91775,,P,electronic entry fee,61011,$195,,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$6,225.42",,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6994,08/02/2024,3-055-91775,,P,tax advzncement fee,61011,$159.5,,,Purchase; FedEx,,GST,$15.95,$0.00,GST,$0.00,B,,,5,1,30,0,"$6,225.42",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA Sleeve Co,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7785,08/02/2024,INV282232,,P,SLEEVES FOR TOP FUEL MOTORCYCLE,51130,"$2,252.82",,JOB NO:,Purchase; LA Sleeve Co,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.659174,5,1,30,0,$0.00,,*None,1281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA Building Supplies,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6894,09/02/2024,204038636,,A,building supplies,61100,$35.52,,,Purchase; SA Building Supplies,,GST,$3.55,$0.00,GST,$0.00,B,,,5,1,30,0,$39.07,,*None,2964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelford Cams,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6913,09/02/2024,66049,,P,rb cams,51111,$869.47,,JOB NO:,Purchase; Kelford Cams,,GST,$86.95,$0.00,FRE,$0.00,B,,,5,1,30,0,$956.42,,*None,1755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6943,09/02/2024,8704,,P,Tools,69310,$320,,JOB NO:,Purchase; Northern Machining Service,,GST,$32,$0.00,GST,$0.00,B,,,4,10,10,10,$352,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7019,09/02/2024,ADLR000480425,,P,export freight,61019,$254.07,,JOB NO:,Purchase; DHL Express,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$254.07,,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7014,10/02/2024,68382815 wk37,,P,domestic freight wk 37,61018,$199.38,,JOB NO:,Purchase; TNT Express,,GST,$19.94,$0.00,GST,$0.00,B,,,5,1,30,0,$219.32,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVO Machinery,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6886,12/02/2024,8574,,P,repair water pump,69400,$375,,,Purchase; CVO Machinery,,GST,$37.5,$0.00,GST,$0.00,B,,,5,1,30,0,$412.5,,*None,2168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6887,12/02/2024,,,P,stantionary,61060,$352.45,,,Purchase; Officeworks,,GST,$35.25,$0.00,GST,$0.00,B,,,5,1,30,0,$387.7,,*None,952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6888,12/02/2024,5160/00137057,,A,general workshop supplies,60120,$67.03,,,Purchase; Bunnings,,GST,$6.7,$0.00,GST,$0.00,B,,,5,1,30,0,$73.73,,*None,1234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6944,13/02/2024,8712,,P,Machine Block for Rear Main Seal Pfitner Inv 1704,58000,$150,,JOB NO:,Purchase; Northern Machining Service,,GST,$15,$0.00,GST,$0.00,B,,,4,10,10,10,$165,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6995,13/02/2024,3-055-98188,,P,export shipment,61019,$365.91,,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$7,175.34",,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6995,13/02/2024,3-055-98188,,P,import shipment,61022,"$6,809.43",,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$7,175.34",,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6996,13/02/2024,3-056-00430,,P,gst on imports,21340,$189.85,,,Purchase; FedEx,,IMP,$189.85,$0.00,GST,$0.00,B,,,5,1,30,0,$492.7,,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6996,13/02/2024,3-056-00430,,P,customs clearance fee,61011,$93,,,Purchase; FedEx,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$492.7,,*None,1280
FedEx,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6996,13/02/2024,3-056-00430,,P,fedex fee,61011,$18.18,,,Purchase; FedEx,,GST,$1.82,$0.00,GST,$0.00,B,,,5,1,30,0,$492.7,,*None,1280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spool Imports,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6924,14/02/2024,8464,,A,Change over Ross Piston Set RB30 as discussed with Tony for CP Piston Set. Ross Pistons Shipped 14 Feb 2023,51111,$352.5,,,Purchase; Spool Imports,,GST,$35.25,$0.00,GST,$0.00,B,,,5,1,30,0,$387.75,,*None,1073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surman Metals,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6951,14/02/2024,I283985,,P,steel ,51120,$230,,,Purchase; Surman Metals,,GST,$23,$0.00,GST,$0.00,B,,,5,1,30,0,$253,,*None,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision International,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6978,14/02/2024,390567,,P,Pfitzner Ford Inv 1704,51111,$159.92,,JOB NO:,Purchase; Precision International,,GST,$15.99,$0.00,GST,$0.00,B,,,5,1,30,0,$175.91,,*None,1006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Steel & Alloy,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6923,15/02/2024,SA8117 inv4480,,P,Aluminium billet supply,51120,"$48,181.53",,,Purchase; Omega Steel & Alloy,,GST,"$4,818.15",$0.00,GST,$0.00,B,,,5,1,30,0,"$52,999.68",,*None,3199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelford Cams,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6933,15/02/2024,66131,,P,Rb Camshafts,51111,"$5,799.85",,JOB NO:,Purchase; Kelford Cams,,GST,$579.99,$0.00,FRE,$0.00,B,,,5,1,30,0,"$6,379.84",,*None,1755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfitzner Property Pty Ltd,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6935,15/02/2024,611,,P,council rates,61081,"$1,451.95",,JOB NO:,Purchase; Pfitzner Property Pty Ltd,,GST,$145.2,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,597.15",,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEI Carbide Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6953,15/02/2024,774353,,P,10mm cutters,69300,$202.85,,,Purchase; SEI Carbide Australia,,GST,$20.29,$0.00,GST,$0.00,B,,,5,1,30,0,$223.14,,*None,960
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD  Parcel Delivery,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6954,15/02/2024,455208,,P,freight on manifold from ceramic,61018,$14.1,,,Purchase; APD  Parcel Delivery,,GST,$1.41,$0.00,GST,$0.00,B,,,5,1,30,0,$15.51,,*None,2800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BV Products,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6959,15/02/2024,INV-0290,,P,consumables for polisher,60120,"$1,025",,,Purchase; BV Products,,GST,$102.5,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,127.5",,*None,1503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor Parts S.A.,,Aussie Billet Pty Ltd,6 Belfree Drive,Green Fields 5107,S.A.,X,7382,15/02/2024,001-2024,,A,RB26EL    x300,51140,"$3,355.71",,,Purchase; Motor Parts S.A.,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.666923,5,1,30,0,"$8,920.07",,*None,3304
Motor Parts S.A.,,Aussie Billet Pty Ltd,6 Belfree Drive,Green Fields 5107,S.A.,X,7382,15/02/2024,001-2024,,A,RB26IL    x300,51140,"$5,564.36",,,Purchase; Motor Parts S.A.,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.666923,5,1,30,0,"$8,920.07",,*None,3304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6934,16/02/2024,5210/00164534,,A,building materials,61100,$151.25,,JOB NO:,Purchase; Bunnings,,GST,$15.12,$0.00,GST,$0.00,B,,,5,1,30,0,$166.37,,*None,1234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6952,16/02/2024,2378053,,P,Marcus,51120,$37.91,,JOB NO:,Purchase; United Fasteners,,GST,$3.79,$0.00,GST,$0.00,B,,,5,1,30,0,$41.7,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bold Web Design,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6956,16/02/2024,INV-2442,,P,feb 24 care plan,68210,$500,,,Purchase; Bold Web Design,,GST,$50,$0.00,GST,$0.00,B,,,5,1,30,0,$550,,*None,2087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD  Parcel Delivery,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6958,16/02/2024,455230,,P,apd tickets,61018,$238,,,Purchase; APD  Parcel Delivery,,GST,$23.8,$0.00,GST,$0.00,B,,,5,1,30,0,$261.8,,*None,2800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Miller Engineering,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6970,16/02/2024,100830,,P,pistons for Gorkum,51111,"$1,341.79",,JOB NO:,Purchase; Bill Miller Engineering,,FRE,$0.00,$0.00,FRE,$0.00,B,,0.655021,5,1,30,0,"$1,341.79",,*None,1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6938,17/02/2024,D14896752,,P,gst on import,21340,$314.54,,,Purchase; DHL Express,,IMP,$314.54,$0.00,GST,$0.00,B,,,5,1,30,0,$745.91,,*None,1236
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6938,17/02/2024,D14896752,,P,customs charges,61010,$93,,,Purchase; DHL Express,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$745.91,,*None,1236
DHL Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6938,17/02/2024,D14896752,,P,duty tax processing,61011,$21.66,,,Purchase; DHL Express,,GST,$2.17,$0.00,GST,$0.00,B,,,5,1,30,0,$745.91,,*None,1236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNT Express,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7012,17/02/2024,68439245 wk38,,P,domestic freight wk38,61018,$857.84,,JOB NO:,Purchase; TNT Express,,GST,$85.78,$0.00,GST,$0.00,B,,,5,1,30,0,$943.62,,*None,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spool Imports,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6949,19/02/2024,INV-08532,,P,rings for scott 1JZ Inv 573,51111,$268.93,,,Purchase; Spool Imports,,GST,$26.89,$0.00,GST,$0.00,B,,,5,1,30,0,$295.82,,*None,1073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Guys,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6960,19/02/2024,D0403228846,,P,tablets for factory software,60119,"$1,270.91",,,Purchase; The Good Guys,,GST,$127.09,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,398",,*None,1485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6963,19/02/2024,6B383A57-0001,,P,feb 19 to march 19,51111,$400,,,Purchase; Factory,,GST,$40,$0.00,GST,$0.00,B,,,5,1,30,0,$440,,*None,3316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrenaline Motorsport,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6964,19/02/2024,INV-0132,,P,Feb rent,61080,$883.84,,,Purchase; Adrenaline Motorsport,,GST,$88.38,$0.00,GST,$0.00,B,,,5,1,30,0,$972.22,,*None,3227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelford Cams,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6965,19/02/2024,66173,,P,Buckets,58010,"$1,133.54",,JOB NO:,Purchase; Kelford Cams,,FRE,$0.00,$0.00,FRE,$0.00,B,,,5,1,30,0,"$1,133.54",,*None,1755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6985,19/02/2024,2733004,,P,Valve Seat Stock,51111,$43.55,,,Purchase; Nason,,GST,$4.35,$0.00,GST,$0.00,B,,,5,1,30,0,$47.9,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nason,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7060,19/02/2024,254108,,P,credit for double delivery charge,51111,-$9.5,,JOB NO:,Purchase; Nason,,GST,-$.95,$0.00,GST,$0.00,B,,,5,1,30,0,-$10.45,,*None,1243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plazmaman,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6939,20/02/2024,25368,,P,Rb30 manifold parts,51111,"$1,596.36",,,Purchase; Plazmaman,,GST,$159.64,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,756",,*None,1267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6945,20/02/2024,8728,,P,"Quick Bitz Inv 1384, Maatouk Mack 34  Inv 1715",58000,$870,,JOB NO:,Purchase; Northern Machining Service,,GST,$87,$0.00,GST,$0.00,B,,,4,10,10,10,$957,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6946,20/02/2024,8725,,P,Maatouk Punisher Inv 1717,58000,$435,,JOB NO:,Purchase; Northern Machining Service,,GST,$43.5,$0.00,GST,$0.00,B,,,4,10,10,10,$478.5,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Machining Service,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6947,20/02/2024,8724,,P,"Maatouk VL God Inv 1718, Kmalas Inv 1716",58000,$120,,JOB NO:,Purchase; Northern Machining Service,,GST,$12,$0.00,GST,$0.00,B,,,4,10,10,10,$132,,*None,924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6955,20/02/2024,2379195,,P,CNC,51120,$117.44,,JOB NO:,Purchase; United Fasteners,,GST,$11.74,$0.00,GST,$0.00,B,,,5,1,30,0,$129.18,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEI Carbide Australia,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6966,20/02/2024,774649,,P,cutters,69300,$126.87,,JOB NO:,Purchase; SEI Carbide Australia,,GST,$12.69,$0.00,GST,$0.00,B,,,5,1,30,0,$139.56,,*None,960
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6972,20/02/2024,232458,,P,Pfitzner Ford 6Cyl Inv 1704,51111,$405.34,,JOB NO:,Purchase; APD,,GST,$40.53,$0.00,GST,$0.00,B,,,5,1,30,0,$445.87,,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6976,20/02/2024,16481,,P,Hold Down Bolts CNC,51120,$770,,JOB NO:,Purchase; DENT,,GST,$77,$0.00,GST,$0.00,B,,,5,1,30,0,$847,,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6977,20/02/2024,16480,,P,Fire Ring TB48,51120,"$1,209",,JOB NO:,Purchase; DENT,,GST,$120.9,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,329.9",,*None,1141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fasteners,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6962,21/02/2024,2379582,,P,Bolts CNC,51120,$58.64,,JOB NO:,Purchase; United Fasteners,,GST,$5.86,$0.00,GST,$0.00,B,,,5,1,30,0,$64.5,,*None,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson Specialised Tooling Pty Ltd,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6968,21/02/2024,143806,,P,rod hone stone 1450,69200,$93,,JOB NO:,Purchase; Watson Specialised Tooling Pty Ltd,,GST,$9.3,$0.00,GST,$0.00,B,,,5,1,30,0,$102.3,,*None,1156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6973,21/02/2024,232466,,P,Dave Lee Race Engines Inv 1733,51111,"$3,000",,JOB NO:,Purchase; APD,,GST,$300,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,300",,*None,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6989,21/02/2024,D14903529,,P,GST on Goods,21340,$55.94,,,Purchase; DHL Customs/Duty Collections,,IMP,$55.95,$0.00,GST,$0.00,B,,,5,1,30,0,$226.89,,*None,3319
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6989,21/02/2024,D14903529,,P,customs fees,61010,$93,,,Purchase; DHL Customs/Duty Collections,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$226.89,,*None,3319
DHL Customs/Duty Collections,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,6989,21/02/2024,D14903529,,P,DHL fee,61011,$20,,,Purchase; DHL Customs/Duty Collections,,GST,$2,$0.00,GST,$0.00,B,,,5,1,30,0,$226.89,,*None,3319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau Veritas Airs,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7033,21/02/2024,24001907,,P,test insert material,61111,$595,,,Purchase; Bureau Veritas Airs,,GST,$59.5,$0.00,GST,$0.00,B,,,5,1,30,0,$654.5,,*None,1849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Steel & Alloy,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7034,21/02/2024,SA8119 inv4483,,P,Ali Plate,51120,"$47,059.91",,,Purchase; Omega Steel & Alloy,,GST,"$4,705.99",$0.00,GST,$0.00,B,,,5,1,30,0,"$41,587.93",,*None,3199
Omega Steel & Alloy,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7034,21/02/2024,SA8119 inv4483,,P,less discount,51120,"-$2,023",,,Purchase; Omega Steel & Alloy,,GST,-$202.3,$0.00,GST,$0.00,B,,,5,1,30,0,"$41,587.93",,*None,3199
Omega Steel & Alloy,,Aussie Billet Pty Ltd current,6 Belfree Drive,Green Fields 5107,,X,7034,21/02/2024,SA8119 inv4483,,P,less,51120,"-$7,229.7",,,Purchase; Omega Steel & Alloy,,GST,-$722.97,$0.00,GST,$0.00,B,,,5,1,30,0,"$41,587.93",,*None,3199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
