Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Engineers Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154376,27/06/2023,11511607,,P,EA Professional memebrship renewal Ian Godson,51100,$540.91 ,,,Purchase; Engineers Australia,,GST,$54.09 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$595 ,,5126,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154384,5/7/2023,2-10006208537,,P,MYOB AccountRight Live Plus Recurring Subscription 01/07/23 - 31/07/23,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154399,18/07/2023,19293780,,P,Recurring charges 01 Jun 23 to 30 Jun 23,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154402,20/07/2023,608578416,,P,Andre L mobile phone,61154,"$1,015.45 ",,,Purchase; Officeworks,,GST,$101.55 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,176.36 ",,5255,40
Officeworks,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154402,20/07/2023,608578416,,P,Stationery,61215,$53.97 ,,,Purchase; Officeworks,,GST,$5.39 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,176.36 ",,5255,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154420,19/07/2023,INV-2875,,P,"Professional Support & Advice, provision of support & advice including ATO liaison, bookkeeping support, phone calls and email response through out the year as required",61015,$210 ,,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$21 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$231 ,,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154422,1/8/2023,2-10006606828,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Aug 2023 to 31 Aug 2023,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154429,3/8/2023,,,P,Recurring charges 01/07/2023 -31/07/2023,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154440,1/7/2023,2315,,P,"Business Advisory services 1. Services re management of M&A approaches and related Executive advices, 2 Coaching Training services to DF/IG started June 2023",61035,"$6,300 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,300 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallagher Bassett Services Workers Compensation Vi,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154444,15/08/2023,,,P,Work cover 2023/2024,65140,"$9,256.04 ",,,Purchase; Gallagher Bassett Services Workers Compensation Vi,,GST,$925.61 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$10,181.65 ",,2297,2544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGL,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154449,22/08/2023,,,P,GAs charge: 02/05/23 - 27/06/23,66030,$59.84 ,,,Purchase; AGL,,GST,$5.98 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$65.82 ,,5458,1336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154471,1/9/2023,2-1006932927,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Sep 2023 to 30 Sep 2023,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154500,27/09/2023,19534705,,P,Billing period 01/08/23 -31/08/23,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154502,10/7/2023,76453,,P,General Property Insurance CC1063288-4,61140,$105.68 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$10.57 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$127.88 ,,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154502,10/7/2023,76453,,P,General Property Insurance CC1063288-4 SD,61140,$11.63 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$127.88 ,,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154503,10/7/2023,76751,,P,Management Liability Insurance 9618063PVE,61140,"$2,094.13 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$209.42 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,529.59 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154503,10/7/2023,76751,,P,Management Liability Insurance 9618063PVE SD,61140,$226.04 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,529.59 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154504,10/7/2023,76752,,P,Commercial Insurance 15T2098714,61140,"$3,149.51 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$314.94 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,810.89 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154504,10/7/2023,76752,,P,Commercial Insurance 15T2098714 -SD,61140,$346.44 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,810.89 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154505,10/7/2023,76754,,P,Professional Indemnity Insurance 02PI000432,61140,"$4,395.21 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$439.52 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,250.42 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154505,10/7/2023,76754,,P,Professional Indemnity Insurance 02PI000432 SD,61140,$415.69 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,250.42 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154506,10/7/2023,76578,,P,General Property Insurance CC1063288-7,61140,"$4,985.28 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$498.53 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,032.20 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154506,10/7/2023,76578,,P,General Property Insurance CC1063288-7 SD,61140,$548.39 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$6,032.20 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154507,10/7/2023,76585,,P,Aviation 03 RPS 0068011,61140,"$3,166.20 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$316.62 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,831.11 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154507,10/7/2023,76585,,P,Aviation 03 RPS 0068011 SD,61140,$348.29 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$3,831.11 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154508,10/7/2023,76605,,P,Liability Insurance 57A39100PLB,61140,"$7,280.13 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$728.01 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,762.95 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154508,10/7/2023,76605,,P,Liability Insurance 57A39100PLB SD,61140,$754.81 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,762.95 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154509,10/7/2023,76735,,P,Cyber Liability QCS22004089A/00/01,61140,"$1,234.36 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$123.43 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,468.82 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154509,10/7/2023,76735,,P,Cyber Liability QCS22004089A/00/01 SD,61140,$111.03 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,468.82 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154510,10/7/2023,76782,,P,Professional Indemnity PL-ME-23-615012,61140,"$78,013.70 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,"$7,801.37 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$92,813.29 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154510,10/7/2023,76782,,P,Professional Indemnity PL-ME-23-615012 Sd,61140,"$6,998.22 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$92,813.29 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154523,1/10/2023,19648363,,P,Period:01 Sep 23 to 30 Sep 23,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154528,9/10/2023,2405a,,P,Coaching and training services to DF/IG from 30/06/23 to 28/08/2023,61035,"$5,477.50 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$5,477.50 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154529,10/10/2023,,,P,Billing period 01 Oct 2023 to 31 Oct 2023,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendspek Operations Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154537,12/10/2023,INV-0390,,P,5000 GP Processing Pack ($5.95 per GP),11204,"$29,750 ",,,Purchase; Trendspek Operations Pty Limited,,GST,"$2,975 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$32,725 ",,2246,2518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154560,1/11/2023,,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Nov 2023 to 30 Nov 2023,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154574,6/11/2023,19753257,,P,Recurring charges 01 Oct 23 to 31 Oct 23,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154604,1/12/2023,2-10007567330,,P,MYOB Account Right Subscription 01/12/23-31/12/23,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Hecht Harrison Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154605,29/11/2023,NSW0028907,,P,CT: 1 month Program for Andre Van Zyl commencing on 20/11/23,65150,"$1,750 ",,,Purchase; Lee Hecht Harrison Pty Ltd,,GST,$175 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,925 ",,*None,2797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154612,5/12/2023,19882736,,P,Billing Period 01/11/2023 - 30/11/2023,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154634,20/12/2023,77316,,P,General Property Insurance CC1063288-7,61140,"$3,838.34 ",,,Purchase; M & R Insurance Brokers Pty Ltd,,GST,$383.83 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,644.39 ",,5497,1736
M & R Insurance Brokers Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154634,20/12/2023,77316,,P,General Property Insurance SD CC1063288-7,61140,$422.22 ,,,Purchase; M & R Insurance Brokers Pty Ltd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$4,644.39 ",,5497,1736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL Booth,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154635,8/12/2023,2409,,P,Coaching and Training services to DF/IG ,61035,"$1,650 ",,,Purchase; GL Booth,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,650 ",,*None,2714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St John Ambulance Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154638,9/1/2024,7194295,,P,First Aid kits,61215,$94.23 ,,,Purchase; St John Ambulance Australia,,GST,$8.12 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$102.35 ,,5479,1605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvertail Restrant Pty LTd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154639,29/12/2023,INV-2352,,P,Event Booking on 13/12/2024,61030,$500 ,,,Purchase; Silvertail Restrant Pty LTd,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$500 ,,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154674,30/01/2024,19985143,,P,Period 01/12/2023 -31/12/2023,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154676,1/2/2024,,,P,MYOB AccountRight Live Plus Recurring Subscription 01 Feb 2024 to 29 Feb 2024,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154684,1/2/2024,20107908,,P,Internet Period 01/01/2024 -31/01/2024,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkCover Queensland,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154703,21/02/2024,WSM240217738,,P,Work cover premium fir year ending 30/06/2024,65140,$86.58 ,,,Purchase; WorkCover Queensland,,GST,$8.66 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$100 ,,N0002,2821
WorkCover Queensland,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154703,21/02/2024,WSM240217738,,P,Work cover premium fir year ending 30/06/2024 SD,65140,$4.76 ,,,Purchase; WorkCover Queensland,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$100 ,,N0002,2821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154707,23/02/2024,INV-3615,,P,"Corporate Secretarial Services: Maintenance of your corporate records and to your corporate secretarial matters, for compliance with Australian\r\nSecurities and Investments Commission (ASIC) requirements, including:\r\n- Collection and Forwarding of your 2024 Annual Company Statement;\r\n- Advice on payment amounts and due dates for ASIC Fees",61015,$180 ,,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$18 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$198 ,,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Couriers Please Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154711,23/02/2024,TI3487815,,P,Courier Coupon,61215,$321.60 ,,,Purchase; Couriers Please Pty Ltd,,GST,$32.16 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$353.76 ,,5539,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frosting.melbourne,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154715,27/02/2024,11096,,P,"Frosting windows for Board room, Meeting room 1 & 2 and Gym",61250,"$1,823.73 ",,,Purchase; Frosting.melbourne,,GST,$182.37 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$2,006.10 ",,N0003,2824
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154717,4/3/2024,2-10008278199,,P,MYOB AccountRight Live Plus Recurring Subscription,61290,$123.64 ,,,Purchase; MYOB Australia,,GST,$12.36 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$136 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154727,5/3/2024,20229031,,P,Billing period 01/02/24-29/02/24,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154740,7/3/2024,BYD rego 2024,,P,BYD Registration Renewal registration Fee,61205,$224.70 ,,,Purchase; VicRoads,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154740,7/3/2024,BYD rego 2024,,P,BYD Registration Renewal TAC charge,61205,$456.36 ,,,Purchase; VicRoads,,GST,$45.64 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154740,7/3/2024,BYD rego 2024,,P,BYD Registration Renewal Insurance Duty,61205,$50.20 ,,,Purchase; VicRoads,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickless Miller Meehans  Pty Ltd,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154741,12/3/2024,,,P,"2023 Annual Tax Compliance, Financial Statements, Tax return,  Corporate Secretarial Service",61015,"$7,950 ",,,Purchase; Nickless Miller Meehans  Pty Ltd,,GST,$795 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$8,745 ",,5251,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Australia Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154749,21/03/2024,11800752,,P,Colour Meterage,61215,$50.75 ,,,Purchase; Toshiba Australia Pty Limited,,GST,$5.07 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$55.82 ,,1842,2302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendspek Operations Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154754,25/03/2024,,,P,Pro Plan ( 25/02/24-28/02/25),11204,"$24,995 ",,,Purchase; Trendspek Operations Pty Limited,,GST,"$2,499.50 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$52,038.25 ",,2246,2518
Trendspek Operations Pty Limited,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154754,25/03/2024,,,P,Processing Pack Bundled,11204,"$22,312.50 ",,,Purchase; Trendspek Operations Pty Limited,,GST,"$2,231.25 ",$0.00 ,GST,$0.00 ,B,2,0,30,0,"$52,038.25 ",,2246,2518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154757,1/4/2024,2-100008522112,,P,MYOB AccountRight Live Plus Recurring Subscription: 01 Apr 2024 to 30 Apr 2024,61290,$128.18 ,,,Purchase; MYOB Australia,,GST,$12.82 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$141 ,,5509,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Epifano,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154758,29/03/2024,Jazz Trio 16.05.24,,P, 50% deposit,61030,"$1,050 ",,,Purchase; Marco Epifano,,FRE,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,"$1,050 ",,N0004,2835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPG Telecom / AAPT,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154760,1/4/2024,20341740,,P,Recurring charges Billing period: 01 Mar 24 to 31 Mar 24,61150,$799 ,,,Purchase; TPG Telecom / AAPT,,GST,$79.90 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$878.90 ,,1672,2178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VicRoads,,Infracorr Consulting Pty Ltd,"20 Business Park Drive,",Notting Hill VIC 3168,,,154787,22/04/2024,tesla rego 2024,,P,Registration Fee,61200,$224.70 ,,,Purchase; VicRoads,,N-T,$0.00 ,$0.00 ,GST,$0.00 ,B,2,0,30,0,$776.90 ,,5364,83
