ContactName,AccountNumber,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,PhoneNumber,MobileNumber,FaxNumber,EmailAddress,Website,SAAttentionTo,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,Discount,TaxNumber,BankAccountNumber,BankAccountName,SalesAccount,DueDateSalesDay,DueDateSalesTerm
Metzke Pty Ltd,c.43,,,,,,,,,9484 6200,,,accounts@metzke.com.au,,,,,,,,,,,0.0,,,,,45.0,4.0
Aboriginal Family Legal Services,c.44,890 Albany Highway,,,,EAST VICTORIA PARK,WA,6981,Australia,08 9355 1502,,,accounts@afls.org.au,,,,,,,,,,,0.0,,,,,7.0,2.0
4Logic,c.46,,,,,,,,,6336 7444,,,accounts@4logic.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Jobfit WA,c.47,,,,,,,,,,,,accounts.payable@jobfit.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Osborne Park Nissan & Hyundai,c.48,,,,,,,,,,,,kanderson@opcjd.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Civmec Construction & Engineering Pty Ltd,c.49,,,,,,,,,,,,accounts@civmec.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Murdoch Orthopaedic Clinic,c.50,,,,,,,,,6332 6310,,,admin@drmichaelanderson.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Aussie Earthworks,c.51,,,,,,,,,,,,karen@aussieearthworks.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Alcoa World Alumina Australia,c.52,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,60.0,4.0
Osborne Motor Bodies,c.54,,,,,,,,,9377 2400,,,accountsp@ombwa.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Ausplow Farming Systems Pty Ltd,c.55,,,,,,,,,,,,invoices@ausplow.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Rise Network Inc.,c.56,,,,,,,,,6274 3701,,,accountspayable@risenetwork.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Aussie Fluid Power,c.57,,,,,,,,,,,,accounts@aussiefluidpower.com.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Hugh and Co,c.60,,,,,,,,,,,,admin@hughco.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Alliance Airlines,c.65,,,,,,,,,(7) 3212 1212,,,accountspayable@allianceairlines.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
GSM Mining Company Pty Ltd,c.70,,,,,,,,,,,,GFA.AccountsPayable@goldfields.com,,,,,,,,,,,0.0,,,,,30.0,4.0
Agnew Gold Mining Company Pty Ltd,c.72,,,,,,,,,,,,GFA.AccountsPayable@goldfields.com,,,,,,,,,,,0.0,,,,,30.0,4.0
Gruyere Management Pty Ltd,c.71,,,,,,,,,,,,GFA.AccountsPayable@goldfields.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Lumus Imaging VIC,c.66,,,,,,,,,,0399182950,,imaging.ap@healthcareimaging.com.au,,,,,,,,,,,0.0,65085350189.0,,,,14.0,2.0
Perth Cardiovascular Institute,c.37,,,,,,,,,,63146833,,Payables@perthcardio.com.au,,,,,,,,,,,0.0,45840034822.0,,,,7.0,2.0
AngloGold Ashanti Australia Limited,c.45,TROPICANA,,,,,,,,,94264600,,STATEMENTAUAP@anglogoldashanti.com,AUAPINVOICE@anglogoldashanti.com,,,,,,,,,,,,,,,,
STRICTLY Statements : STATEMENTAUAP@anglogoldashanti.com  Queries:  accountspayable@anglogoldashanti.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,Terms monthly in arrears,contracted based,0,2,0,30,0,0,0,,0,0,,,,,,,,70894254686.0,,,,,,,
Needham Air,c.25,,,,,,,,,,94324600,,accounts@needhamair.com.au,,,,,,,,,,,0.0,77677816606.0,,,,7.0,2.0
BHP Billiton - Nickel West,c.21,,,,,,,,,,0890935729,,supplyap-review@bhp.com,,,,,,,,,,,0.0,76004184598.0,,,,14.0,2.0
Mineral Resources Limited,c.31,,,,,,,,,,0893293600,,accountspayable.statements@mrl.com.au,accountspayable.queries@mrl.com,,,,,,,,,,0.0,33118549910.0,,,4-1101,45.0,4.0
Site Ware Direct,c.53,,,,,,,,,,1800897989,,accounts@sitewaredirect.com.au,,,,,,,,,,,0.0,88100062932.0,,,4-1101,30.0,5.0
Lavan Legal,c.73,,,,,,,,,,0892886001,,damon.hansenknarhoi@lavanlegal.com.au,,,,,,,,,,,0.0,47488578158.0,,,4-1101,14.0,2.0
Iron Resources Pty Ltd,c.74,accountspayable@mrl.com.au,,,,,,,,08 9329 3600,,,accountspayable.statements@mrl.com.au,kylie-anne.ranson@mrl.com.au,,,,,,,,,,,,,,,,
A Minerals Resources Group  Note: Request PO then Email via Astute to accounts. Request via Charles.Kihara@mrl.com.au (outlook),,,,45 days EOM,Mineral Resources,0,4,0,45,0,0,0,,0,0,,,,,,,,,,,,,,,
Quantum Radiology,c.63,,,,,,,,,,0287609100,,snolan@quantumradiology.com.au,accounts@quantumradiology.com.au,,,,,,,,,,0.0,39122370674.0,,,4-1101,14.0,2.0
DR GLENN & PARTNERS PTY LTD,c.62,,,,,,,,,,0291131888,,npalsson@medical-imaging.com.au,,,,,,,,,,,0.0,88663977071.0,,,4-1101,14.0,2.0
WA Cardiology,c.81,,,,,,,,,,0861692000,,,,,,,,,,,,,0.0,78328171940.0,,,4-1101,14.0,2.0
AngloGold Ashanti Australia Limited,c.64,PERTH SUNRISE DAM,,,,,,,,,,,STATEMENTAUAP@anglogoldashanti.com,,,,,,,,,,,0.0,70064458260.0,,,4-1101,30.0,4.0
Australasian Insulation Supplies Pty Ltd,c.82,,,,,,,,,,08 9417 9494,,accounts@ais-group.com.au,,,,,,,,,,,0.0,48646688262.0,,,4-1101,14.0,2.0
Leach Legal,c.77,,,,,,,,,,9486 9733,,accountspayable@leachlegal.com.au,,,,,,,,,,,0.0,0.0,,,4-1101,14.0,2.0
Department of Biodiversity Conservation & Attract,c.78,,,,,,,,,,92199000,,,,,,,,,,,,,0.0,0.0,,,4-1101,30.0,2.0
Bailiwick legal,c.83,,,,,,,,,,,,admin@bailiwicklegal.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Bundaberg Radiology,c.84,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Department of Water,c.87,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,30.0,5.0
Dept of Primary Industries & Regional Development,c.89,3 Baron-Hay Court,financepayables@dpird.wa.gov.au,,,SOUTH PERTH,WA,6151,,93683333,,,do;not;send;statements,,,,,,,,,,,0.0,,,,,30.0,2.0
Direct Radiology,c.90,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Dyna Engineering,c.91,,,,,,,,,9473 4300,,,accounts@dynaeng.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
29 Metals PTY LTD,c.92,,,,,,,,,,,,Kate.Goodfield@29metals.com.au,,,,,,,,,,,0.0,,,,,30.0,4.0
Workskil Australia Incorporated,c.94,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Genesis Care Cardiology,c.99,,,,,,,,,9480 3033,,,kamini.sangaralingam@genesiscare.com.au,,,,,,,,,,,0.0,,,,,30.0,5.0
Ability Centre - Minderoo Villa 5,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,30.0,5.0
MMD Australia Pty ltd,c.69,,,,,,,,,,,,accounts@mmdaus.com.au,,,,,,,,,,,0.0,17002446835.0,,,4-1101,14.0,2.0
Telethon Speech & Hearing,c.61,,,,,,,,,,,,carlt@tsh.org.au,,,,,,,,,,,0.0,73885107614.0,,,4-1101,14.0,2.0
Department of Water and Environment Regulation,c.98,,,,,,,,,,,,accountspayable@dwer.wa.gov.au,,,,,,,,,,,0.0,28420443065.0,,,4-1101,30.0,2.0
AngloGold Ashanti Australia Limited,c.103,Corporate Office,,,,,,,,,,,STATEMENTAUAP@anglogoldashanti.com,,,,,,,,,,,,,,,,,
STRICTLY Statements : STATEMENTAUAP@anglogoldashanti.com  Queries:  accountspayable@anglogoldashanti.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,terms monthly in arrears,contract based,0,2,0,30,0,0,0,,0,0,,,,,,,,,,,,,,,
BlueScope Building Components,c.104,,,,,,,,,,,,BBC-AcctsPayable@Bluescope.com,,,,,,,,,,,0.0,,,,,14.0,2.0
GESB,c.105,,,,,,,,,,,,gesb_finance@gesb.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
"Communicable Disease Control Directorate, Departme",c.107,"Level 3 Block C, 189 Royal Street",,,,EAST PERTH,WA,6004,,,,,Paul.Effler@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Transport,c.101,Supplier.invoices@dwer.wa.gov.au,,,,,,,,,65516000,,payables@transport.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Department of Justice,c.102,,,,,,,,,,92641600,,,,,,,,,,,,,0.0,,,,,30.0,2.0
Child and Adolescent Health Service,c.80,,,,,,,,,,64562222,,HSS.apsupplychain@health.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Health Support Services,c.100,hss.apvendor@health.wa.gov.au,,,,,,,,,64445000,,HSS.apsupplychain@health.wa.gov.au,,,,,,,,,,,0.0,,,,,28.0,2.0
The Woss Group,c.109,,,,,,,,,,,,rwoss@wossgroup.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Big Bell Gold Operations,c.35,,,,,,,,,,,,accounts@bellevuegold.com.au,,,,,,,,,,,0.0,99110439686.0,,,4-1101,14.0,2.0
Department of Communities,c.110,,,,,,,,,,,,midfinance@communities.wa.gov.au,,,,,,,,,,,0.0,88050158195.0,,,4-1101,30.0,2.0
Environmental Health Directorate Department of Hea,c.111,andrew.jardine@health.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,0.0,28684750332.0,,,4-1101,31.0,2.0
Polaris Metals Pty Ltd,c.106,,,,,,,,,,,,accountspayable.statements@mrl.com.au,,,,,,,,,,,0.0,,,,,45.0,4.0
Lotterywest,c.112,,,,,,,,,,133777,,,,,,,,,,,,,0.0,0.0,,,4-1101,30.0,2.0
Department of Health,c.113,,,,,,,,,,0892224222,,HSS.apsupplychain@health.wa.gov.au,,,,,,,,,,,0.0,13993250709.0,,,4-1101,30.0,2.0
Lit Therapy,c.108,,,,,,,,,,0416485778,,gemma@littherapy.com.au,,,,,,,,,,,0.0,15827498792.0,,,4-1101,14.0,2.0
Newmont Boddington Gold Pty Ltd,c.79,,,,,,,,,,0894236100,,invoices@Newmont.com,,,,,,,,,,,0.0,22008087778.0,,,4-1101,14.0,2.0
Night  River,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Ability Centre - Bradford  Views Villa 4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Wesfarmers CSBP,c.115,,,,,,,,,93129222,,,accpayinvoices@wescef.com.au,,,,,,,,,,,0.0,81008668371.0,,,4-1101,30.0,4.0
Developing Australian Communities,c.114,,,,,,,,,,,,river@developingauscommunities.com.au,,,,,,,,,,,0.0,68646184947.0,,,4-1101,14.0,2.0
MAK Industrial Water Solutions,c.117,,,,,,,,,92498007,,,accounts.payable@makwater.com.au,,,,,,,,,,,0.0,0.0,,,4-1101,14.0,2.0
Department of Communities -CPFS- Holman-Walker,,,,,,,,,,,,,Chris.Neilson@communities.wa.gov.au,,,,,,,,,,,0.0,,,,,30.0,2.0
Brightwater Belmont (Kailis House),,,,,,,,,,,,,accounts.payable@brightwatergroup.com,,,,,,,,,,,0.0,,,,,30.0,2.0
OSH GROUP Pty Ltd,c.119,,,,,,,,,,0862988400,,accountspayable@OSHgroup.com.au,,,,,,,,,,,0.0,56124944574.0,,,4-1101,14.0,2.0
Bradford Legal,c.118,,,,,,,,,9316 2299,,,tanya@bradfordlegal.com.au,,,,,,,,,,,0.0,,,,,7.0,2.0
Advanced Personnel Management (APM),c.127,11 Hensen Street,,,,,,,,,97257077,,jasubsidy@apm.net.au,,,,,,,,,,,0.0,64062160614.0,,,4-1101,14.0,2.0
Edwards Mac Scovell,c.126,Level 7 140 St George's Tce,,,,,,,,,862450222,,,,,,,,,,,,,0.0,47611837980.0,,,4-1101,14.0,2.0
Accident Claim Lawyers,c.125,WA: Level 25 108 St Georges Terrace,,,,,,,,,61491600,,,,,,,,,,,,,0.0,74621870308.0,,,4-1101,14.0,2.0
Perth GP,c.124,1 South Lake Drive Cnr South Lake & Berrigan Drive,,,,,,,,,94126868,,lakesmed@perthgp.com.au,,,,,,,,,,,0.0,55162175340.0,,,4-1101,14.0,2.0
BHP Billiton - Nickel West,c.116,Nickel West Supply Lvl 17/ Central Park 152-158 St Georges Tce,,,,,,,,,0890378500,,supplyap-review@bhp.com,,,,,,,,,,,0.0,76004184598.0,,,4-1101,30.0,2.0
Health Integra,c.121,6 Centennial Place,,,,,,,,,93747000,,accountstwo@gpscmidland.com.au,,,,,,,,,,,0.0,52135064621.0,,,4-1101,14.0,2.0
Attadale Rehabilitation Hospital,c.123,21 Hislop Rd,,,,,,,,,93301000,,accountspayable.vim@ramsayhealth.com.au,,,,,,,,,,,0.0,15318100759.0,,,4-1101,14.0,2.0
Falcon Engineering,c.122,,,,,,,,,,0893930095,,accounts@falconeng95.com.au,,,,,,,,,,,0.0,43070111474.0,,,4-1101,14.0,2.0
IDOM Midland,c.120,,,,,,,,,,61642000,,michael.honey@midlandmitsubishi.com.au,,,,,,,,,,,0.0,11111111111.0,,,4-1101,14.0,2.0
Ability Centre - Bradford  Views Villa 3,,,,,,,,,,1300 106 106,,,anita.patel@abilitywa.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Baptistcare - Mirrambeena,,,,,,,,,,9282 8600,9282 8616   Melissa,,Claire.Eaton@baptistcare.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Wungening Aboriginal Corporation,c.131,211 Royal Street,,,,,,,,,0892211411,,accounts@wungening.com.au,,,,,,,,,,,0.0,75269896304.0,,,4-1101,14.0,2.0
Western Radiology,c.68,Suite 2 810 North Lake Road,,,,,,,,,0892002777,,chsaccounts@wradi.com.au,,,,,,,,,,,0.0,94836556254.0,,,4-1101,30.0,2.0
Frankland Estate Wines Pty Ltd,c.137,530 Frankland Road,,,,,,,,,0898551544,,accounts@franklandestate.com.au,,,,,,,,,,,0.0,39798627309.0,,,4-1101,14.0,2.0
Office of the Auditor General,c.136,7/469 Wellington St,,,,,,,,,0865577500,,finadmin@audit.wa.gov.au,,,,,,,,,,,0.0,0.0,,,4-1101,30.0,2.0
Specialised Linen Services,c.135,,,,,,,,,,0894591786,,,alison.smith@splservices.com.au,,,,,,,,,,0.0,55611100371.0,,,4-1101,14.0,2.0
Ability Centre - Bradford  Views Trans Villa 4,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Perth Radiological Clinic Joondalup,,,,,,,,,,,,,Matt.McQuillan@perthradclinic.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Sandfire Resources NL,c.130,Level 2 10 Kings Park Road,,,,,,,,,64303800,,accounts@sandfire.com.au,,,,,,,,,,,0.0,55105154185.0,,,4-1101,14.0,2.0
Osborne Park Chrysler Jeep Dodge,c.128,474 Scarborough Beach Road,,,,,,,,,0894929455,,mdeighton@ahg.com.au,,,,,,,,,,,0.0,68758597671.0,,,4-1101,14.0,2.0
Hocart Lodge Aged Centre - Harvey,,,,,,,,,,,,,accounts@hocartlodge.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
St John Ambulance Australia,c.133,209 Great Eastern Hwy Cnr Lapage Street,,,,,,,,,93341222,,Accounts.Payable@stjohnwa.com.au,,,,,,,,,,,0.0,55028468715.0,,,4-1101,14.0,2.0
Central Gippsland Health Service,c.138,155 Guthridge Pde,,,,,,,,,0351438600,,,,,,,,,,,,,0.0,85050485681.0,,,4-1101,14.0,2.0
South East Radiology,c.139,33 Berry St,,,,,,,,,0244221500,,jmarsden@serad.com.au,,,,,,,,,,,0.0,91629217090.0,,,4-1101,14.0,2.0
Benchmark Engineering,c.142,,,,,,,,,,92488884,,accounts@benchmarkeng.com.au,,,,,,,,,,,0.0,12132960957.0,,,4-1101,30.0,2.0
Ability Centre - Minderoo Villa 1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,14.0,2.0
Women's Legal Service WA INC,c.141,,,,,,,,,,0892728855,,Accounts@WLSWA.org.au,,,,,,,,,,,0.0,44551144230.0,,,4-1101,14.0,2.0
Mental Health Commission,c.143,,,,,,,,,,,,rbanks@comhwa.org.au,,,,,,,,,,,0.0,0.0,,,4-1101,14.0,2.0
Southbank Day Surgery - South Perth,,admin@southbankdaysurgery.com.au,,,,,,,,08 9368 7344,,,accounts@southbankdaysurgery.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Mount Endocrinology,c.129,Suite 24 Mount Medical Centre 46 Mounts Bay Road,,,,,,,,,94812054,,manager@mountendo.com.au,,,,,,,,,,,0.0,22891280573.0,,,4-1101,14.0,2.0
Cardio Vascular Services,c.140,Suite 15 Hollywood Specialist Centre 95 Monash Avenue,,,,,,,,,0863893500,,accountscvs@receiptbank.me,,,,,,,,,,,0.0,43089068897.0,,,4-1101,14.0,2.0
Chapmans Barristers & Solicitors,c.146,20 Kings Park Road,,,,,,,,,92261600,,admin@chapmanslawyers.com,,,,,,,,,,,0.0,25165789533.0,,,4-1101,14.0,2.0
Toshiba International Corporation Pty Ltd,c.145,30 Anderson Place,,,,,,,,,0862725600,,stemberger@tic.toshiba.com.au,,,,,,,,,,,0.0,29001555068.0,,,4-1101,30.0,2.0
Formbys Lawyers,c.147,Unit 6 9 Bowan sTreet,,,,,,,,9354 0300,,,debbie@formbyslawyers.com,,,,,,,,,,,0.0,65109691947.0,,,4-1101,14.0,2.0
Australian Integrated Steelwork Co,c.144,23 McIntyre Way,,,,,,,,9493 4525,,,accounts@aisco.com.au,,,,,,,,,,,0.0,95127262953.0,,,4-1101,40.0,4.0
Process Minerals International Pty Ltd,c.148,1 Sleat Rd,,,,,,,,,,,accountspayable.statements@mrl.com.au,,,,,,,,,,,0.0,49063988894.0,,,4-1101,45.0,4.0
Pride Plumbing & Gas,c.149,289 Guildford Road,,,,,,,,9271 4021,,,Accounts@choiceone.com.au,,,,,,,,,,,0.0,24813908804.0,,,4-1101,30.0,2.0
Global Rewinds,c.154,64 Miguel Road,,,,,,,,,94346655,,paul@globalrewinds.com.au,,,,,,,,,,,0.0,77079372017.0,,,4-1101,14.0,2.0
Sir Charles Gairdner Hospital - PSS,,,,,,,,,,,,,SCGOPHCGFinance.ClinicalCorporate@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Ability Centre - Honeysuckle Close,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
BGC Plasterboard,c.155,290 Bushmead Road,,,,,HAZELMERE,WA,6055,AU,93742935,,plasterboardap@bgc.com.au,,,,,,,,,,,0.0,62005736005.0,,,4-1101,30.0,2.0
Bluechip CNC Machining,c.151,10 Egmont Road,,,,,HENDERSON,WA,6166,AU,0894376070,,sasha@bluechipgroup.com.au,,Account Payable,,,,,,,,,0.0,79075409559.0,,,4-1101,14.0,2.0
Stirling Business Association,c.153,45 Delawney Street,,,,,BALCATTA,WA,6021,AU,0892401288,,stirlingbusiness@receiptbank.me,,Account Payable,,,,,,,,,0.0,66528878125.0,,,4-1101,14.0,2.0
Ability Centre - Scott,,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Noosa Radiology,c.158,90 Goodchap St,,,,Noosaville,QLD,4567,Australia,,0754409700,,,,0754407222 ?,,,,,,,,,0.0,53134907118.0,,,4-1101,14.0,2.0
Techworks,c.156,65 Roberts Road,,,,,OSBORNE PARK,WA,6017,,,,info@twgroup.com.au,,,,,,,,,,,0.0,82152857291.0,,,4-1101,30.0,4.0
Poseidon Nickel Limited,c.157,Unit 8 Churchill Court 331-335 Hay Street,,,,,SUBIACO,WA,6008,AU,0861676600,,accounts@poseidon-nickel.com.au,,,,,,,,,,,0.0,60060525206.0,,,4-1101,14.0,2.0
Caravan Industry Association Western Australia,c.160,,,,,,,,,,0893585622,,tracey@caravanwa.com.au,,,,,,,,,,,0.0,57932524364.0,,,4-1101,14.0,2.0
Cambridge Psychology,c.161,,,,,,,,,,,,paulbuttigieg@cambridgepsychology.com.au,,,,,,,,,,,0.0,18616963930.0,,,4-1101,14.0,2.0
Capital Radiology WA,c.164,,,,,,,,,9754 4730,,,ap@capitalradiology.com.au,,,,,,,,,,,0.0,87143919395.0,,,4-1101,30.0,2.0
Regis Resources Ltd,c.162,,,,,,,,,9442 2200,,,invoices@regisresources.com,,,,,,,,,,,0.0,28009174761.0,,,4-1101,30.0,2.0
WACHS - Kalgoorlie,,,,,,,,,WA Country,9080 8200,,,Ellis.Mclean@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Department of Communities - Josh Claughton,,,,,,,,,,,,,Portia.Mselekui@communities.wa.gov.au,,,,,,,,,,,0.0,,,,4-1100,30.0,2.0
St Jude's Health Care Services,,,,,,,,,,9279 4343,,,accounts@stjudes.com.au,,,,,,,,,,,0.0,,,,4-1100,14.0,2.0
Round Oak Jaguar Pty Ltd,c.159,Suite 4 / Level 5 85 South Perth Esplanade,,,,,,,,,0892388300,,accounts.jaguar@roundoakmin.com.au,,,,,,,,,,,0.0,51060620751.0,,,4-1101,30.0,4.0
Platinum Tank Services,c.166,22 Sparks Rd,,,,,,,,,94373099,,Natasha@platinumtanks.com.au,,,,,,,,,,,0.0,57631202161.0,,,4-1101,14.0,2.0
Pilbara Resource Group,c.163,Unit 3 32 Harrogate Street,,,,,,,,64248219,,,accounts@pilbararg.com.au,,,,,,,,,,,0.0,42616486116.0,,,4-1101,45.0,4.0
Colpcare,c.59,15B/151 Herdsman Parade,,,,,,,,,0893837500,,aligarvin@iprimus.com.au,,,,,,,,,,,0.0,30602805961.0,,,4-1101,14.0,2.0
ASC Pty Ltd,c.152,20 Nautical Drive,,,,,,,,,0894104100,,accounts.payable@asc.com.au,,,,,,,,,,,0.0,64008605034.0,,,4-1101,30.0,4.0
Brightwater Redcliffe,,,,,,,,,,,,,accounts.payable@brightwatergroup.com,,,,,,,,,,,0.0,,,,4-1100,14.0,2.0
Department of Local Government,c.170,,,,,,,,,0894929700,,,accountspayable@dlgsc.wa.gov.au,,,,,,,,,,,0.0,0.0,,,4-1101,30.0,2.0
Mount Hawthorn Family Practice,c.174,,,,,,,,,94447227,,,aekelly73@hotmail.com;theunsburger@hotmail.com,,,,,,,,,,,0.0,25755746483.0,,,4-1101,14.0,2.0
BHP - Nickel West - Perth office,c.167,,,,,,,,,,,,supplyap-review@bhp.com,,,,,,,,,,,0.0,76004184598.0,,,4-1101,30.0,2.0
WACHS - Southern Cross,,,,,,,,,,,,,Donna.Crafter@health.wa.gov.au;WBR-REOC@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Newmont Australia - Tanamai,c.171,,,,,,,,,0889578200,,,invoices@newmont.com,,,,,,,,,,,0.0,22008087778.0,,,4-1101,45.0,2.0
Breakthrough Haematology,c.172,,,,,,,,,0861194457,,,Kylie@breakthroughhaematology.com.au,,,,,,,,,,,0.0,41682991545.0,,,4-1101,14.0,2.0
AngloGold Ashanti Australia Limited,c.169,SUNRISE DAM,,,,,,,,0890803765,,,accountspayable@anglogoldashanti.com,,,,,,,,,,,,,,,,,
STRICTLY Statements : STATEMENTAUAP@anglogoldashanti.com  Queries:  accountspayable@anglogoldashanti.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,terms monthly in arrears,Contract based,0,2,0,30,0,0,0,,0,0,,,,,,,,70064458260.0,,,,,,,
WACHS - Corrigin,,,,,,,,,,,,,corrigin.hospital@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Geraldton,,,,,,,,,,,,,Kumar.Deep@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Ability Centre,,,,,,,,,,,,,accounts.payable@abilitywa.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Brightwater Cannington (Hamilton House),,,,,,,,,,,,,accounts.payable@brightwatergroup.com,,,,,,,,,,,0.0,,,,,14.0,2.0
Chapman Lawyers,c.177,,,,,,,,,0892261600,,,reception@chapmanslawyers.com,,,,,,,,,,,0.0,25165789533.0,,,4-1101,14.0,2.0
HR Clinic Services Unit Trust (Qscan Radiology Cli,c.175,,,,,,,,,0362402300,,,,,,,,,,,,,,0.0,67614197152.0,,,4-1101,14.0,2.0
Ability Centre - Edale (Lodge),,,,,,,,,,,,,Agencyinvoice@abilitycentre.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Perth Urology Clinic (Urologywest) - Nedlands,c.176,,,,,,,,,0893222435,,,accounts@perthurologyclinic.com.au,,,,,,,,,,,0.0,0.0,,,4-1101,14.0,2.0
WACHS - Morawa,,vanessa.parker@health.wa.gov.au,Director of Nursing for Mowara & Mullewa,,,,,,,,,,MorawaAdmin.WACHS-Midwest@health.wa.gov.au;,,,,,,,,,,,0.0,,,,,14.0,2.0
Perth Urology Clinic (Urologywest) - Murdoch,c.173,,,,,,,,,61892970,,,accounts@perthurologyclinic.com.au,,,,,,,,,,,0.0,0.0,,,4-1101,14.0,2.0
Yorganop Association Incorporated,c.180,1320 Hay Street,,,,WEST PERTH,WA,6005,,93219090,,,admin@yorganop.org.au,,,,,,,,,,,0.0,68404150813.0,,,4-1101,14.0,2.0
Western Psychiatry Pty Ltd,c.178,,,,,,,,,61401730,,,reception@wpwa.com.au,,,,,,,,,,,0.0,83818302676.0,,,4-1101,14.0,2.0
Custom Fluidpower,c.179,,,,,,,,,94413200,,,ap@custom.com.au,,,,,,,,,,,0.0,61090926659.0,,,4-1101,14.0,2.0
Armadale Education Support Centre,,,,,,,,,,9497 6402,,,Armadale.esc.accounts@education.wa.edu.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Mirrors WA,,,,,,,,,,,,,accounts@mirrorswa.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Eaton Medical Centre,c.183,,,,,,,,,,0897243311,,accounts@eatonmedical.com.au,,,,,,,,,,,0.0,94437651126.0,,,4-1101,14.0,2.0
Titan Recruitment,c.182,,,,,,,,,64670600,,,Craig@titanrecruitment.com.au,,,,,,,,,,,0.0,34086897636.0,,,4-1101,14.0,2.0
Mosman Park Family Practice,,,,,,,,,,,,,hannah@brandido.agency,,,,,,,,,,,0.0,,,,,14.0,2.0
St Jude's Health Care Services - Jacquie Black,,,,,,,,,,,,,nicola.u@stjudes.com.au,,,,,,,,,,,0.0,,,,,14.0,2.0
Total Rockbreaking Solutions,c.184,,,,,,,,,1300921498,,,marketing@trswa.com.au,,,,,,,,,,,0.0,50163642233.0,,,4-1101,14.0,2.0
WACHS - Coolgardie,,,,,,,,,,,,,kay.terry@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Wongan Hills,,,,,,,,,,,,,chloe.manuk@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
WACHS - Brookton/Pingelly,,,,,,,,,,,,,Chloe.Manuk@health.wa.gov.au,,,,,,,,,,,0.0,,,,,14.0,2.0
