Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
61525,Gifts - Clients,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61530,Internet/Email,,"$2,665.98 ",Expense,,GST,,N,,,,,,,,,,,,
61532,Computer Software/Licencing,,"$31,491.56 ",Expense,,GST,,N,,,,,,,,,,,,
61533,Computer H/Ware Accessories,,$507.17 ,Expense,,N-T,,N,,,,,,,,,,,,
61534,Computer IT Support,,"$28,590.20 ",Expense,,GST,,N,,,,,,,,,,,,
61535,Magazines & Periodicals,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61540,Parking,,$275.38 ,Expense,,GST,,N,,,,,,,,,,,,
61545,Printing,,$607.93 ,Expense,,GST,,N,,,,,,,,,,,,
61550,Postage,,$440.64 ,Expense,,GST,,N,,,,,,,,,,,,
61555,Research & Development,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61560,Stationery & Consumables,,$353.10 ,Expense,,GST,,N,,,,,,,,,,,,
61565,Subscriptions & Memberships,,"$6,955.38 ",Expense,,GST,,N,,,,,,,,,,,,
61570,Taxis,,$132.50 ,Expense,,GST,,N,,,,,,,,,,,,
61575,Telephones,,"$1,958.56 ",Expense,,GST,,N,,,,,,,,,,,,
61580,Website,,"$1,119.76 ",Expense,,GST,,N,,,,,,,,,,,,
61590,Loss on Sale of Assets,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61600,Premises,H,"$48,821.90 ",Expense,,,,N,,,,,,,,,,,,Y
61605,Rent & Outgoings,,"$46,026.17 ",Expense,,GST,,N,,,,,,,,,,,,
61606,Sub lease PICS,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61610,Cleaning,,$728.48 ,Expense,,GST,,N,,,,,,,,,,,,
61615,Electricity,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61620,Gas,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61625,Insurance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61630,Rates & Taxes,,$0.00 ,Expense,,FRE,,N,,,,,,,,,,,,
61635,Repairs & Maintenance,,"$2,067.25 ",Expense,,GST,,N,,,,,,,,,,,,
61640,Venue Hire,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61645,Virtual Offices,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61650,Water,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61700,Company Marketing/Development,H,"$2,836.95 ",Expense,,,,N,,,,,,,,,,,,Y
61705,Advertising,,$0.00 ,Expense,,GST,,Y,,,,,,,,,,,,
61710,Airfares,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61715,Accommodation,,"$2,401.21 ",Expense,,GST,,N,,,,,,,,,,,,
61720,Entertainment - Client,,$43.70 ,Expense,,FRE,,N,,,,,,,,,,,,
61725,Gifts - Clients,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61730,Legal Expenses,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61735,Meals,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61740,Parking,,$7.44 ,Expense,,GST,,N,,,,,,,,,,,,
61745,Printing,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61748,Public Relations / Promotion,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61750,Research & Development,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61755,Stationery & Consumables,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61760,Taxis,,$384.60 ,Expense,,GST,,N,,,,,,,,,,,,
61765,Wages,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61770,Website,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61800,Plant & Equipment,H,"$2,640.00 ",Expense,,,,N,,,,,,,,,,,,Y
61810,Equipment Hire/Lease,,"$2,640.00 ",Expense,,GST,,N,,,,,,,,,,,,
61820,Equip Repairs & Maintenance,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
61900,Sustainability Intl,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
61905,Wages -SIA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61911,Accrued Annual Leave SIA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61912,Accrued Long Service Leave,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
61915,Superannuation-SIA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62000,ENVIRONMENT,H,"$2,919.82 ",Expense,,,,N,,,,,,,,,,,,Y
62010,Employment Expenses - ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62150,Repair&Mtce MV - ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62160,Bank Charges- ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62300,General Expenses Environment,H,$937.51 ,Expense,,,,N,,,,,,,,,,,,Y
62305,Advertising Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62310,Archiving Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62311,Computer Software-ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62312,Computer H/Ware AccessoriesENV,,$700.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62315,Couriers Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62316,Credit Card Charges-ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62317,Donation - ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62320,Entertainment Client ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62323,Fuel,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62324,Fines & Penalties -ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62325,Gifts Clients Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62327,Insurances,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62330,Internet Email Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62335,Magazines & Periodicals ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62336,Office Rent - ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62340,Parking Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62345,Printing Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62350,Postage Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62355,Research & Development ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62360,Stationery & Consumables ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62365,Subscriptions & Membership ENV,,$237.51 ,Expense,,GST,,N,,,,,,,,,,,,
62367,Staff Amenities-ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62370,Taxis Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62375,Telephone Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62377,Staff Training ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62380,Website Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62465,Uniform -ENV,,$300.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62600,Travel Expenses Environment,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
62610,Airfares Domestic Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62620,Airfares International ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62630,Accommodation Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62640,Kilometres Environment,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62650,Meals etc Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62660,Sundry Travel Expenses ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62700,Marketing & Development ENV,H,"$1,682.31 ",Expense,,,,N,,,,,,,,,,,,Y
62705,Advertising Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62710,Airfares Environment,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62715,Accommodation Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62720,Entertainment Client ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62725,Gifts Client Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62730,Legal Expenses Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62735,Meals Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62740,Parking Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62745,Printing Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62750,Research & Development ENV,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
62755,Stationery & Consumables ENV,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62760,Taxis Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
62765,Wages Environment,,"$1,682.31 ",Expense,,N-T,,N,,,,,,,,,,,,
62770,Website Environment,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63000,SAFETY,H,"$110,175.03 ",Expense,,,,N,,,,,,,,,,,,Y
63010,Employment Expenses- Safety,,"$1,081.80 ",Expense,,N-T,,N,,,,,,,,,,,,
63150,Repair&Mtce MV- Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63160,Bank Charges- Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63300,General Expenses Safety,H,"$15,262.64 ",Expense,,,,N,,,,,,,,,,,,Y
63305,Advertising Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63310,Archiving Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63311,Computer Software-Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63312,Computer HWare Access: Safety,,$180.83 ,Expense,,N-T,,N,,,,,,,,,,,,
63315,Couriers Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63316,Credit Card charges-Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63317,Donation - Safety,,$59.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63320,Entertainment Clients Safety,,$835.19 ,Expense,,FRE,,N,,,,,,,,,,,,
63323,Fuel -Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63324,Fines & Penalties - Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63325,Gifts Clients Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63327,Insurances,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63328,Depreciation P&E Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63330,Internet/Email Safety,,$99.95 ,Expense,,GST,,N,,,,,,,,,,,,
63335,Magazines & Periodicals Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63340,Parking Safety,,$166.44 ,Expense,,GST,,N,,,,,,,,,,,,
63345,Printing Safety,,$18.18 ,Expense,,GST,,N,,,,,,,,,,,,
63350,Postage Safety,,$5.54 ,Expense,,GST,,N,,,,,,,,,,,,
63355,Research & Development Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63360,Stationery & Consumable Safety,,$240.87 ,Expense,,GST,,N,,,,,,,,,,,,
63365,Subscript'n & Memb'ship Safety,,"$1,466.90 ",Expense,,GST,,N,,,,,,,,,,,,
63367,Staff Amenities- Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63370,Taxis Safety,,$454.41 ,Expense,,GST,,N,,,,,,,,,,,,
63375,Telephone Safety,,"$2,068.01 ",Expense,,GST,,N,,,,,,,,,,,,
63377,Staff Training OHS,,"$9,667.32 ",Expense,,N-T,,N,,,,,,,,,,,,
63380,Website Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63465,Uniform - Safety,,"$1,521.72 ",Expense,,N-T,,N,,,,,,,,,,,,
63600,Travel Expenses Safety,H,"$17,814.71 ",Expense,,,,N,,,,,,,,,,,,Y
63610,Airfares Domestic Safety,,"$4,627.16 ",Expense,,GST,,N,,,,,,,,,,,,
63620,Airfares International Safety,,"$7,790.10 ",Expense,,N-T,,N,,,,,,,,,,,,
63630,Accommodation Safety,,"$2,685.13 ",Expense,,GST,,N,,,,,,,,,,,,
63640,Kilometres Safety,,$828.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63650,Meals etc Safety,,$213.03 ,Expense,,GST,,N,,,,,,,,,,,,
63660,Sundry Travel Expenses Safety,,"$1,671.29 ",Expense,,GST,,N,,,,,,,,,,,,
63700,Marketing & Development Safety,H,"$74,494.16 ",Expense,,,,N,,,,,,,,,,,,Y
63705,Advertising Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63710,Airfares Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63715,Accommodation Safety,,"$1,921.75 ",Expense,,GST,,N,,,,,,,,,,,,
63720,Entertainment Client Safety,,$105.78 ,Expense,,GST,,N,,,,,,,,,,,,
63725,Gifts Client Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63730,Legal Expenses Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63735,Meals Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63740,Parking Safety,,$38.09 ,Expense,,GST,,N,,,,,,,,,,,,
63745,Printing Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63750,Research & Development Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63755,Stationery & Consumable Safety,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
63760,Taxis Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
63765,Wages Safety,,"$72,428.54 ",Expense,,N-T,,N,,,,,,,,,,,,
63770,Website Safety,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64000,TRAINING,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
64140,Employment Expenses-TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64150,Repair&Mtce MV- TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64160,Bank Charges- TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64300,General Expenses Training,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
64305,Advertising Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64310,Archiving Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64311,Computer Software-TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64312,Computer HWare Access:-TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64315,Couriers Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64316,Credit Card charges-TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64317,Donation- TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64320,Entertainment Client Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64323,Fuel - Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64324,Fines & Panelties- TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64325,Gifts Clients Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64327,Insurances,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64330,Internet/Email Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64335,Magazines & Periodicals TRA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64340,Parking Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64345,Printing Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64350,Postage Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64352,Programs - Training,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64355,Research & Development TRA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64360,Stationery & Consumables TRA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64365,Subscriptions & Membership TRA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64367,Staff Amenities-TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64370,Taxis Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64375,Telephone Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64377,Staff Training TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64380,Website Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64600,Travel Expenses Training,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,N
64610,Airfares Domestic Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64620,Airfares International TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64630,Accommodation Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64640,Kilometres Training,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64650,Meals etc Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64660,Sundry Travel Expenses,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64700,Marketing & Development TRA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
64705,Advertising Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64710,Airfares Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64715,Accommodation Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64720,Entertainment Client Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64725,Gifts Client Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64730,Legal Expenses Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64735,Meals Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64740,Parking Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64745,Printing Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64750,Research & Development TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64755,Stationery & Consumables TRA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64760,Taxis Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
64765,Wages Training,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
64770,Website Training,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65000,NORTH AMERICA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
65120,Workers Compensation SNA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65300,General Expenses North America,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
65304,Accounting fee North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65305,Advertising North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65310,Archiving North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65315,Couriers North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65317,Deprecitaton-Cap Assets SNA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65325,Gifts Client North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65330,Internet/Email North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65335,Magazines & Periodicals NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65337,Office Expenses North America,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65338,Office Rent North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65340,Parking North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65345,Printing North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65350,Postage North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65355,Research & Development NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65360,Stationery & Consumables NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65365,Subscriptions & Membership NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65370,Taxis North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65375,Telephone North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65380,Website North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65600,Travel Expenses North America,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
65610,Airfare Domestic North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65620,Airfares International NA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65630,Accommodation North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65640,Kilometres North America,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65650,Meals etc North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65660,Sundry Travel Expenses,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65700,Marketing & Development NA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
65705,Advertising North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65710,Airfares North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65715,Accommodation North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65720,Entertainment Client NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65725,Gifts Client North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65730,Legal Expenses North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65735,Meals North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65740,Parking North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65745,Printing North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65750,Research & Development NA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65755,Stationery & Consumables NA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65760,Taxis North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
65765,Wages North America,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
65770,Website North America,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66000,EAST ASIA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
66005,Accounting Fees SEA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66015,Bank Charges SEA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66105,Wages SEA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66155,Staff Amenities SEA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66210,Rent & Outgoings SEA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66300,General Expenses East Asia,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,N
66305,Advertising East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66310,Archiving East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66315,Couriers East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66320,Entertainment Client East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66325,Gifts Client East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66330,Internet/Email East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66335,Magazines & Periodicals EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66340,Parking East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66345,Printing East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66350,Postage East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66355,Research & Development EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66360,Stationery & Consumables EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66365,Subscriptions & Memberships EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66370,Taxis East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66375,Telephone East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66376,Training North America,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66380,Website East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66446,Uniform - TRA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66600,Travel Expenses East Asia,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
66610,Airfares Domestic East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66620,Airfares International EA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66630,Accommodation East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66640,Kilometres East Asia,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66650,Meals etc East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66660,Sundry Travel Expenses EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66700,Marketing & Development EA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
66705,Advertising East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66710,Airfares East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66715,Accommodation East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66720,Entertainment Client East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66725,Gifts Client East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66730,Legal Expenses East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66735,Meals East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66740,Parking East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66745,Printing East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66750,Research & Development EA,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66755,Stationery & Consumables EA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66760,Taxis East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
66765,Wages East Asia,,$0.00 ,Expense,,N-T,,N,,,,,,,,,,,,
66770,Website East Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67000,CENTRAL ASIA,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
67300,General Expenses Central Asia,H,$0.00 ,Expense,,,,N,,,,,,,,,,,,Y
67305,Advertising Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67310,Archiving Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67315,Couriers Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67320,Entertainment Clients CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67325,Gifts Client Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67330,Internet/Email Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67335,Magazines & Periodicals CA,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67340,Parking Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67345,Printing Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
67350,Postage Central Asia,,$0.00 ,Expense,,GST,,N,,,,,,,,,,,,
