{},,,,,,,,,,,,,,,,,,,,,,,,,
Cheque Account,Cheque No.,Date,Inclusive,Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Memo,Allocation Account No.,Amount,Job No.,Tax Code,Tax Amount,Printed,Currency Code,Exchange Rate,Statement Text,Allocation Memo,Category,Card ID,Record ID,Delivery Status,Is Year-End Adjustment
,1141,08/05/2023,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs WammaLab Pendulum and spare parts invoice #003980,61707,"-6,763.40",,N-T,0,,,,,,,*None,4756,P,N
,1141,08/05/2023,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs WammaLab Pendulum and spare parts invoice #003980,61707,88,,N-T,0,,,,,Aust Gov Import charges,,*None,4756,P,N
,1141,08/05/2023,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs WammaLab Pendulum and spare parts invoice #003980,61707,25.33,,N-T,0,,,,,Disbursement fee,,*None,4756,P,N
,1141,08/05/2023,X,DHL Express  (Australia) Pty Ltd,,DHL Express  (Australia) Pty Ltd,15 Bourke Road,Mascot  NSW  2020,,DHL Express  (Australia) Pty Ltd- Customs WammaLab Pendulum and spare parts invoice #003980,61707,3.39,,N-T,0,,,,,Duty,,*None,4756,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,08/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,750.00",,,,,,,,,,*None,4783,P,N
,tfr,08/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,750.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,08/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,08/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,08/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,08/05/2023,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,,700,,,,,,,,,,*None,4899,P,N
,tfr,08/05/2023,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,62601,636.36,,GST,63.64,,,,,,,*None,4899,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,08/05/2023,X,Walton Global Rent Syd Apartment,,Walton Global Rent Syd Apartment,,,,Walton Global Rent Syd Apartment,,625,,,,,,,,,,*None,5698,P,N
,tfr,08/05/2023,X,Walton Global Rent Syd Apartment,,Walton Global Rent Syd Apartment,,,,Walton Global Rent Syd Apartment,62706,625,,N-T,0,,,,,,,*None,5698,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,08/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"2,000.00",,,,,,,,,,*None,2703,P,N
,tfr,08/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"2,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,08/05/2023,X,Stripe,,Stripe,,,,Stripe,,10.89,,,,,,,,,,*None,4904,P,N
,tfr,08/05/2023,X,Stripe,,Stripe,,,,Stripe,60036,10.89,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,09/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,500.00",,,,,,,,,,*None,2703,P,N
,tfr,09/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,500.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"1,500.00",,,,,,,,,,*None,4607,P,N
,tfr,09/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"1,500.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,09/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,600,,,,,,,,,,*None,2703,P,N
,tfr,09/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,600,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,09/05/2023,X,Stripe,,Stripe,,,,Stripe,,6.85,,,,,,,,,,*None,4904,P,N
,tfr,09/05/2023,X,Stripe,,Stripe,,,,Stripe,60036,6.85,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,10/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"2,000.00",,,,,,,,,,*None,4607,P,N
,tfr,10/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"2,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,,,Mick Walton,,,,Transfer to Mick's personal account,,"1,000.00",,,,,,,,,,,,P,N
,tfr,10/05/2023,X,,,Mick Walton,,,,Transfer to Mick's personal account,21402,"1,000.00",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,10/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,200,,,,,,,,,,*None,2703,P,N
,tfr,10/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,200,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,10/05/2023,X,,,Vicinity Real Estate Pty Ltd Queens Plaza,,,,Parking Nikita Murtagh for Excel training on 23-05-2023,,27,,,,X,,,,,,,,P,N
,tfr,10/05/2023,X,,,Vicinity Real Estate Pty Ltd Queens Plaza,,,,Parking Nikita Murtagh for Excel training on 23-05-2023,62002,24.55,,GST,2.45,X,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,11/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"6,000.00",,,,,,,,,,*None,4607,P,N
,tfr,11/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"6,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,11/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"1,000.00",,,,,,,,,,*None,4607,P,N
,tfr,11/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"1,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,11/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,500,,,,,,,,,,*None,2703,P,N
,tfr,11/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,500,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank accounting servicing fee,,10,,,,,,,,,,*None,22,P,N
,tfr,12/05/2023,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank accounting servicing fee,60001,10,,FRE,0,,,,,,,*None,22,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,12/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,12/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"3,000.00",,,,,,,,,,*None,2703,P,N
,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"3,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,600,,,,,,,,,,*None,2703,P,N
,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,600,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,500,,,,,,,,,,*None,2703,P,N
,tfr,12/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,500,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,12/05/2023,X,,,SMP IMO CAR WASH,,,,Car washing in Sydney  923EL5,,17.28,,,,,,,,,,,,P,N
,tfr,12/05/2023,X,,,SMP IMO CAR WASH,,,,Car washing in Sydney  923EL5,62005,15.71,,GST,1.57,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,,,Employee wages (1st half of month),,,,Wages period (1-15 May 2023),,"26,947.25",,,,,,,,,,,,P,N
,tfr,15/05/2023,X,,,Employee wages (1st half of month),,,,Wages period (1-15 May 2023),11815,"26,947.25",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,,,Grant MacVitie wages (1st half of month),,,,Wages period (1-15 May 2023),,870.3,,,,,,,,,,,,P,N
,tfr,15/05/2023,X,,,Grant MacVitie wages (1st half of month),,,,Wages period (1-15 May 2023),11815,870.3,,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,,,Mick Walton wages (1st half of month),,,,Wages period (1-15 May 2023),,"4,357.30",,,,,,,,,,,,P,N
,tfr,15/05/2023,X,,,Mick Walton wages (1st half of month),,,,Wages period (1-15 May 2023),11815,"4,357.30",,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"3,000.00",,,,,,,,,,*None,2703,P,N
,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"3,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"3,000.00",,,,,,,,,,*None,2806,P,N
,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"3,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"3,000.00",,,,,,,,,,*None,4783,P,N
,tfr,15/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"3,000.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,750.00",,,,,,,,,,*None,4783,P,N
,tfr,15/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,750.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,15/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,15/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,,700,,,,,,,,,,*None,4899,P,N
,tfr,15/05/2023,X,Walton Global Pty Ltd,,Walton Global Pty Ltd,,,,Walton Global Pty Ltd- RENT,62601,636.36,,GST,63.64,,,,,,,*None,4899,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,Walton Global Rent Syd Apartment,,Walton Global Rent Syd Apartment,,,,Walton Global Rent Syd Apartment,,625,,,,,,,,,,*None,5698,P,N
,tfr,15/05/2023,X,Walton Global Rent Syd Apartment,,Walton Global Rent Syd Apartment,,,,Walton Global Rent Syd Apartment,62706,625,,N-T,0,,,,,,,*None,5698,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"1,000.00",,,,,,,,,,*None,2806,P,N
,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"1,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,600,,,,,,,,,,*None,2703,P,N
,tfr,15/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,600,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,500,,,,,,,,,,*None,2806,P,N
,tfr,15/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,500,,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,15/05/2023,X,Stripe,,Stripe,,,,Stripe,,6.85,,,,,,,,,,*None,4904,P,N
,tfr,15/05/2023,X,Stripe,,Stripe,,,,Stripe,60036,6.85,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,16/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"1,000.00",,,,,,,,,,*None,4607,P,N
,tfr,16/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"1,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,16/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"1,000.00",,,,,,,,,,*None,2806,P,N
,tfr,16/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"1,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,16/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,700,,,,,,,,,,*None,2703,P,N
,tfr,16/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,700,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,16/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,700,,,,,,,,,,*None,2703,P,N
,tfr,16/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,700,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,17/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"6,000.00",,,,,,,,,,*None,4607,P,N
,tfr,17/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"6,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,17/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,600.00",,,,,,,,,,*None,2703,P,N
,tfr,17/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,600.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"5,000.00",,,,,,,,,,*None,4607,P,N
,tfr,18/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"5,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,18/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,18/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,"1,000.00",,,,,,,,,,*None,2703,P,N
,tfr,18/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,"1,000.00",,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11112,tfr,18/05/2023,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank accounting servicing fee,,10,,,,,,,,,,*None,22,P,N
,tfr,18/05/2023,X,ANZ Bank,,ANZ Bank,,,,ANZ Bank accounting servicing fee,60001,10,,FRE,0,,,,,,,*None,22,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,18/05/2023,X,,,Hoppys Handwash Manly,,,,Car washing 049DV7 ,,20.3,,,,,,,,,,,,P,N
,tfr,18/05/2023,X,,,Hoppys Handwash Manly,,,,Car washing 049DV7 ,62005,18.45,,GST,1.85,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,19/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"4,000.00",,,,,,,,,,*None,4607,P,N
,tfr,19/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"4,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,19/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,,"2,000.00",,,,,,,,,,*None,2806,P,N
,tfr,19/05/2023,X,Aust Tax Office,,Aust Tax Office,,,,Aust Tax Office,21103,"2,000.00",,N-T,0,,,,,,,*None,2806,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,19/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,800,,,,,,,,,,*None,2703,P,N
,tfr,19/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,800,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11115,tfr,19/05/2023,X,Stripe,,Stripe,,,,Stripe,,3.67,,,,,,,,,,*None,4904,P,N
,tfr,19/05/2023,X,Stripe,,Stripe,,,,Stripe,60036,3.67,,N-T,0,,,,,,,*None,4904,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,19/05/2023,X,,,Circum wash mentone,,,,Car washing 923EL5 in Sydney,,15.5,,,,,,,,,,,,P,N
,tfr,19/05/2023,X,,,Circum wash mentone,,,,Car washing 923EL5 in Sydney,62005,14.09,,GST,1.41,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,20/05/2023,X,,,AVIS UAE,,,,Rental car in UAE,,314.01,,,,,,,,,,,,P,N
,tfr,20/05/2023,X,,,AVIS UAE,,,,Rental car in UAE,62807,314.01,,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
21002,tfr,20/05/2023,X,,,Du Apple Dubai,,,,Telephone in Dubai,,46.73,,,,,,,,,,,,P,N
,tfr,20/05/2023,X,,,Du Apple Dubai,,,,Telephone in Dubai,62805,46.73,,N-T,0,,,,,,,,,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,,"3,000.00",,,,,,,,,,*None,4607,P,N
,tfr,22/05/2023,X,ANZ (new Directors) Account 205581,,ANZ Project Account 205581,,,,ANZ Project Account - savings for pendulums,11113,"3,000.00",,N-T,0,,,,,,,*None,4607,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,,500,,,,,,,,,,*None,2703,P,N
,tfr,22/05/2023,X,ANZ Visa New credit card 9489,,ANZ Visa New credit card 9489,,,,ANZ Visa New credit card 9489,21002,500,,N-T,0,,,,,,,*None,2703,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,,"1,750.00",,,,,,,,,,*None,4783,P,N
,tfr,22/05/2023,X,New Project A/C 0942 BOQ,,Mackaroo Profit A/C 2282 BOQ,,,,Mackaroo Profit A/C 2282 BOQ,19001,"1,750.00",,N-T,0,,,,,,,*None,4783,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
11111,tfr,22/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,,925,,,,,,,,,,*None,2864,P,N
,tfr,22/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,925,,GNR,0,,,,,,,*None,2864,P,N
,tfr,22/05/2023,X,ISTS rent,,ISTS rent,,,,ISTS rent,61102,0,,GNR,0,,,,,,,*None,2864,P,N
,,,,,,,,,,,,,,,,,,,,,,,,,
