Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,,3422,31/03/2023,RI11112251,,A,CTP cars and station,62004,$382.4,,,Purchase; Servco Australia Morningside Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$46,917.7",,*None,5499
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,,3422,31/03/2023,RI11112251,,A,Vehicle registration business,62004,$477.3,,,Purchase; Servco Australia Morningside Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$46,917.7",,*None,5499
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,,3422,31/03/2023,RI11112251,,A,Less: Deposit,11304,"-$5,000",,,Purchase; Servco Australia Morningside Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$46,917.7",,*None,5499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citygreen,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3397,01/04/2023,25368,,P,Indoor plants maintenance,61107,$67.14,,,Purchase; Citygreen,,GST,$6.71,$0.00,N-T,$0.00,B,,,5,1,30,0,$73.85,,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3399,01/04/2023,2-10005584226,,P,MYOB monthly subscription,60017,$154.55,,,Purchase; MYOB Australia Pty Ltd,,GST,$15.45,$0.00,GST,$0.00,B,,,5,1,30,0,$170,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3400,01/04/2023,INV-6034,,P,Online monthly back up,61001,$80.91,,,Purchase; Nifty IT,,GST,$8.09,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3400,01/04/2023,INV-6034,,P,Credit card surcharge,61001,$1.78,,,Purchase; Nifty IT,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorpass,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3402,01/04/2023,21,,P,Fuel all cars from 01 March 2023 to 31 March 2023,62001,"$3,350.35",,,Purchase; Motorpass,,GST,$335.04,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,685.39",,*None,2867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Association of Testing Authorities,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3432,01/04/2023,TAW711002,,P,NATA fees for accreditation activities taken up on 28-02-2023. Invoice dated 28-02-2023. By the time it got paid GST was already reported. Mick did not hand in the invoice in February,60012,"$2,457.66",,,Purchase; National Association of Testing Authorities,,GST,$245.77,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,703.43",,*None,2950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Printing Well Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3404,03/04/2023,53233,,P,Printing worksheets for technicians,61301,$163.64,,,Purchase; The Printing Well Pty Ltd,,GST,$16.36,$0.00,GST,$0.00,B,,,5,1,30,0,$180,,*None,3961
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3403,04/04/2023,1-86861813624,,P,Invoice payments service fee,60017,$157.46,,,Purchase; MYOB Australia Pty Ltd,,GST,$15.75,$0.00,GST,$0.00,B,,,5,1,30,0,$173.21,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3407,05/04/2023,MR14055850,,P,Spare  key cut and code for ,62005,$637.26,,,Purchase; Servco Australia Morningside Pty Ltd,,GST,$63.73,$0.00,GST,$0.00,B,,,5,1,30,0,$700.99,,*None,5499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas Group Accommodation Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3408,05/04/2023,,,P,Accommodation for carl Kleinhaus in Perth,61504,$330,,,Purchase; Qantas Group Accommodation Pty Ltd,,GST,$33,$0.00,GST,$0.00,B,,,5,1,30,0,$363,,*None,5666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qantas Group Accommodation Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3409,05/04/2023,,,P,Accommodation Carl Kelinhaus in Perth,61504,$333.82,,,Purchase; Qantas Group Accommodation Pty Ltd,,GST,$33.38,$0.00,GST,$0.00,B,,,5,1,30,0,$367.2,,*None,5666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mat Group,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3418,05/04/2023,,,P,Mat for the GTCC,13330,$401.64,,,Purchase; The Mat Group,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$401.64,,*None,6144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3406,06/04/2023,INV6485,,P,Backyard maintenance balance( $73.85 were paid in advance on 04-04-2023),61107,$51.05,,,Purchase; Shane Houghton,,GST,$5.1,$0.00,GST,$0.00,B,,,5,1,30,0,$56.15,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3410,06/04/2023,3095179,,P,Endorsement tax invoice for new RAV4 delivered on 06-04-2023. It's going to be driven by Joel Barnett,62004,$169.21,,,Purchase; Regional Insurance Broker (RIBSQ Pty Ltd),,GST,$16.92,$0.00,GST,$0.00,B,,,5,1,30,0,$225,,*None,2860
Regional Insurance Broker (RIBSQ Pty Ltd),,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3410,06/04/2023,3095179,,P,Broker fee,62004,$20.09,,,Purchase; Regional Insurance Broker (RIBSQ Pty Ltd),,GST,$2.01,$0.00,GST,$0.00,B,,,5,1,30,0,$225,,*None,2860
Regional Insurance Broker (RIBSQ Pty Ltd),,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3410,06/04/2023,3095179,,P,Stamp duty,62006,$16.77,,,Purchase; Regional Insurance Broker (RIBSQ Pty Ltd),,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$225,,*None,2860
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odyssey Training,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3411,07/04/2023,WEB33770,,P,Train the Trainer course for Joshua Walden,61804,"$1,018.18",,,Purchase; Odyssey Training,,GST,$101.82,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,120",,*None,4149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bagworld,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3412,08/04/2023,742809,,P,1 Travel case for Mick Walton,61512,$661.37,,,Purchase; Bagworld,,GST,$66.14,$0.00,GST,$0.00,B,,,5,1,30,0,$727.51,,*None,3525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xero Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3413,10/04/2023,INV-27491911,,P,Xero monthly subscription,62623,$26.36,,,Purchase; Xero Australia Pty Ltd,,GST,$2.64,$0.00,GST,$0.00,B,,,5,1,30,0,$29,,*None,5083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3415,11/04/2023,INV-11550,,P,Car signane RAV4 for Joel Barnett 053 GU9,60018,$165,,,Purchase; Tork Signs,,GST,$16.5,$0.00,GST,$0.00,B,,,5,1,30,0,$181.5,,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Energy,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3426,11/04/2023,26888191,,P,Electricity bill Lota,61103,$174.44,,,Purchase; Origin Energy,,GST,$17.44,$0.00,GST,$0.00,B,,,5,1,30,0,$191.88,,*None,2858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sectigo Group,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3476,11/04/2023,200060385,,P,Additional domains USD$249,61006,$387.59,,,Purchase; Sectigo Group,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$387.59,,*None,5270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3479,11/04/2023,PI33761371,,P,Cargo mats for 969 EL5. ,62007,$379.45,,,Purchase; Servco Australia Morningside Pty Ltd,,GST,$37.94,$0.00,GST,$0.00,B,,,5,1,30,0,$417.39,,*None,5499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3469,12/04/2023,9.30226E+15,,P,Paper for Sydney apartment,62712,$13.18,,,Purchase; Office Works,,GST,$1.32,$0.00,GST,$0.00,B,,,5,1,30,0,$14.5,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgestone Select,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3478,12/04/2023,,,P,Tyres for car registration 156XIB (INVOICE MISSING),62005,$693.64,,,Purchase; Bridgestone Select,,GST,$69.36,$0.00,GST,$0.00,B,,,5,1,30,0,$763,,*None,3613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartons Motors PTY LTD,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3420,13/04/2023,GBCSB565436,,P,Car service  120.000 KMS  559 ZDV,62005,"$1,059",,,Purchase; Bartons Motors PTY LTD,,GST,$105.9,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,164.9",,*None,3054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartons Motors PTY LTD,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3421,13/04/2023,GBCSB565437,,P,Service carried out 120.000 kms; oil  and filters change,62005,$700.77,,,Purchase; Bartons Motors PTY LTD,,GST,$70.08,$0.00,GST,$0.00,B,,,5,1,30,0,$770.85,,*None,3054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney Water,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3427,13/04/2023,,,P,Water and sewerage at Sydney apartment,62716,$158.45,,,Purchase; Sydney Water,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$158.45,,*None,5874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Transport and Main Roads,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3428,13/04/2023,,,P,Motor vehicle registration 923EL5,62004,$826.9,,,Purchase; Department of Transport and Main Roads,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$826.9,,*None,3024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Transport and Main Roads,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3429,13/04/2023,E2413F,,P,Motor vehicle registration 969 EL5,62004,$826.9,,,Purchase; Department of Transport and Main Roads,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$826.9,,*None,3024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Group Partners,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3443,13/04/2023,P16265,,P,"Registration of ISTS in UAE, assisting visa application and assisting bank account opening procedure",62801,"$26,292.51",,,Purchase; Trinity Group Partners,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$26,292.51",,*None,5941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverland Marketing,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3423,14/04/2023,406798,,P,Uniforms for new technician Grant MacVitie,61803,$822.22,,,Purchase; Riverland Marketing,,GST,$82.22,$0.00,GST,$0.00,B,,,5,1,30,0,$904.44,,*None,2863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Online ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3424,15/04/2023,3093,,P,Cloud monthly subscription,61001,$258,,,Purchase; Better Online ,,GST,$25.8,$0.00,GST,$0.00,B,,,5,1,30,0,$283.8,,*None,4830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Storage,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3425,15/04/2023,1025617,,P,6 months storage in Victoria,61603,$544.09,,,Purchase; Guardian Storage,,GST,$54.41,$0.00,GST,$0.00,B,,,5,1,30,0,$598.5,,*None,4873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3431,19/04/2023,INV6541,,P,Backyard maintenace,61107,$227.27,,,Purchase; Shane Houghton,,GST,$22.73,$0.00,GST,$0.00,B,,,5,1,30,0,$250,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metcash Food and Grocery Convenience Store,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3437,19/04/2023,7761517,,P,Office supplies,61304,$228.85,,,Purchase; Metcash Food and Grocery Convenience Store,,GST,$22.89,$0.00,GST,$0.00,B,,,5,1,30,0,$251.74,,Campbells,5013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iPRO Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3455,20/04/2023,85105,,P,Monthly induction subscription,60101,$45,,,Purchase; iPRO Group Pty Ltd,,GST,$4.5,$0.00,GST,$0.00,B,,,5,1,30,0,$49.5,,*None,5995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Association of Testing Authorities,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3442,27/04/2023,TAW711331,,P,Accreditation activities undertaken on 27-04-2027,60012,$189,,,Purchase; National Association of Testing Authorities,,GST,$18.9,$0.00,GST,$0.00,B,,,5,1,30,0,$207.9,,*None,2950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Insurance Broker (RIBSQ Pty Ltd),,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3447,28/04/2023,3173710,,P,Renewal insurance  GTCC,62608,"$1,995.45",,,Purchase; Regional Insurance Broker (RIBSQ Pty Ltd),,GST,$199.55,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,227.92",,*None,2860
Regional Insurance Broker (RIBSQ Pty Ltd),,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3447,28/04/2023,3173710,,P,Credit card surcharge,62608,$32.92,,,Purchase; Regional Insurance Broker (RIBSQ Pty Ltd),,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,227.92",,*None,2860
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3435,30/04/2023,38599,,P,April's cleaning in Lota,61107,"$1,112.52",,,Purchase; Zoom Services,,GST,$111.25,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,223.77",,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Office Cleaning,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3436,30/04/2023,38702,,P,April's cleaning at the training centre,62622,$208,,,Purchase; Zoom Office Cleaning,,GST,$20.8,$0.00,GST,$0.00,B,,,5,1,30,0,$228.8,,*None,3472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3450,30/04/2023,788973,,P,NBN Lota ,61004,$108.18,,,Purchase; Red ICT,,GST,$10.82,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
Red ICT,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3450,30/04/2023,788973,,P,NBN GTCC,62614,$99.09,,,Purchase; Red ICT,,GST,$9.91,$0.00,GST,$0.00,B,,,5,1,30,0,$228,,*None,4820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citygreen,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3439,01/05/2023,25495,,P,Indoor plant maintenance,61107,$67.14,,,Purchase; Citygreen,,GST,$6.71,$0.00,N-T,$0.00,B,,,5,1,30,0,$73.85,,*None,3020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3444,01/05/2023,INV-6043,,P,Monthly back up,61001,$80.91,,,Purchase; Nifty IT,,GST,$8.09,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
Nifty Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3444,01/05/2023,INV-6043,,P,Credit car surcharge,61001,$1.78,,,Purchase; Nifty IT,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$90.78,,*None,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3445,01/05/2023,2-10005824866,,P,MYOB monthly subscription,60017,$154.55,,,Purchase; MYOB Australia Pty Ltd,,GST,$15.45,$0.00,GST,$0.00,B,,,5,1,30,0,$170,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorpass,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3446,01/05/2023,22,,P,Fuel all cars in April 2023,62001,"$2,766.56",,,Purchase; Motorpass,,GST,$276.66,$0.00,GST,$0.00,B,,,5,1,30,0,"$3,043.22",,*None,2867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Transport and Main Roads,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3440,02/05/2023,22F293,,P,Annual  vehicle registration 215XRP,62004,"$1,047.5",,,Purchase; Department of Transport and Main Roads,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,047.5",,*None,3024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Transport and Main Roads,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3441,02/05/2023,ED9042,,P,Annual motor vehicle registration 728WLM,62004,"$1,047.5",,,Purchase; Department of Transport and Main Roads,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,047.5",,*None,3024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3448,02/05/2023,INV-27410,,P,Monthly fixed fee agreement FY 2022-2023,60008,"$1,440",,,Purchase; Empire Accountants,,GST,$144,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,585.44",,*None,4764
Empire Accountants,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3448,02/05/2023,INV-27410,,P,Surcharge fee ,60008,$1.44,,,Purchase; Empire Accountants,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,585.44",,*None,4764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapid Global,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3449,02/05/2023,,,P,Induction for Dreamworld Joshua Walden,60101,$25,,,Purchase; Rapid Global,,GST,$2.5,$0.00,GST,$0.00,B,,,5,1,30,0,$27.5,,*None,3113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyssen Design,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3451,02/05/2023,4148,,P,Web design and updates,61003,$91.83,,,Purchase; Tyssen Design,,GST,$9.18,$0.00,GST,$0.00,B,,,5,1,30,0,$101.01,,website,2084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLH Mowing ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3452,02/05/2023,INV6591,,P,Backyard maintenace,61107,$181.82,,,Purchase; Shane Houghton,,GST,$18.18,$0.00,GST,$0.00,B,,,5,1,30,0,$200,,*None,5557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3453,02/05/2023,,,P,Electricity at Sydney apartment,62708,$178.48,,,Purchase; Energy Australia Pty Ltd,,GST,$17.85,$0.00,GST,$0.00,B,,,5,1,30,0,$196.33,,*None,5745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7- Eleven,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3470,02/05/2023,524374,,P,Fuel 053GU9,61304,$68.54,,,Purchase; 7- Eleven,,GST,$6.85,$0.00,GST,$0.00,B,,,5,1,30,0,$75.39,,*None,5670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYOB Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3454,03/05/2023,1-87005606184,,P,MYOB fee for invoices  paid by clients,60017,$165.84,,,Purchase; MYOB Australia Pty Ltd,,GST,$16.58,$0.00,GST,$0.00,B,,,5,1,30,0,$182.42,,*None,4389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down To Earth Sparky,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3456,03/05/2023,2631,,P,Electrical repairs at the back patio lunch area,61101,$180,,,Purchase; Down To Earth Sparky,,GST,$18,$0.00,GST,$0.00,B,,,5,1,30,0,$202.14,,*None,3595
Down To Earth Sparky,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3456,03/05/2023,2631,,P,Credit card surcharge,61101,$4.14,,,Purchase; Down To Earth Sparky,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$202.14,,*None,3595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrubs Detailing Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3539,04/05/2023,INV-3026,,P,Car detailing 589 YSF and 5559 ZDV,62005,$327.19,,,Purchase; Scrubs Detailing Pty Ltd,,GST,$32.72,$0.00,GST,$0.00,B,,,5,1,30,0,$359.91,,*None,4986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3471,05/05/2023,,,P,"Blue pens for the training centre ordered with WC007, WC 008, and WC 009",62618,$38.89,,,Purchase; Office Works,,GST,$3.89,$0.00,GST,$0.00,B,,,5,1,30,0,$42.78,,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3462,08/05/2023,AL23466623,,P,Apple developer program,61005,$135.45,,,Purchase; Apple Pty Ltd,,GST,$13.55,$0.00,GST,$0.00,B,,,5,1,30,0,$149,,*None,4858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Energy,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3468,08/05/2023,30635492,,P,Electricity bill Lota 03 April to 03 May 2023,61103,$130.89,,,Purchase; Origin Energy,,GST,$13.09,$0.00,GST,$0.00,B,,,5,1,30,0,$143.98,,*None,2858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Dog Training,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3460,09/05/2023,129289,,P,Queensland white card training for Grant Mac Vitie,60101,$99.09,,,Purchase; Blue Dog Training,,GST,$9.91,$0.00,GST,$0.00,B,,,5,1,30,0,$109,,*None,5748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3463,09/05/2023,,,P,Gas bill for Sydney apartment from 07 February  to 8 May 2023,62708,$92.44,,,Purchase; Energy Australia Pty Ltd,,GST,$9.24,$0.00,GST,$0.00,B,,,5,1,30,0,$101.68,,*None,5745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage Capital Cambridge,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3464,09/05/2023,,,P,6 months rental storage in Tasmania,61608,$354.55,,,Purchase; Storage Capital Cambridge,,GST,$35.45,$0.00,GST,$0.00,B,,,5,1,30,0,$390,,*None,4928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennards Self Storage Thebarton,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3465,09/05/2023,89723,,P,6 months rental storage in South Australia,61602,$747.27,,,Purchase; Kennards Self Storage Thebarton,,GST,$74.73,$0.00,GST,$0.00,B,,,5,1,30,0,$822,,*None,5208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servco Australia Morningside Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3493,09/05/2023,RI11112435,,P,Unit,11401,"$45,181.82",,,Purchase; Servco Australia Morningside Pty Ltd,,CAP,"$4,518.18",$0.00,GST,$0.00,B,,,5,1,30,0,"$45,267.7",,*None,5499
