Co./Last Name,First Name,Card ID,Card Status,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Addr 1 - City,Addr 1 - State,Addr 1 - Postcode,Addr 1 - Country,Addr 1 - Phone No. 1,Addr 1 - Phone No. 2,Addr 1 - Phone No. 3,Addr 1 - Fax No.,Addr 1 - Email,Addr 1 - WWW,Addr 1 - Contact Name,Addr 1 - Salutation,Addr 2 - Line 1,Addr 2 - Line 2,Addr 2 - Line 3,Addr 2 - Line 4,Addr 2 - City,Addr 2 - State,Addr 2 - Postcode,Addr 2 - Country,Addr 2 - Phone No. 1,Addr 2 - Phone No. 2,Addr 2 - Phone No. 3,Addr 2 - Fax No.,Addr 2 - Email,Addr 2 - WWW,Addr 2 - Contact Name,Addr 2 - Salutation,Addr 3 - Line 1,Addr 3 - Line 2,Addr 3 - Line 3,Addr 3 - Line 4,Addr 3 - City,Addr 3 - State,Addr 3 - Postcode,Addr 3 - Country,Addr 3 - Phone No. 1,Addr 3 - Phone No. 2,Addr 3 - Phone No. 3,Addr 3 - Fax No.,Addr 3 - Email,Addr 3 - WWW,Addr 3 - Contact Name,Addr 3 - Salutation,Addr 4 - Line 1,Addr 4 - Line 2,Addr 4 - Line 3,Addr 4 - Line 4,Addr 4 - City,Addr 4 - State,Addr 4 - Postcode,Addr 4 - Country,Addr 4 - Phone No. 1,Addr 4 - Phone No. 2,Addr 4 - Phone No. 3,Addr 4 - Fax No.,Addr 4 - Email,Addr 4 - WWW,Addr 4 - Contact Name,Addr 4 - Salutation,Addr 5 - Line 1,Addr 5 - Line 2,Addr 5 - Line 3,Addr 5 - Line 4,Addr 5 - City,Addr 5 - State,Addr 5 - Postcode,Addr 5 - Country,Addr 5 - Phone No. 1,Addr 5 - Phone No. 2,Addr 5 - Phone No. 3,Addr 5 - Fax No.,Addr 5 - Email,Addr 5 - WWW,Addr 5 - Contact Name,Addr 5 - Salutation,Notes,Identifiers,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Billing Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Tax Code,Credit Limit,Tax ID No.,Volume Discount %,Sales/Purchase Layout,Price Level,Payment Method,Payment Notes,Name on Card,Card Number,BSB,Account Number,Account Name,A.B.N. ,A.B.N. Branch,Account,Salesperson,Salesperson Card ID,Comment,Shipping Method,Printed Form,Freight Tax Code,Use Customer's Tax Code,Receipt Memo,Invoice/Purchase Order Delivery,Record ID
Safety Direct Solutions,,SDS,N,Invoice in Attention of: Nick Carroll,2/34A Mumford Place  ,,,Balcatta,WA,6021,,(08) 9240 2200,,0448 080 071,08 9240 2399,nick@sdswa.com.au; finance@sdswa.com.au,,Nick Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,19110817117,,,,,,,,GST,N,,P,1198
McCormack,James Andrew,MCJ,N,77 Armadale Rd,,,,Rivervale,WA,6103,,0409 086 229,,,,james.mccormack@commerce.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1199
Waheed,Abdul,WAHA,N,18 Belemba Avenue,,,,Roselands,NSW,2196,,0412 796 208,,,,ab_waheed@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1200
Fuller,David Andrew,*None,N,C/O Truscott Crisis Leaders,"# 15 Kylie St, Wembley Downs",,,Perth,WA,6019,,+62 085723533888,,,,dfuller@srisisleaders.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1203
Vale Nouvelle-Cal?donie,,VNC000,N,Accounts Payable/ServiceComptabilit?? ,BP 218,98 845 ,,Noumea,,,NEW CALEDONIA,,,,,youenn.raynaud@vale.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1204
Quinn,Dermot Michael,QUID,N,48/2 Hutchinson Walk,,,,Zetland,NSW,2017,,0405 653 401,,,,dermotquinn@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1208
Truscott,James Francis,TRUJ,N,15 Kylie St,Wembley Downs,,,Perth,WA,6019,,08 9204 5141,0421 915 441,,,jtruscott@srisisleaders.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1211
Della-Vedova,Andrew,DELA,N,"95 Daglish Street, ",,,,Wembley,WA,6014,,08 9388 0039,0402 665 250,,,advedova@crisisleaders.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1212
Young,Nicholas,YOUN,N,2/311 Cambridge St,,,,Wembley,WA,6016,,0477 340 422,,,,nicholas.young2@bhpbilliton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1213
Ertech Pty Ltd,,EHO000,N,PO Box 1384,,,,Wangara,WA,6947,Australia,08 9302 6666,0429 781 936,08 9302 0535 - mike,08 9302 6100,accounts@ertech.com.au;Mike.Atkinson@ertech.com.au,www.ertech.com.au,Mike Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,30,0,0,GST,0,93008999353-ABN b4,0,I,0,,,,,,,,46094416887,,,,,,,,GST,N,,P,1214
Marsh Risk Consulting,,MRC000,N,GPO Box W2025,,,,,WA,6846,,08 9289 3881,,,,rachel.gunn@marsh.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1215
Studwise,,STU000,N,"Unit 2, 19 Strang Court",,,,Beaconsfield,WA,6162,,08 9430 6704,0411 604 457,,,mail@studwise.com.au,,Graeme Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1216
Altynalmas Gold Ltd,,AGL000,N,Attn: Chris Richards,"VP, Finance",Suite 1110-1111 ,West Georgia Street,"Vancouver ,BC , V6E 4M3",,,Canada,+1 778 327 5799,,+1 604 657 4784,+1 778 327 6675,chrisr@altynalmasgold.com,,Chris Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1217
Couper,James,COUA,N,42 Batavia Quays,,,,South Yunderup,WA,6208,,08 9537 7332,,,,couper@southwest.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1221
Couper,James Bruce,COUM,N,42 Batavia Quays,,,,South Yunderup,WA,6208,,08 9537 7332,,,,couper@southwest.com.au,couper@southwest.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1222
Thurstun,Daniel Andrew,THUD,N,36 Dryandra Way,,,,Thornlie,WA,6108,,0401 671 631,,,,thursto474@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1229
Parker,Claire,PARC,N,94 McDonal St,,,,Jondanna,WA,6060,,0417 131 249,,,,cindy.king@chevron.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1230
Phillips,Andrew,PHIA,N,Waterloo Crescent,,,,East Perth,WA,6004,,0427 478 197,,,,joanne.smith@mainroads.wa.gov.au,,Joanne Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1232
Locrian Resources Inc,,LOR000,N,"400, 255-17 Avenue SW",,,,"Calgary , AB T2S 2T8",,,Canada,,,,,info@locrianresources.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1233
H. Troon Pty Ltd,,HTP000,N,PO Box 84,,,,Wendouree,VIC,3355,,03 5339 2208,,,03 5338 1310,nevans@htroon.com.au,,,,Joondalup Drive,,,,Joonadlup,WA,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1234
Parsons Brinckerhoff Australia Pty Ltd,,PBR,N,"Level 16, 1 KIng William Street",,,,Adelaide,SA,5000,,08 8405 4374,08 8405 4431,0458 022 878,,falconerd@pbworld.com,,David Falconer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,80078004798,,,,,,,,GST,N,,P,1236
Clough Pty Ltd,,CLE,N,"Level 15, Alluvion Building,",58 Mounts Bay Road,,,Perth,WA,6000,,08 9281 9353 - tracey,0427 759 861,08 9281 9784-mike,08 9281 9943,accountingsharedservices@clough.com.au; Michael.Hale@clough.com.au,,Ania Kucharska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,59008678813,,,,,,,,GST,N,,P,1237
Generator & Power Station Services,,GPS,N,348/18 Victoria Rd  ,,,,Malaga,WA,6090,,08 9248 9895,,,08 9248 9899,admin@gpswa.com.au,,Michelle Calcei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,94824016304,,,,,,,,GST,N,,P,1238
Whittens Pty Ltd,,WHG,N,"Level 2, ",76 Hasler Rd , ,,OSBORNE PARK,WA,6017,,1300 911 535,0448 100 954,0427 874 954,1300 208 365,accounts@whittensgroup.com.au;AlistairForde@whittensgroup.com.au,,Lynn Le,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,52132968800,,,,,,,,GST,N,,P,1239
Sorikmas,,SOR,N,"International Financial Centre (IFC) , 9th Floor, Jl. Jendral Sudirman Kav. 22-23 ",,,,Jakarta,,12920,Indonesia,+62 21 5790 3050,+62 811 1584084,,,stuart.Gula@sorikmas.co.id,,Stuart Gula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1240
All West Engineering,,AWE,N,4 Harrier Street,,,,Shepparton,VIC,3630,,,0448 187 184,,,paul.harris@allwesteng.com.au,,Paul Harris,,104 Belgravia Street,Belmont WA 6104,,,,,,,08 9277 6888,,,08 9679 1529,paul@allwestlineboring.com.au,,Paul Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,33161724956,,,,,,,,GST,N,,P,1243
Smith,Kerrie,SMIK,N,Unit 2/36 Cape Street,,,,Osborne Park,WA,6017,,0401 820 226,,,,kerrie.smith@woodside.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1247
Lamperd,Edward George,LAME,N,25 Toowong Street,,,,Bayswater,WA,6053,,0414 396 306,,,,edlamperd@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1248
Smith,Joanne,SMIJ,N,33 Wisteria Pde,,,,Edgewater,WA,6027,,08 9323 4470,0427 478 197,,,joanne.smith@mainroads.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1249
Alderton,James Edward,ALDJ,N,Unit 3/5 Calabrese Ave.,,,,Wanneroo,WA,6065,,0401 601 311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1250
Advanced Geomechanics,,AGE,N,52 - 54 Monash Avenue,,,,Nedlands,WA,6009,,08 9423 3300,0407 588 118,08 9423 3345,08 9389 5066,accounts@ag.com.au;jonm@ag.com.au,,Jann Carlstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,25064487298,,,,,,,,GST,N,,P,1252
Golder Associates,,GAS000,N,"Level 3, 1 Havelock St.",,,,West Perth,WA,6005,,08 9213 7600,,,,mwaite@golder.com.au,,Michael Waite,National Mgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1264
Kitak,Peter Zlatko,SKR014,N,3 Epetein Court,,,,Varsity Lakes,QLD,4227,,0411 262 555,,,,pzkitak@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1265
CIC Events Pty Ltd,,CIC,N,PO Box 445 ,,,,Cottesloe,WA,6911,Australia,08 9284 3522,,,,info@cicevents.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,56147457789,,,,,,,,GST,N,,P,1266
Orica Australia Pty Ltd,,OMS,N,1 Nicholson Street,,,,East Melbourne,VIC,3002,Australia,07 4976 3585,,,,invoices.only@orica.com;rod.waldron@orica.com,,Rod Waldron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,99004117828,,,,,,,,GST,N,,P,1267
Sports & Entertainment Ltd,,SEN,N,30 Sunset Boulevard,,,,Surfers Paradise,QLD,4217,,07 5641 4916,,,,gc@sel.com.au,,Garry Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,28078727938,,,,,,,,GST,N,,P,1269
Penske Power Systems,,MDD,N,22 Stockyards Lane,,,,Hazelmere,WA,6055,,08 9273 7701,0413 871 951,02 9794 2600-accounts,02 8863 1324,acctpay@penskeps.com,ar@penskeps.com - queries,Geoff Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,47073690990,,,,,,,,GST,N,,P,1270
Kufpec Australia Pty Ltd,,KUF,N,PO Box 120,,,,West Perth,WA,6872,,08 9380 3900,,,08 9380 3999,paul.ford@kufpec.com.au; Phil.moseley@kufpec.com.au,,Paul Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,42001800924,,,,,,,,GST,N,,P,1271
RTIOEP Accounts Payable,,*None,N,Locked Bag 5109,,,,Parramatta,NSW,2124,,08 6102 3313,08 9205 2413-serene,08 9425 8232-angela,08 6213 1078,RTIOExpansionProjectsInvoices@riotinto.com;serene.sharma@riotinto.com,,Serene Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,35107210248,,,,,,,,GST,N,,P,1273
Oilex Ltd,,OIL,N,PO Box 38,,,,Leederville,WA,6902,Australia,08 9485 3200,,,08 9485 3290,oilex@oilex.com.au,,,,"Level 1, 660 Newcastle Street",Leederville WA 6007,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,50078652632,,,,,,,,GST,N,,P,1277
Borkett,Anthony Paul,SKR019,N,C/O Pt. Thiess Contractors Indonesia,,,,Jakarta,,,Indonesia,(62) 81251551564,,,,tony-asiamail@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1280
Mills Resources,,*None,N,66 Bayview Terrace,,,,Claremont,WA,6010,,0400 238 367,,,,joanne.macri@millsresources.com,,Joanne Macri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1282
Smith,Carmen,SKR020,N,147 A Shaftesbury Avenue,,,,Bedford,WA,6052,,0409 603 598,9272 9874,,,carmen.smith@mainroads.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1283
"Hein Mai Mining Co, Ltd.",,HMM000,N,"No. 25 Damazedi Road, Room 505, Third Lift, Sanchaung Township",,,,Yangon,,,Myanmar,+95 (9) 802 3044,+95 (9) 502 6165,,+95 (1) 51 4114,hmm-kyaw@myanmar.com.mm,,U Hla Kyaw/U San Thein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,EFTPOS,,"Hein Mai Mining Co, Ltd.",    ,,,,,,,,,,,,GST,N,,P,1287
Surf LifeSaving WA,,SLI000,N,Po Box 700,,,,Balcatta,WA,6021,,6207 6666,,,,cpeck@slswa.com.au,,Chris Peck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1288
Lend Lease Infrastructure Pty Ltd,,LLE,N,PO Box 147 ,,,,North Ryde,NSW,1670,,08 9428 0111 - Max,0477 707 090,,,Max.Gribble@lendlease.com; Gerd.Lindner@lendlease.com; Nittaya.Lamlerd@lendl,Have to mail,Gerd Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,52106594816,,,,,,,,GST,N,,P,1293
Rio Tinto Technology & Innovation,,*None,N,Locked Bag 5076,,,,Parramatta,NSW,2124,,077 36257211 ext 7211,,,61736253001,Invoices.aust@riotinto.com,,Troy Epskamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1294
Newmont Boddington Gold,,*None,N,,,,,,,,,,,,,invoices@newmont.com,mailto:APACInvoiceQueries@newmont.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1299
Newmont Boddington Gold Pty Ltd,,*None,N,PO Box 48,,,,BODDINGTON,WA,6390,,08 9883 8260,08 9423 6312,,,invoices@newmont.com;dynae.coulthard@newmont.com,mailto:APACInvoiceQueries@newmont.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,45101199731,,,,,,,,GST,N,,P,1300
Allmine WA,,*None,N,1/85 Aberneathy Road,,,,Belmont,WA,6104,,94771141,,,,brayden.duckworth@allmine.com.au,,Bray or Alan Wigmore (GM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1306
Goodline,,*None,N,"PO Box 1541, Buddina QLD 4575 ",,,,,,,,08 9160 2600,0459 175 120,,08 9172 5944,Gilly.Garget@goodline.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,40085847892,,,,,,,,GST,N,,P,1312
Mora,Bradley John,MORA,N,5/39 Brighton Road,,,,Scarborough,WA,6019,Australia,415713602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1315
Fenner Dunlop,,FDA,N,Attn: Ian Hughes,PO Box 77,,,Kwinana,WA,6167,,03 9680 4514-mlbrn,08 9185 7700deb,0427 115 812,08 9493 7399,melbacctspay@fennerdunlop.com.au;monika.dzienio@fennerdunlop.com.au,,Ian Hughes,0896804500-rece,PO Box 48 Port Hedland,,,,,WA,6721,,0488 022 347,,,,raquel.lennan@bhpbilliton.com,,Raquel Lennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,23080570574,,,,,,,,GST,N,,P,1316
Cape Australia Onshore Pty Ltd,,CAO000,N,"Level 17, London House",216 St.Georges Terrace,,,Perth,WA,6000,,1300 792 055,,,,au.accountspayable@capeplc.com,,Matthew Regan,,BHP Nelson Point,,,,,,,,,,04 1846 2290,,al.henry@capeplc.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,41009120021,,,,,,,,GST,N,,P,1317
Hempstead,Tracey-Lee,HET000,N,82 Felstead Street,,,,Everton Park,QLD,4053,,0429 490 037,,,,tlee.hempstead@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1318
Lo,Raymond Sein Koing,LRA000,N,26/22 Gochean Avenue,,,,Bentley,WA,6102,,,,04 5091 0317,,raymondlo87@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1319
City of Fremantle,,CIF000,N,81 Knutsford St,,,,Fremantle,WA,6160,,08 9432 9849,08 9432 9005,,,lioneln@fremantle.wa.gov.au,,Lionel Nicholson,,Attn: Vanda Duru,         Human Resources Advisor,PO Box 807,,,,,,08 9432 9710,,,,vandad@fremamtle.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1320
Kent,Howard,KEH000,N,39 Forrest Street,,,,North Beach,WA,6020,,04 0940 0591,,,,howard.kent@chevron.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,15,0,0,GST,0,,0,I,0,,,,,,,,,,,,,,,,GST,N,,P,1321
